synset	lemma	annotation	goodness label
04351550-n	suite	KEEP	X
00350104-v	meneruskan lagi	DELETE	X
00394813-v	meluik	DELETE	O
02359340-v	mendapatkan	KEEP	O
06980315-n	bahasa tamil	KEEP	None
02153174-a	satu	KEEP	Y
01674242-a	biasa saja	DELETE	X
09765278-n	aktor	KEEP	O
01590115-a	bangsawan	KEEP	O
01227675-v	menusuk	KEEP	Y
01766133-a	keliru	KEEP	O
08633683-n	area	KEEP	None
14050143-n	vitalitas	KEEP	O
01041968-n	shalat	KEEP	None
02427103-v	dirikan	KEEP	X
00599992-v	mentelaah	DELETE	X
00524682-v	memasukkan	DELETE	O
08651247-n	lokasi	KEEP	Y
00498387-r	antara	KEEP	None
00812526-n	pegangan	KEEP	O
02056265-a	ibadah	KEEP	O
13927383-n	suasana	KEEP	Y
02236124-v	ada	DELETE	O
04202417-n	toko	KEEP	O
00032497-a	akrobatik	KEEP	O
15235126-n	saat	KEEP	Y
08641113-n	berhampiran	DELETE	Y
00120223-r	sembari	KEEP	Y
01580968-a	‘wajib	KEEP	None
14375890-n	ketegangan	KEEP	O
00360306-a	dimiliki	KEEP	X
06316048-n	kalimat	KEEP	None
02270186-a	setiap	KEEP	Y
08552138-n	kawasan	KEEP	Y
06389553-n	angkasa	DELETE	O
13849810-n	ribuan	KEEP	O
10210648-n	desainer	KEEP	Y
00071840-r	mana-mana	KEEP	None
02150948-v	simaklah	KEEP	None
02873839-n	kios	KEEP	Y
02376958-v	berinteraksi	KEEP	O
06799897-n	barisan	DELETE	O
01195299-v	rice	KEEP	None
05026843-n	berat	KEEP	O
02685951-v	menuntun	DELETE	O
03965456-n	plaza	KEEP	O
01749184-v	cetak	KEEP	O
00148869-r	bahkan	KEEP	O
03003344-a	inggris	KEEP	None
00345761-v	mulailah	KEEP	None
09411430-n	sungai	KEEP	Y
13742573-n	se-	KEEP	L
00714944-n	kerajinan	KEEP	L
00149583-v	jadi	KEEP	O
09769076-n	pecandu	KEEP	O
04835724-n	semangat	KEEP	Y
01027859-n	adat	KEEP	Y
02563068-a	luas	KEEP	O
00953216-v	menceritakan	KEEP	Y
01999423-v	memimpin	KEEP	Y
08231184-n	liga	KEEP	O
00840517-n	dining	KEEP	None
06770275-n	persetujuan	KEEP	O
02490877-v	rayakanlah	KEEP	None
08641113-n	kawasan tetangga	DELETE	X
00931467-v	mengacu	KEEP	None
05805012-n	mengetahui	KEEP	O
01824736-v	laksana	DELETE	O
07933799-n	secangkir teh	KEEP	X
00488561-a	jarang	KEEP	O
02655135-v	orang	DELETE	O
02058994-v	bergegaslah	KEEP	None
07775375-n	fish	KEEP	None
07935152-n	green tea	KEEP	None
02488834-v	menikah	KEEP	M
01003536-a	terbuat	KEEP	Y
00028651-n	infinite	DELETE	X
02940392-a	eksperimental	KEEP	O
00120796-v	mendapatkan	DELETE	O
13650045-n	kaki	KEEP	Y
02049696-v	lewatkan	KEEP	None
01413247-a	bakal	KEEP	O
90000202-n	Grand Prix Season Singapore	KEEP	None
01412286-a	menjanjikan	KEEP	None
02209745-v	membawa	DELETE	O
00230746-v	tumbuh	KEEP	O
02721438-v	memberi	KEEP	O
02868546-n	bom	KEEP	O
00158701-a	menyatu	KEEP	None
01620854-v	akhiri	KEEP	X
08054417-n	hospital	KEEP	O
11155444-n	mao zedong	KEEP	None
01138102-v	melindungi	KEEP	O
00771632-v	menemani ke	DELETE	X
01578513-v	merendam	KEEP	Y
02404186-n	sapi	KEEP	Y
05839024-n	bentuk	KEEP	Y
00527188-a	semesta	KEEP	Y
07286014-n	lambang	KEEP	Y
06341525-n	ms	KEEP	None
02301560-a	mantap	KEEP	Y
13303315-n	harga	KEEP	O
02755017-v	menyenta	DELETE	None
01139194-n	izin	KEEP	O
00030358-n	tindakan	KEEP	Y
00735389-v	bertahun	KEEP	Y
00046299-r	terlalu	KEEP	O
04395651-n	tato	KEEP	None
05806623-n	pemahaman	KEEP	O
01193099-v	menyumbat	DELETE	Y
02077656-v	bawa	KEEP	X
00024073-r	belum	KEEP	O
03727605-n	mahakarya	KEEP	O
80000869-a	multi-sensorik	KEEP	None
01826378-v	meminta	KEEP	O
01635146-a	berdiri	KEEP	Y
08639058-n	pelabuhan	KEEP	Y
15157225-n	hari	KEEP	O
02267989-v	mengarik	DELETE	O
01652902-a	buka	KEEP	Y
00105603-r	segera	KEEP	O
14442933-n	jajahan	KEEP	O
00956131-a	jujur	KEEP	Y
00035718-r	agak	KEEP	O
00017445-r	sampai	KEEP	None
07539962-n	bosan	KEEP	O
02965696-a	tibet	KEEP	None
02698782-a	pantai	KEEP	O
02699494-n	altar	KEEP	O
01410606-a	sebanding	DELETE	Y
01771839-a	lebat	KEEP	O
90000212-n	singapore sling	KEEP	None
07823105-n	chutney	KEEP	X
01777210-v	bagaikan	DELETE	O
01917980-v	berjalan-jalan	KEEP	Y
02647497-v	tahan	DELETE	O
00813790-v	membawa	DELETE	O
02134350-v	merasa	KEEP	O
01918984-a	senyap	KEEP	Y
00279618-a	gemerlapan	KEEP	O
01437963-a	lanjut	KEEP	Y
02687385-v	mengiring	DELETE	O
00392812-a	hitam	KEEP	Y
05163807-n	nilai	KEEP	Y
01146507-v	bowling	KEEP	None
00325208-v	oseng-oseng	KEEP	None
01678729-a	istimewa	KEEP	O
08673395-n	area	KEEP	O
01158181-v	membuang	KEEP	O
90000067-n	miss sixty	KEEP	None
09044190-n	united arab emirates	KEEP	None
02367363-v	bertindak	KEEP	O
00239908-r	setiap	KEEP	O
00007015-r	berkisar	KEEP	None
04038109-n	sirkuit	KEEP	None
02620587-v	membentuk	DELETE	O
14434329-n	visibilitas	KEEP	None
14708720-n	alkohol	KEEP	O
02594674-v	memenuhi	KEEP	O
90000015-n	china selatan	KEEP	None
01204294-n	bentuk	DELETE	O
00690614-v	anggap	KEEP	O
00426581-v	menjelma	KEEP	Y
00609683-v	ingatlah	KEEP	X
01982395-v	menyambar	DELETE	O
08982037-n	pacific	KEEP	None
03264542-n	tepi	KEEP	O
00486290-a	biasa	KEEP	O
00301951-a	tidak terhitung	KEEP	X
00617033-a	grilled	KEEP	None
02204094-v	menyimpan	KEEP	O
08430568-n	jalur	DELETE	O
03079230-n	cd	KEEP	None
10389398-n	tuan	KEEP	O
08615374-n	park	KEEP	None
10480253-n	profesional	KEEP	Y
00377906-v	lezat	KEEP	None
02021921-v	melewati	KEEP	None
00182406-v	ditambahkan	KEEP	X
00664788-v	buktikan	KEEP	X
80000622-a	entah	KEEP	None
02685390-v	terhampar	KEEP	O
08517825-n	checkpoint	KEEP	None
06831284-n	B	KEEP	None
76100072-x	batang	KEEP	None
90000126-n	Crystal Jade Kitchen	KEEP	None
10126806-n	leluhur	KEEP	O
01991586-a	kuat	KEEP	O
90000027-n	drama box	KEEP	None
02466134-v	berbelanjalah	KEEP	None
10163723-n	bintang	KEEP	O
02664769-v	menjadi	DELETE	O
01692222-a	di luar	DELETE	None
00630380-v	merenung	KEEP	Y
09606009-n	petualang	KEEP	O
02649042-v	menempati	KEEP	O
02236124-v	berhasil	DELETE	O
06491786-n	daftar	KEEP	O
08166552-n	negara	KEEP	O
00511555-n	karnaval	KEEP	O
10153414-n	laki-laki	DELETE	None
01629589-v	memberi	KEEP	L
90000091-n	setelah anda	KEEP	None
00784342-v	tanyakan	KEEP	None
09906986-n	perdana menteri	KEEP	None
09350045-n	mediterania	KEEP	None
02208537-v	jadi	DELETE	O
01932973-a	sebenar	KEEP	X
10523519-n	penduduk	KEEP	Y
01157517-v	meletihkan	DELETE	O
00059171-r	sangat banyak	KEEP	X
14515463-n	area	KEEP	None
15150618-n	tahun 70-an	KEEP	None
00326773-v	memanggang	KEEP	O
01825237-v	inginkan	KEEP	None
01013367-v	menekankan	KEEP	Y
07833816-n	vinaigrette	KEEP	X
08593924-n	rangka	DELETE	O
01868370-v	menggeliat-geliat	KEEP	None
00609683-v	ingat	KEEP	O
07829412-n	kuah	KEEP	Y
90000032-n	gulai kepala ikan	KEEP	None
07789063-n	cod	KEEP	None
00599992-v	mempelajari	DELETE	O
00861929-v	bertepuk tangan	KEEP	Y
05268112-n	daging	KEEP	Y
07581346-n	hidangan pembuka	KEEP	X
00067265-r	lanjutan	KEEP	None
00063630-r	secara keseluruhan	KEEP	None
01083157-a	padat	KEEP	Y
02450256-v	berpartisipasi	KEEP	O
03113657-n	busana	KEEP	O
02730471-v	terasa	KEEP	O
04534127-n	video	KEEP	X
00813589-a	asal	KEEP	O
01083373-v	memakan	DELETE	O
00455750-v	lengkapi	KEEP	None
10376890-n	barang antik	KEEP	O
15237044-n	semi	KEEP	None
01991931-v	menelusuri	KEEP	O
02162947-v	berkilau	KEEP	Y
00295701-n	baris	KEEP	None
09627906-n	penerima	KEEP	O
02703952-v	hampir	KEEP	O
01156834-v	memasukkan	DELETE	O
06999233-n	gambar	KEEP	O
00542120-v	jadi	KEEP	None
10235549-n	keluarga	KEEP	Y
02402825-v	lepaskan	DELETE	X
05146471-n	kemewahan	KEEP	O
08249038-n	band	KEEP	X
04295881-n	arena	KEEP	O
09426788-n	laut”	KEEP	None
14716997-n	kuningan	KEEP	L
06784966-n	kasus	KEEP	L
00378985-n	kombinasi	KEEP	O
01418179-v	scrambled	KEEP	None
08489497-n	di sini	KEEP	O
07373602-n	perpaduan	KEEP	O
05395690-n	perut	KEEP	Y
04202417-n	shop	KEEP	None
03316406-n	pabrik	KEEP	O
02209745-v	jadi	DELETE	O
00403385-a	pekat	KEEP	O
00320852-n	pengenalan	DELETE	O
02411705-n	domba	KEEP	Y
02189883-a	36	KEEP	None
13713003-n	jalur	DELETE	O
00027167-n	titik dalam ruang	DELETE	X
00105603-r	cepat	KEEP	O
01852174-a	utama	KEEP	Y
08544813-n	negara	KEEP	O
01638962-a	kuno	KEEP	O
01264283-v	dilapisi	KEEP	None
02453321-v	menghindarkan	KEEP	O
00386915-n	potongan	KEEP	O
01256735-a	pedas	KEEP	None
02375131-v	terlibat	KEEP	O
01151110-v	memaksudkan	DELETE	None
05916739-n	tanggapan	KEEP	O
02931826-a	malam	KEEP	O
01002740-v	menembak	DELETE	O
03963198-n	platter	KEEP	None
14489699-n	kemakmuran	KEEP	Y
03087088-a	mongolia	KEEP	None
80000706-n	delman	KEEP	None
02368336-a	manis	KEEP	Y
05644527-n	efisiensi	KEEP	None
80000986-n	metro	KEEP	None
08649345-n	samping	KEEP	Y
01376245-v	menebarkan	KEEP	Y
05703429-n	observasi	KEEP	None
01638368-v	merancang	KEEP	O
01999798-v	mengajak	DELETE	O
13846199-n	pertama	KEEP	O
02268485-a	tiada	KEEP	L
00749376-v	menunjukkan arah	KEEP	X
00976508-a	deras	KEEP	O
08791167-n	timur tengah	KEEP	None
00772967-v	menyajikan	KEEP	O
80000117-n	blood orange	KEEP	None
01027174-v	mencampurkan	DELETE	O
02370360-n	kambing	KEEP	None
03386011-n	benteng	KEEP	O
01667607-v	bordir	KEEP	None
02493030-v	mengunjungi	KEEP	O
01270868-a	segera	KEEP	O
00094545-r	di atas	KEEP	None
05129565-n	panjangnya	KEEP	L
03051540-n	pakaian	KEEP	O
06747670-n	pemberitahuan	KEEP	Y
02139544-v	menampilkan	KEEP	O
08593924-n	dawai	DELETE	O
01904930-v	jalan	KEEP	Y
01035007-a	eksotik	KEEP	Y
01128193-v	lindungi	KEEP	X
01825671-a	kuat	KEEP	Y
04970916-n	warna merah muda	KEEP	X
10787470-n	wanita	KEEP	Y
00690058-a	dalam	KEEP	Y
02968525-a	asia	KEEP	None
02006834-v	sampai ke	DELETE	X
01806505-v	menarik hati	KEEP	Y
01505254-v	mempesona	KEEP	X
09368224-n	tetangga	KEEP	O
03297735-n	kedai	KEEP	O
08630039-n	bagian	KEEP	O
02126430-a	beralamat	KEEP	None
01228877-n	hormat	KEEP	L
01771535-v	mengalami	KEEP	O
00306314-a	mampu	KEEP	Y
00162688-v	ganti	KEEP	Y
00975171-a	bergaya	KEEP	Y
01547390-v	berbaring	KEEP	O
03882611-n	hiasan dinding	KEEP	X
01470496-a	geografis	KEEP	O
15120823-n	masa silam	KEEP	X
00559690-a	ramai	KEEP	O
03154886-a	cari	KEEP	O
00624476-v	membutuhkan	DELETE	O
00916274-v	gertak	KEEP	None
00030358-n	akrobat	KEEP	None
07809368-n	perasa	KEEP	O
07860988-n	mantau	KEEP	None
10624074-n	putra	KEEP	None
77000091-a	mana	KEEP	None
02050132-v	melewati	KEEP	None
09620794-n	kelahiran	KEEP	O
01083769-v	reguk	DELETE	O
06194409-n	budaya	KEEP	Y
02113335-n	anjing pudel	KEEP	None
01462005-v	campur	KEEP	O
01696648-v	warna	KEEP	O
06880533-n	contoh	KEEP	O
02626604-v	berubah	KEEP	O
04484160-n	perhiasan	KEEP	O
00734054-v	mengambil	DELETE	O
07970721-n	keluarga	KEEP	Y
01367651-a	ceria	KEEP	O
07614348-n	sorbet	KEEP	Y
00488561-a	langka	KEEP	Y
07809096-n	isi	KEEP	None
02469119-a	lambang	KEEP	O
08593924-n	bentuk	DELETE	O
00436879-v	bervariasi	KEEP	O
02238085-v	meraih	DELETE	O
01999798-v	mengemudikan	DELETE	O
08845555-n	austria	KEEP	None
02530861-a	ramah	KEEP	Y
12937678-n	wortel	KEEP	O
04334599-n	jalanan	KEEP	None
02163307-a	besar	KEEP	O
14442933-n	kekuasaan	KEEP	Y
01999798-v	menyeret	DELETE	O
01564144-v	membawa rebah	DELETE	X
00406867-a	warna	KEEP	None
15242955-n	bertahun-tahun	KEEP	O
12212361-n	vegetable	KEEP	None
02525044-v	berhasil	KEEP	Y
00147272-r	begitu	KEEP	O
01672607-a	jamak	DELETE	O
00015388-n	binatang-binatangan	KEEP	None
02936020-a	kata sifat	DELETE	O
01250694-a	panas	KEEP	O
02623906-v	bentuk	KEEP	O
00163592-a	penuh perhatian	KEEP	X
00331194-r	rata	KEEP	O
15110454-n	enamel	KEEP	O
90000190-n	tanglin shopping centre	KEEP	None
00043003-r	geylang—jadi	KEEP	None
80001373-n	perkedel	KEEP	None
04217882-n	signboard	KEEP	None
02613672-v	lewatkan	KEEP	X
09538915-n	malaikat	KEEP	Y
04966717-n	saffron	KEEP	None
01150559-v	mengacu	KEEP	O
01161561-v	menggunakan	KEEP	O
04962784-n	merah	KEEP	Y
03544360-n	rumah	KEEP	Y
02654894-a	aksial	KEEP	X
08972521-n	new zealand	KEEP	None
02148788-v	menampilkan	KEEP	O
01999798-v	mempengaruhi	DELETE	None
02396720-a	enak	KEEP	O
00490968-v	jam	KEEP	O
08509442-n	zona	KEEP	None
01456710-a	dalam	DELETE	O
01805523-v	kangen	KEEP	Y
01617192-v	menjadi	KEEP	L
01726859-a	penggemar	KEEP	O
08972521-n	selandia baru	KEEP	X
05189946-n	kursi	KEEP	None
02150948-v	menonton	KEEP	O
01862386-a	premium	KEEP	None
01978136-n	kepiting soka	KEEP	None
08563085-n	selatan	KEEP	O
01679980-v	berhias	KEEP	O
00646271-v	jelajahilah	KEEP	None
13331198-n	isi	KEEP	Y
02292125-v	mendapat	KEEP	O
05840076-n	macam	KEEP	O
00220600-a	indah	KEEP	None
08677801-n	puncak	KEEP	Y
01282014-a	hebat	KEEP	Y
00598954-v	temukan	KEEP	None
01033996-a	pribumi	KEEP	O
01928114-a	ras	KEEP	None
09014586-n	moldova	KEEP	None
01643620-a	tua	KEEP	Y
00639842-a	hormat	KEEP	O
05790944-n	pilihan	KEEP	O
00624476-v	menafsirkan	KEEP	None
01729566-a	bekas	KEEP	Y
04527648-n	beranda	KEEP	Y
02020590-v	menimpa	DELETE	O
00987071-v	lukiskan	KEEP	None
08579780-n	lapangan golf	KEEP	None
01172701-v	makan	DELETE	O
03091374-n	antar	KEEP	None
02771485-a	mulut	KEEP	O
07821919-n	kunyit	KEEP	O
02635956-v	memandu	DELETE	O
00756638-a	susu	KEEP	O
15167027-n	malam hari	KEEP	None
07753275-n	nanas	KEEP	O
02378453-v	mempunyai	KEEP	O
00140403-r	alami	KEEP	None
08679972-n	arah	KEEP	O
03519981-n	jalan utama	KEEP	None
00061203-r	sehabis	KEEP	O
03725035-n	topeng	KEEP	O
02701210-v	meluwengkan	DELETE	O
06045562-n	kedokteran	KEEP	None
07139873-n	ungkapan	KEEP	O
00217728-a	bagus	KEEP	O
06261586-n	media	KEEP	Y
01332730-v	selimuti	KEEP	X
01525116-a	tidak bergerak	KEEP	None
10432532-n	peziarah	KEEP	None
00766234-n	kriminalitas	KEEP	O
03417345-n	kebun	KEEP	O
15264607-n	mulai	KEEP	O
00519739-n	sirkus	KEEP	None
10627082-n	roh	KEEP	Y
00596644-v	merasakan	KEEP	L
02568672-v	lakukan	KEEP	X
13386465-n	pembayaran tunai	KEEP	X
00124353-a	laut	KEEP	O
00047534-r	pula	KEEP	None
08556491-n	kawasan	KEEP	O
07412478-n	kilat	KEEP	O
03837422-n	dayung	KEEP	O
07666733-n	daging kambing	KEEP	X
00007846-n	orang perseorangan	DELETE	None
07458453-n	acara	KEEP	None
01894649-v	menari	KEEP	O
08616311-n	rute	KEEP	O
00010435-v	melakukan	KEEP	O
04296562-n	pentas	KEEP	Y
03670208-n	limousine	KEEP	None
10595164-n	saudara	KEEP	M
15245990-n	bersantap	KEEP	None
10720453-n	pedagang	KEEP	Y
08860123-n	inggris	KEEP	O
01375174-a	bernama	KEEP	None
04751305-n	keanekaragaman	KEEP	Y
13961642-n	kehidupan	KEEP	O
07650903-n	cincang	KEEP	Y
00110533-r	kiri	DELETE	O
02636516-v	mempunyai	KEEP	O
08248157-n	orkestra	KEEP	Y
00875141-v	rekomendasikan	KEEP	None
02096167-v	makan	DELETE	O
01204294-n	talian	DELETE	None
02100566-a	tinggi	KEEP	O
07679356-n	roti	KEEP	Y
00293760-v	berkembang	KEEP	O
01041498-n	sumbangan	KEEP	O
01214265-v	makan	DELETE	O
02351737-v	cagar	KEEP	O
00866702-v	disucikan	KEEP	None
03236735-n	gaun	KEEP	O
07320302-n	kelahiran	KEEP	O
06891493-n	pertunjukan	KEEP	O
02007417-v	mengakses	KEEP	O
00429949-n	kegembiraan	KEEP	Y
01068104-a	renyah	KEEP	None
08724726-n	beijing	KEEP	None
00172710-n	jalan	KEEP	Y
07863935-n	ayam dengan bawang	KEEP	X
03051540-n	busana	KEEP	O
03089624-n	confectionary	KEEP	None
02284951-v	diuangkan	KEEP	None
00940412-n	penemuan	KEEP	O
77000023-n	kau-	KEEP	None
01409581-a	serua	DELETE	X
00734054-v	membutuhkan	DELETE	O
00079107-r	pasti	KEEP	O
08594286-n	tali	DELETE	O
00766457-a	tidak langsung	KEEP	X
01820302-v	nikmatilah	KEEP	X
04746842-n	banding	KEEP	O
03117939-n	kembar	KEEP	O
01427127-v	membutuhkan	DELETE	O
02194286-v	cicipi	KEEP	X
04925756-n	lama	KEEP	O
11414411-n	pengaruhi	KEEP	X
80000302-n	izakaya	KEEP	None
01233156-n	mengunjungi	KEEP	X
01428578-v	dapat	DELETE	O
01315613-v	mencari	KEEP	Y
01452593-a	keras	KEEP	Y
01156834-v	berhasil	DELETE	O
80000853-n	Asia-Pasifik	KEEP	None
04970916-n	merah muda	KEEP	O
01172701-v	minum	DELETE	O
80001644-n	nama umum	KEEP	None
01083373-v	melalap	DELETE	O
08633957-n	pelabuhan	KEEP	O
01806106-a	jengkel	KEEP	None
08050678-n	pemerintah	KEEP	None
00338641-n	pembukaan	KEEP	O
03670849-n	deretan	DELETE	O
00063014-n	mencatat	KEEP	Y
02150948-v	tontonan	KEEP	None
01664172-v	menjadikan	DELETE	O
15169248-n	matahari terbenam	KEEP	X
02129604-n	pak belang	DELETE	None
00679389-v	pilihlah	KEEP	None
00163441-v	direnovasi	KEEP	X
00173338-v	meluwengkan	DELETE	O
90000166-n	teater ekamatra	KEEP	None
07164546-n	tawaran	KEEP	O
02333689-v	melawakkan	DELETE	X
01064806-a	terikat	KEEP	O
00799076-v	makan	DELETE	O
02716165-v	lengkapi	KEEP	None
13940311-n	jenjang	KEEP	O
01027174-v	membubuh	DELETE	O
05121418-n	sejumlah	KEEP	None
01586342-a	nyaman	KEEP	O
02636516-v	bawa	KEEP	O
00607780-v	mengingat	KEEP	O
00118523-v	bersambung	KEEP	Y
13270038-n	sumbang	KEEP	None
02526085-v	dapat	DELETE	Y
00145713-r	cukup	KEEP	O
01997583-a	bertanggung jawab	KEEP	None
14421585-n	perkawinan	KEEP	O
06802571-n	bunga-bunga	DELETE	X
00172710-n	cara	KEEP	Y
02664769-v	menjadi	KEEP	O
04934220-n	tekstur	KEEP	Y
02745172-v	menambah	KEEP	O
00450070-n	pacuan kuda	KEEP	O
02717102-v	mengepak	DELETE	O
15136147-n	minggu	KEEP	Y
90000151-n	peranakan inn	KEEP	None
07390945-n	hiruk-pikuknya	KEEP	None
01226660-a	agung	KEEP	O
00831651-v	lapor	KEEP	L
00802946-v	dibiarkan	KEEP	X
02402825-v	singkir	DELETE	O
00069164-r	sepanjang	KEEP	O
02394183-v	membutuhkan	DELETE	O
01201856-v	memolok	DELETE	O
08225426-n	street	KEEP	None
02293148-v	mendasarkan	KEEP	None
01084091-a	semarak	KEEP	None
02343110-a	hebat	KEEP	O
08619795-n	tempat	DELETE	O
09622302-n	pecinta	KEEP	X
02208537-v	menyewakan	DELETE	O
90000188-n	Saat Anda	KEEP	None
01798162-a	kebetulan	KEEP	O
10053808-n	karyawan	KEEP	Y
00262249-n	hiasan	KEEP	O
09932336-n	kusir	KEEP	None
00698572-v	khas	DELETE	O
07557434-n	hidangan	KEEP	O
02236624-v	membutuhkan	DELETE	O
00963570-v	berbicara	KEEP	Y
00406243-v	menyiapkan	KEEP	O
14966667-n	minyak	KEEP	Y
02694106-v	mengapit	KEEP	O
00331082-v	ditumbuk	KEEP	None
02837789-n	bikini	KEEP	O
15228378-n	jam	KEEP	Y
02006834-v	sampai	DELETE	O
00080039-r	di bawah	KEEP	O
04081281-n	hai tien lo	KEEP	None
07787715-n	kepiting	KEEP	O
08659993-n	penjuru	KEEP	Y
01835496-v	pindah	KEEP	O
00488187-a	istimewa	KEEP	O
10782940-n	juara	KEEP	O
02685951-v	mengiring	DELETE	O
02078591-v	perkenalkan	KEEP	X
02333689-v	terletak	DELETE	O
00294245-v	bermekaran	KEEP	None
07309599-n	22	KEEP	None
01634495-a	kaki	KEEP	O
00452512-v	memenuhi	KEEP	Y
13832355-n	ke arah timur	DELETE	X
02394183-v	jadi	DELETE	O
06770875-n	ketentuan	KEEP	None
77000090-n	bagaimana	KEEP	None
02209936-v	mengarik	DELETE	O
00043195-n	penemuan	KEEP	O
02627934-v	bertanyakan	DELETE	None
00046344-n	stunt	KEEP	None
00036762-n	keunggulan	KEEP	O
07699584-n	mi	KEEP	O
07556872-n	makanan manis	KEEP	X
15266685-n	pertengahan	KEEP	O
02646931-v	mendominasi	KEEP	Y
02020590-v	melakukan	DELETE	O
00398704-n	perubahan	KEEP	O
14965501-n	seluloid	KEEP	O
08591592-n	padang	KEEP	Y
07884567-n	minuman	KEEP	None
00283327-a	keperakan	KEEP	O
00004475-n	badan yg menjalankan tugas	DELETE	X
00041758-r	khusus	KEEP	None
00328128-v	mendidih	KEEP	Y
01180351-v	dilayani	KEEP	None
07327805-n	faktor	KEEP	Y
00734054-v	memasukkan	DELETE	O
01982395-v	makan	DELETE	O
02686471-v	beralih	DELETE	O
01569965-a	alami	KEEP	None
00976508-a	cepat	KEEP	O
77000076-a	kedua-duanya	DELETE	None
80000945-x	alangkah	KEEP	None
80001130-n	dia	KEEP	None
11473954-n	cahaya	KEEP	O
01565921-v	menghabiskan keseluruh	DELETE	X
03789014-n	motif	KEEP	Y
01629589-v	membawa	KEEP	O
03670849-n	talian	DELETE	None
07911677-n	koktil	KEEP	X
00047392-r	terlalu	KEEP	O
02690708-v	terletak	KEEP	O
01329830-a	terpadu	KEEP	Y
01151110-v	mengarik	DELETE	O
01410606-a	iras-iras	DELETE	Y
00511555-n	river hongbao	KEEP	None
13863771-n	rangka	DELETE	O
13776854-n	wadah	KEEP	O
00525453-a	lengkap	KEEP	O
07804323-n	nasi	KEEP	O
02064745-a	berbagai	KEEP	None
01601069-a	utara	KEEP	O
90000215-n	Singapore Tourism Board	KEEP	None
00501990-r	dalam	DELETE	L
02717102-v	makan	DELETE	O
00119139-r	walau	KEEP	O
07946135-n	yang kalah	KEEP	X
01002740-v	mengambil gambar	DELETE	O
00661640-a	cincang	KEEP	None
02778669-n	bola	KEEP	Y
00933420-n	seni	KEEP	Y
05217168-n	rangka	DELETE	O
90000316-n	Melaka	KEEP	None
04004475-n	printer	KEEP	None
02685951-v	memandu	DELETE	O
90000226-n	little india	KEEP	None
15120346-n	zaman	KEEP	O
02236124-v	memiliki	DELETE	O
01027859-n	istiadat	KEEP	Y
01611746-v	merata	KEEP	Y
05839024-n	bentuk	DELETE	Y
05943300-n	falsafah	KEEP	X
06389553-n	ruang antara	DELETE	X
02501693-a	berharga	KEEP	O
05716577-n	manis	KEEP	O
03124541-a	kain	KEEP	O
00846462-a	ditetapkan	KEEP	X
00537192-n	samba	KEEP	O
02641378-a	aromatik	KEEP	O
01733477-v	percantik	KEEP	None
01621555-v	membuat	KEEP	Y
00875141-v	anjurkan	KEEP	None
07739125-n	apel	KEEP	O
02248465-v	temui	KEEP	None
90000021-n	concert hall	KEEP	None
02614387-v	hidup	KEEP	O
12212361-n	sayuran	KEEP	Y
01674604-a	biasa	KEEP	O
00029367-r	bahkan	KEEP	O
01203893-v	membelenting	DELETE	O
01411919-a	mudah	KEEP	O
13959069-n	terjadi	KEEP	O
01100830-v	jadi	DELETE	O
00924825-n	pembuatan	KEEP	Y
00238022-n	hal memperkenalkan sso	DELETE	X
07628870-n	kuih	KEEP	Y
07458453-n	lomba	KEEP	O
01205696-v	kena	KEEP	O
02664769-v	tertara	DELETE	O
00120316-v	menjadikan	KEEP	O
01158181-v	boros	DELETE	O
14501172-n	rata	KEEP	None
02671880-v	memenuhi	KEEP	O
00007846-n	seseorang	KEEP	Y
07320302-n	lahir	KEEP	None
01012503-a	asli	KEEP	Y
02263692-v	memberikan	KEEP	O
06125041-n	teknologi	KEEP	Y
80001042-n	uniqlo	KEEP	None
00193486-v	digabung	KEEP	None
13376012-n	card	KEEP	None
01712704-v	menunjukkan permainan	DELETE	X
02236124-v	memasukkan	DELETE	O
00182406-v	menambahkan	KEEP	Y
02154508-v	deteksi	KEEP	None
02006834-v	menabrak	DELETE	O
00121135-r	begitu	KEEP	M
01495912-a	besar	KEEP	None
01792973-a	kosong	KEEP	O
02655698-v	menjauh	KEEP	None
00484333-a	non-komersial	KEEP	None
08594286-n	jalur	DELETE	O
90000069-n	mr teo	KEEP	None
01536641-a	ultra-modern	KEEP	None
02268485-a	tidak	KEEP	O
01941093-v	terbang	KEEP	O
01427127-v	ada	DELETE	O
00019339-r	selalu	KEEP	O
00395626-a	merah padam	DELETE	O
02810102-a	daratan	KEEP	O
03575240-n	peralatan	KEEP	O
90000158-n	serangoon road	KEEP	None
06892016-n	nomor	KEEP	None
01188725-v	makan	DELETE	O
00720497-v	menantikan	KEEP	None
02020590-v	berhasil	DELETE	O
01729566-a	lama	KEEP	Y
01212519-n	dukungan	KEEP	X
14439294-n	reputasi	KEEP	Y
01275562-a	penting	KEEP	O
09449949-n	anak benua	KEEP	X
07810907-n	penyedap	KEEP	None
02025274-a	mewah	KEEP	O
00117082-r	bersama	KEEP	O
02568672-v	menjalankan	DELETE	O
02280969-a	semarak	KEEP	None
90000154-n	qu yuan	KEEP	None
00183090-r	yang menakjubkan	KEEP	X
02742638-v	hadapkan	KEEP	None
02236124-v	membenarkan masuk	DELETE	X
01316209-v	mencari	KEEP	O
01215392-n	berkat	KEEP	Y
07614500-n	es krim	KEEP	O
01380122-v	menularkan	DELETE	O
