Arabic	English	Finnish	Greek	Indonesian	Japanese	Mandarin Chinese	POS	Polish	Portuguese	Serbo-Croatian	Slovene	Spanish	Thai	lang	POS
مَوْسِم	season	kausi	κύκλος	musim	シーズン	None	n	sezon	temporada	None	None	None	None	None	noun
فَصْل	season	vuodenaika	εποχή	musim	折節	季	n	pora	estação	годишње	letni	estación	ฤดู	None	noun
None	season	maustaa	None	membumbui	味付けする	给调味	v	przyprawić	condimentar	None	začiniti	aliñar	None	None	verb
اِثْنَانِ	two	kaksi	δύο	dua	二つ	二	n	dwa	dois	два̑	dvá	dos	สอง	None	num
أَعْرَج	two	kakkonen	βαλές	ratu	デュース	武士	n	trójka	A	двојка	fant	dos	แหม่ม	None	noun
بِلْيُون	trillion	biljoona	τρισεκατομμύριο	biliun	None	萬億	n	bilion	bilião	None	None	billón	None	None	num
لَحْم	meat	liha	κρέας	daging	身	肉	n	mięso	carne	ме̑со	meso	None	เนื้อ	None	noun
مَالِيّ	fiscal	fiskaalinen	δημοσιονομικός	fiskal	None	None	a	None	None	None	None	None	None	None	adj
نَاي	flute	huilu	φλάουτο	suling	フルート	長笛	n	flet	flauta	фрула	flavta	corno	ฟลุต	None	noun
سَبْعَة	seven	seitsemän	επτά	tujuh	七つ	七	n	siedem	sete	седам	sédem	siete	เจ็ด	None	num
الْمَمْلَكَة	United	Yhdistynyt	Ηνωμένο	Britania	イギリス	英國	n	Zjednoczone	Reino	Уједињено	Zdrúženo	Reino	สหราชอาณาจักร	None	name
حَالِيًّا	currently	parhaillaan	None	sedang	現在は	目前	a	obecnie	atualmente	тренутно	None	actualmente	None	None	adv
ثَمَانِيَة	eight	kahdeksan	οκτώ	delapan	八つ	八	n	osiem	oito	о̏сам	ósem	ocho	แปด	None	num
دَوَاء	medicine	lääke	φάρμακο	obat	薬	藥	n	lekarstwo	remédio	ле̑к	zdravilo	medicina	ยา	None	noun
عِلَاج	medicine	hoito	αγωγή	pengobatan	医療	治療	n	leczenie	tratamento	лечење	zdravljenje	None	การรักษา	None	noun
طِبّ	medicine	lääketiede	ιατρική	kedokteran	機械学習	醫學	n	medycyna	medicina	медици́на	None	matemáticas	แพทยศาสตร์	None	noun
طِبّ	medicine	lääketiede	ιατρική	dokter	医師	工程	n	adwokactwo	medicina	None	None	relaciones	แพทย์	None	noun
اِسْم	name	nimi	όνομα	nama	名前	名	n	imię	nome	и̏ме	ime	nombre	ชื่อ	None	noun
None	name	nimi	None	imamat	None	聖職	n	None	sacerdócio	svećenstvo	None	sacerdocio	None	None	noun
سَمَّى	name	nimetä	ονομάζω	menamai	名付ける	命名	v	nazywać	nomear	именовати	None	nombrar	เรียก	None	verb
اِخْتَارَ	name	nimetä	κατονομάζω	sebut	選ぶ	None	v	wybierać	escolher	None	None	escoger	None	None	verb
عَيَّنَ	name	nimetä	καθορίζω	sebut	明示する	None	v	określać	especificar	None	None	None	None	None	verb
آيْسْلَنْدَا	Iceland	Islanti	Ισλανδία	Islandia	アイスランド	冰島	n	Hiszpania	Islândia	Ѝсланд	Islándija	España	ไอซ์แลนด์	None	name
عَظْم	bone	luu	κόκαλο	tulang	骨	骨質	n	kość	osso	кост	slonovina	hueso	กระดูก	None	noun
عَظْم	bone	luu	οστό	tulang	None	骨頭	n	kość	osso	кост	None	hueso	กระดูก	None	noun
بُنِّيّ	bone	luunvalkoinen	καστανό	cokelat	茶色	棕色	n	brąz	castanho	сме̏ђ	rjava	marrón	สีน้ำตาล	None	noun
بِيرَة	beer	olut	μπίρα	bir	ビール	啤酒	n	piwo	cerveja	пи̑во	pivo	cerveza	เบียร์	None	noun
هُولَنْدَا	Netherlands	Alankomaat	Ολλανδία	Belanda	オランダ	荷蘭	n	Niderlandy	Holanda	Ни̏зозе̄мска̄	Nizozémska	Países	เนเธอร์แลนด์	None	name
None	Netherlands	hollantilainen	ολλανδικός	Belanda	オランダ	荷蘭的	a	niderlandzki	holandês	nȉzozēmskī	None	holandés	None	None	adj
أَيِرْلَنْدِيّ	Irish	iiri	ιρλανδικά	Irlandia	アイルランド語	愛爾蘭語	n	język	irlandês	и̑рскӣ	írščina	irlandés	ภาษาโปรตุเกส	None	name
غُو	Irish	go-peli	γκο	igo	囲碁	圍棋	n	tryktrak	gamão	го̑	None	parchís	หมากล้อม	None	noun
إِيرْلَنْدِيّ	Irish	irlantilainen	None	Irlandia	アイルランドの	愛爾蘭的	a	irlandzki	irlandês	и̑рскӣ	írski	irlandés	ไอริช	None	adj
وَصْفِيّ	adjectival	adjektiivi-	επιθετικός	kata	形容詞の	形容詞的	a	przymiotnikowy	adjectivo	при́дјевскӣ	pridevniški	adjetival	คุณศัพท์	None	adj
كِس	cunt	vittu	μουνί	tempik	まんこ	屄	n	pizda	boceta	пичка	None	chocha	หี	None	noun
None	cunt	mulkku	μουνί	bajingan	None	None	n	pizda	filho	пизда	None	puta	None	None	noun
الْعِرَاق	Iraq	Irak	Ιράκ	Moroko	イラク	伊拉克	n	Meksyk	Iraque	Ирак	Irák	Marruecos	อิรัก	None	name
جُزُر	Solomon	Salomonsaaret	Νήσοι	Kepulauan	ソロモン諸島	所羅門群島	n	Wyspy	Ilhas	Соломонова	Salomonovi	Islas	หมู่เกาะโซโลมอน	None	name
جُمْهُورِيَّة	Czech	Tšekin	Δημοκρατία	Ceko	チェコ共和国	捷克共和國	n	Republika	República	Че̏шка̄	Čéška	Chequia	สาธารณรัฐเช็ก	None	name
إِجْمَاع	consensus	yhteisymmärrys	ομοφωνία	kesepakatan	総意	共識	n	None	consenso	консѐнзус	dogovor	None	None	None	noun
الْإِمَارَات	United	Arabiemiirikunnat	Ηνωμένα	Uni	アラブ首長国連邦	阿拉伯聯合酋長國	n	Zjednoczone	Emiratos	Уједињени	Združeni	Siria	สหรัฐอาหรับเอมิเรตส์	None	name
مَذْهَب	doctrine	opinkappale	δόγμα	doktrin	ドクトリン	教條	n	doktryna	doutrina	доктри́на	doktrina	doctrina	ลัทธิ	None	noun
تَعْلِيم	doctrine	oppi	None	doktrin	学説	學說	n	doktryna	doutrina	у̀че̄ње	učenje	doctrina	ลัทธิ	None	noun
ثَدْيِيّ	mammal	nisäkäs	θηλαστικό	mamalia	None	哺乳類	n	ssak	mamífero	сисар	sesalec	None	สัตว์เลี้ยงลูกด้วยน้ำนม	None	noun
سِكَّة	railway	rautatie	σιδηρόδρομος	jalur	鉄道	鐵路	n	kolej	ferrovia	жѐлезница	železniško	ferrocarril	การรถไฟ	None	noun
سِكَّة	railway	rata	σιδηρόδρομος	rel	線路	鐵路	n	kolej	ferrovia	жѐлезница	None	vía	None	None	noun
تِجَارَة	trade	kauppa	εμπόριο	perdagangan	商業	貿易	n	handel	comércio	трго̀вина	trgovina	comercio	พาณิชย์	None	noun
قَبِلَ	accept	hyväksyä	δέχομαι	menerima	受理する	接受	v	przyjmować	aceitar	примати	sprejeti	aceptar	รับ	None	verb
قَبِلَ	accept	hyväksyä	None	menyetujui	承諾する	贊同	v	zgadzać	aceitar	None	None	aceptar	ยอมรับ	None	verb
سِيَاسَة	policy	käytäntö	πολιτική	kebijakan	施策	政策	n	polityka	política	полиса	politika	None	นโยบาย	None	noun
بَاوْنْد	pound	naula	λίβρα	pon	ポンド	磅	n	funt	libra	фу̑нта	None	None	ปอนด์	None	noun
الـ	the	se	ὁ	si	その	None	n	None	o	None	None	el	None	None	noun
سِلَاح	weapon	ase	όπλο	senjata	None	武器	n	broń	arma	о̀рӯжје	orožje	None	อาวุธ	None	noun
None	plural	monikollinen	πληθυντικός	jamak	複数	複數	a	mnogi	None	множински	None	None	พหูพจน์	None	adj
جَمْع	plural	monikko	πληθυντικός	bentuk	複数形	複數	n	liczba	None	множина	None	None	พหูพจน์	None	noun
نَوْعِيَّة	quality	laatu	ποιότητα	kualitas	質	質量	n	jakość	qualidade	квалите́та	kakóvost	calidad	คุณภาพ	None	noun
None	quality	hyvälaatuinen	ποιοτικός	berkualitas	高級な	優質	a	None	de	ква̏лите̄тан	None	de	None	None	adj
الْيُونَان	Greece	Kreikka	Ελλάδα	Yunani	ギリシャ	希臘	n	Grecja	Grécia	Гр̏чка̄	Gŕčija	Grecia	กรีซ	None	name
يَوْم	day	päivä	ημέρα	hari	一日	天	n	dzień	dia	дан	dán	día	วัน	None	noun
يَوْم	day	päivä	ημέρα	hari	日	天	n	dzień	dia	дан	dán	día	วัน	None	noun
None	day	vuorokausi	ημέρα	hari	None	None	n	dzień	dia	дан	dán	día	วัน	None	noun
يَوْم	day	päivä	ημέρα	hari	昼間	一天	n	dzień	dia	дан	dán	jornada	วัน	None	noun
يَوْم	day	päivä	ημέρα	hari	昼	白天	n	dzień	dia	обданица	dán	día	กลางวัน	None	noun
فِبْرَايِر	February	helmikuu	Φεβρουάριος	februari	如月	二月	n	luty	fevereiro	фебруар	fébruar	febrero	กุมภาพันธ์	None	name
لُغَة	language	kieli	γλώσσα	bahasa	言語	語言	n	język	idioma	јѐзик	jêzik	lengua	ภาษา	None	noun
مُوسِيقَى	music	musiikki	μουσική	musik	音楽	音樂	n	muzyka	música	му̀зика	glasba	None	ดนตรี	None	noun
None	music	nuotit	παρτιτούρα	partitur	楽譜	樂譜	n	None	partitura	None	None	música	None	None	noun
اِقْتِصَاد	economics	taloustiede	οικονομικά	ilmu	経済学	經濟學	n	ekonomika	economia	еконо̀мија	ekonomija	economía	เศรษฐศาสตร์	None	noun
سَاعَة	clock	kello	ρολόι	jam	時計	鐘	n	zegar	relógio	ча̀со̄внӣк	ura	reloj	นาฬิกา	None	noun
لِأَنَّ	because	koska	διότι	karena	なぜなら	因為	c	bo	porque	је̏р	ker	ya	เพราะ	None	conj
سِتَّة	six	kuusi	έξι	enam	六つ	六	n	sześć	seis	ше̑ст	šést	nueve	หก	None	num
إِبْهَام	six	kuutonen	έξι	ibu	親指	六	n	szóstka	seis	палац	palec	pulgar	นิ้วโป้ง	None	noun
شِتَاء	winter	talvi	χειμώνας	musim	冬	冬天	n	zima	inverno	зи́ма	None	invierno	ฤดูหนาว	None	noun
الْفِلِبِّين	Philippines	Filippiinit	Φιλιππίνες	Filipina	比律賓	菲律賓	n	Filipiny	Filipinas	Филипи́ни	None	None	ฟิลิปปินส์	None	name
اِسْتِثْمَار	investment	sijoitus	επένδυση	investasi	None	投資	n	inwestycja	investimento	инвести́ција	vlaganje	inversión	การลงทุน	None	noun
شَارَكَ	take	osallistua	μοιράζομαι	ambil	参加する	參加	v	brać	participar	у̀чествовати	udeleževati	terciar	เข้าร่วม	None	verb
حَبَقَ	fart	pieraista	κλάνω	kentut	おならをする	放屁	v	pierdzieć	peidar	пр̀дети	prdeti	peer	ตด	None	verb
حَبْقَة	fart	pieru	πορδή	kentut	おなら	屁	n	pierdnięcie	peido	None	None	pedo	ตด	None	noun
ظَرْف	adverb	adverbi	επίρρημα	adverbia	None	副詞	n	przysłówek	advérbio	при́лог	prislov	adverbio	กริยาวิเศษณ์	None	noun
تَضَخُّم	inflation	inflaatio	πληθωρισμός	inflasi	インフレ	通貨膨脹	n	inflacja	inflação	инфла́ција	inflacija	inflación	เงินเฟ้อ	None	noun
None	inflation	laajentuminen	φούσκωμα	pengembangan	膨張	None	n	None	inflamento	None	None	inflado	None	None	noun
إِقَامَة	accommodation	majoitus	κατάλυμα	akomodasi	宿泊	住處	n	zakwaterowanie	alojamento	смјештај	nastanitev	alojamiento	ที่พัก	None	noun
None	accommodation	soveltuminen	None	akomodasi	設備	適應	n	przystosowanie	acomodamento	None	None	None	None	None	noun
ثَلَاثَة	three	kolme	τρία	tiga	三つ	三	n	trzy	três	три̑	tríje	tres	สาม	None	num
خَرِيف	autumn	syksy	φθινόπωρο	kemarau	秋	秋天	n	jesień	outono	је̏се̄н	jesén	otoño	ใบไม้ร่วง	None	noun
السُّوَيْد	Sweden	Ruotsi	Σουηδία	Swedia	スウェーデン	瑞典	n	Szwecja	Suécia	Шве̏дска̄	Švédska	Suecia	สวีเดน	None	name
مِلْيَار	billion	miljardi	δισεκατομμύριο	miliar	None	十億	n	miliard	mil	милијарда	None	millardo	พันล้าน	None	noun
سَهْم	stock	osakepääoma	μετοχή	saham	株	股票	n	None	ação	None	delnica	acción	None	None	noun
None	quarter	neljännesdollari	None	setali	None	None	n	ćwierćdolarówka	moeda	None	None	cora	เหรียญสลึง	None	noun
رُبُع	quarter	neljännes	τέταρτο	perempat	四分の一	四分之一	n	ćwierć	quarto	четврт	četrt	cuarto	เสี้ยว	None	noun
أُثْلُوث	quarter	neljännesvuosi	τριμηνία	kuartal	四半期	季度	n	kwartał	trimestre	None	None	None	ไตรมาส	None	noun
نِيُوزِيلَانْدَا	New	Uusi-Seelanti	Νέα	Selandia	ニュージーランド	新西蘭	n	Nowa	Nova	Но̏вӣ	Nôva	Nueva	นิวซีแลนด์	None	name
أَسْمَر	brown	ruskea	καστανός	coklat	茶色い	褐色	a	brązowy	castanho	смеђ	rjav	marrón	น้ำตาล	None	adj
تَنَبَّأَ	forecast	ennustaa	προβλέπω	ramal	予想する	預測	v	przepowiadać	prever	None	napovedati	predecir	พยากรณ์	None	verb
تَوَقُّع	forecast	ennuste	πρόβλεψη	prakiraan	予想	預報	n	prognoza	previsão	прогно́за	napoved	pronóstico	การพยากรณ์	None	noun
مَالَيْزِيَا	Malaysia	Malesia	Μαλαισία	Kamboja	マレーシア	馬來西亞	n	Malezja	Malásia	Ма̀ле̄зија	Malézija	Malasia	มาเลเซีย	None	name
حَرْف	conjunction	konjunktio	σύνδεσμος	kata	接続詞	連接詞	n	spójnik	conjunção	везник	None	conjunción	สันธาน	None	noun
None	conjunction	konjunktio	σύνοδος	konjungsi	合	會合	n	koniunkcja	conjunção	None	None	conjunción	None	None	noun
None	conjunction	None	σύζευξη	konjungsi	連接	None	n	koniunkcja	conjunção	None	None	None	None	None	noun
حَامِض	acid	hapan	οξύς	asam	すっぱい	酸	a	kwaśny	ácido	кисео	kisel	agrio	กรด	None	adj
None	acid	hapan	όξινος	asam	酸性	None	a	kwaśny	ácido	kisèlīnskī	None	None	None	None	adj
نَجْم	star	tähti	αστέρι	bintang	恒星	星	n	gwiazda	estrela	зве́зда	zvezda	estrella	ดาว	None	noun
نَجْم	star	tähti	None	bintang	None	恆星	n	gwiazda	estrela	None	None	estrella	ดาวฤกษ์	None	noun
نَجْمَة	star	tähti	αστέρας	bintang	大物	明星	n	gwiazda	estrela	зве́зда	zvezda	estrella	ดารา	None	noun
صَبَاح	morning	aamu	πρωί	pagi	午前	早晨	n	rano	manhã	јутро	None	mañana	เช้า	None	noun
صَبَاح	morning	aamu	πρωί	pagi	朝	上午	n	ranek	manhã	преподне	None	mañana	ตอนเช้า	None	noun
بُولَنْدَا	Poland	Puola	Πολωνία	Polandia	ポーランド	波蘭	n	Polska	Polónia	Пољска	Póljska	Polonia	โปแลนด์	None	name
فِنْلَنْدَا	Finland	Suomi	Φινλανδία	Finlandia	フィンランド	芬蘭	n	None	Finlândia	Фи̑нска̄	Fínska	None	ฟินแลนด์	None	name
سِرّ	secret	salaisuus	μυστικό	rahasia	None	秘密	n	sekret	segredo	та̑јна	skrivnost	secreto	ความลับ	None	noun
سِرِّيّ	secret	salainen	μυστικός	rahasia	密か	秘密的	a	sekretny	secreto	та̑јнӣ	skriven	None	ลับ	None	adj
أَجْر	wage	palkka	μισθός	gaji	給料	工資	n	pensja	salário	плата	plača	salario	ค่าจ้าง	None	noun
هُولَنْدِيّ	Dutch	hollantilainen	ολλανδικός	Belanda	オランダの	荷蘭的	a	niderlandzki	holandês	хо̀ландскӣ	nizozẹ̑mski	neerlandés	เนเธอร์แลนด์	None	adj
هُولَنْدِيَّة	Dutch	hollanti	ολλανδικά	bahasa	オランダ語	荷蘭語	n	(język)	holandês	холандски	nizozémščina	neerlandés	ภาษาดัตช์	None	name
جَهَنَّم	hell	helvetti	Κόλαση	neraka	魔界	地獄	n	piekło	inferno	пакао	pekel	infierno	นรก	None	name
جَحِيم	hell	helvetti	κόλαση	neraka	地獄	None	n	piekło	inferno	пакао	None	infierno	None	None	noun
