synset	lemma	annotation	goodness label	confidence	language
05839024-n	kelas	DELETE	O	1	Spanish
00551215-n	program	KEEP	Y	2	Finnish, English
90000078-n	Penggunaan Data Statistik	KEEP	None	None	None
04981139-n	bunyi	KEEP	O	1	English
02109190-v	menderita	KEEP	O	2	Finnish, English
09328904-n	jurong	KEEP	None	2	Portuguese, Spanish
00017445-r	saja	KEEP	None	2	Finnish, English
03113152-n	kosmetik	KEEP	O	None	None
00200777-r	ditunggu-tunggu	KEEP	None	None	None
02898711-n	17 lengkungan	KEEP	None	1	Portuguese
06939656-n	bali	KEEP	None	None	None
13763384-n	yang terendah	KEEP	X	1	Spanish
00264366-n	diri	KEEP	None	None	None
02050132-v	lewati	KEEP	X	1	English
01140290-a	lentur	KEEP	O	None	None
00022131-r	seperti	KEEP	O	1	English
10694258-n	guru	KEEP	Y	7	Spanish, Japanese, Greek, Finnish, Thai, Portuguese, English
02717102-v	membebani	DELETE	O	1	English
02208265-v	dapat	DELETE	O	1	English
00324878-a	bertanggung jawab	KEEP	O	None	None
07374756-n	gabungan	KEEP	O	2	Mandarin Chinese, English
05715864-n	bercitarasa	KEEP	None	1	English
01028294-v	sebut	KEEP	None	1	Finnish
01180351-v	dihidangkannya	KEEP	X	1	Finnish
05581693-n	kuku	KEEP	Y	1	Finnish
10627082-n	nyawa	KEEP	O	4	Portuguese, Greek, Finnish, English
00135455-a	cocok	KEEP	O	None	None
08641113-n	sekeliling	DELETE	Y	1	Portuguese
00923793-v	menampilkan	KEEP	O	1	English
02767433-n	sandaran	KEEP	O	1	English
02972194-a	indonesia	KEEP	None	4	Portuguese, Polish, Finnish, English
90000194-n	east coast road	KEEP	None	None	None
03295140-n	bangunan	KEEP	O	1	English
00301589-a	terhitung	KEEP	L	None	None
13374281-n	kredit	KEEP	Y	None	None
02209936-v	memasukkan	DELETE	O	1	Finnish
08489497-n	tempat ini	KEEP	X	4	Portuguese, English, Thai, Japanese
02530167-v	menjajal	KEEP	O	2	Portuguese, Spanish
07814203-n	kayu manis	KEEP	L	1	English
02648502-v	berlaku	KEEP	O	1	Slovene
00342443-v	jatuh	KEEP	L	1	English
07721456-n	cabe	KEEP	X	4	Greek, Finnish, English, Thai
01728919-a	silam	KEEP	O	None	None
09359803-n	gunungan	KEEP	None	1	English
01906320-a	olahan	KEEP	None	None	None
01380122-v	propaganda	DELETE	O	1	English
00819274-n	konservasi	KEEP	Y	4	Portuguese, Polish, English, Spanish
90000186-n	robertson quay	KEEP	None	None	None
01026897-n	upacara	KEEP	O	1	Spanish
90000006-n	ayam buah keluak	KEEP	None	None	None
02402825-v	disingkir	DELETE	X	1	Spanish
01460457-n	telur	KEEP	O	1	English
00219809-a	cantik	KEEP	O	None	None
15165289-n	pagi	KEEP	Y	1	Spanish
00294245-v	memekar	DELETE	None	None	None
04743370-n	perpaduan	KEEP	O	2	Portuguese, Spanish
01896031-n	bulu	KEEP	Y	1	English
05035353-n	tenaga	KEEP	O	1	Greek
02187161-a	hole	KEEP	None	None	None
05176188-n	akses	KEEP	Y	1	Spanish
03027793-a	victoria	KEEP	None	None	None
02385102-a	segelas	KEEP	None	1	Spanish
08766988-n	jerman	KEEP	X	2	Portuguese, Polish
01010025-a	penutup	KEEP	L	1	Finnish
01849746-v	menjelang	KEEP	O	1	Mandarin Chinese
02701210-v	muat	DELETE	O	1	Slovene
90000088-n	selama deepavali	KEEP	None	None	None
09179264-n	sebab	KEEP	O	1	Finnish
13768850-n	sepiring	KEEP	X	1	Spanish
01645601-v	menjadikan	KEEP	O	1	English
01040410-a	terlupakan	KEEP	None	None	None
06256229-n	daun	DELETE	O	1	Spanish
05058140-n	kecepatan	KEEP	O	1	English
02719399-v	cenderung	KEEP	O	1	Slovene
09466280-n	alam semesta	KEEP	Y	1	English
05641556-n	koordinasi	KEEP	O	None	None
10632576-n	spesialis	KEEP	O	1	Greek
01514655-v	luncurkan	KEEP	X	1	English
08674970-n	sebidang tanah	DELETE	X	1	Polish
04216634-n	ayakan	KEEP	O	1	Finnish
02614181-v	nampak	DELETE	O	1	Finnish
02701210-v	mengandung	DELETE	O	1	Slovene
02647918-v	membahana	KEEP	O	None	None
90000137-n	hajjah fatimah mosque	KEEP	None	None	None
04727214-n	suasana	KEEP	O	1	English
00737246-a	terpelihara	KEEP	Y	None	None
00457998-v	mengental	KEEP	O	None	None
01357342-a	seru	KEEP	None	None	None
10378780-n	operator	KEEP	O	None	None
07309781-n	gerak	KEEP	M	7	Slovene, Spanish, Japanese, Greek, Finnish, Portuguese, English
02150948-v	lihat	KEEP	O	1	English
00522751-v	berlaku	DELETE	O	1	English
01927654-a	bangsa	KEEP	Y	None	None
04697442-n	kesederhanaan	KEEP	L	1	Finnish
00487018-r	bawah tanah	KEEP	None	None	None
02560585-v	membikin	DELETE	O	1	English
05924920-n	baku	DELETE	O	1	English
90000040-n	hajjah fatimah	KEEP	None	None	None
03093076-a	olimpiade	KEEP	O	None	None
07669788-n	babi panggang	KEEP	X	None	None
01621555-v	buat	KEEP	X	1	Finnish
04508949-n	pakaian dalam	KEEP	O	1	Japanese
08372411-n	suku bangsa	KEEP	L	1	Greek
06372680-n	mitos	KEEP	Y	1	Arabic
00001740-n	kewujudan	DELETE	O	1	Finnish
00184229-a	diberikan	KEEP	X	None	None
00498610-r	di atas	KEEP	None	None	None
00487525-a	standard	DELETE	None	None	None
03001627-n	kursi	KEEP	O	1	Portuguese
02629535-v	digabung	KEEP	None	1	Slovene
01930512-a	siap	KEEP	O	1	Thai
01326528-v	memusnahkan	DELETE	O	1	Finnish
02614181-v	bermukim	DELETE	O	1	Finnish
02604760-v	bersifat	KEEP	None	1	Finnish
02717102-v	membawa pergi	DELETE	X	1	English
14429484-n	juara	KEEP	None	1	Spanish
03938244-n	bantal	KEEP	Y	2	Spanish, Finnish
02416278-v	bekerja sama	KEEP	O	3	Portuguese, English, Slovene
00336831-a	pasti	KEEP	Y	1	Finnish
90000320-n	wewangian	KEEP	None	None	None
00317008-a	ukir	KEEP	L	None	None
02109190-v	dialami	KEEP	None	2	Finnish, English
11418460-n	keberuntungan	KEEP	O	1	Japanese
03154786-a	melewati	KEEP	None	None	None
00846509-v	mencemarkan	KEEP	O	1	Slovene
00046299-r	super	KEEP	L	1	English
01462005-v	merampai	DELETE	O	2	Greek, English
01183573-v	memenuhi	KEEP	O	1	English
00118032-r	maka	KEEP	O	1	Portuguese
01728919-s	yang silam	KEEP	None	None	None
07711371-n	kentang rebus	KEEP	X	None	None
06256229-n	kelopak bunga	DELETE	O	1	Spanish
12435777-n	daun bawang china	KEEP	None	None	None
09189411-n	afrika	KEEP	None	None	None
01211019-n	dukungan	KEEP	O	1	Finnish
03073977-n	pilar	KEEP	X	5	Slovene, Finnish, Thai, Mandarin Chinese, English
00585810-n	menteri	KEEP	O	2	Spanish, English
15183802-n	hari besar	KEEP	None	None	None
02697725-v	orang	DELETE	O	1	Finnish
01072262-v	memperebutkan	KEEP	Y	1	Japanese
01640855-v	diterapkan	KEEP	None	1	Finnish
11410625-n	akibat	KEEP	Y	1	Portuguese
10346392-n	alami	KEEP	O	1	English
07698915-n	pasta	KEEP	O	1	Portuguese
01428578-v	membentuk watak	DELETE	X	1	Slovene
01011973-a	permulaan	KEEP	O	None	None
04900357-n	budi	KEEP	O	1	English
02236624-v	mengakui	DELETE	O	1	Finnish
00953127-a	dalam bangunan	DELETE	X	None	None
14006945-n	aksi	KEEP	O	1	English
13954253-n	adanya	KEEP	O	1	Mandarin Chinese
03671668-n	garisan	DELETE	None	2	Polish, English
02685951-v	membuyarkan	DELETE	O	1	Finnish
00311687-n	ziarah	KEEP	O	5	Slovene, Polish, Greek, Portuguese, English
07328756-n	produsen	KEEP	L	1	Finnish
01156568-v	bertemu	KEEP	O	1	Finnish
02018049-v	naik	KEEP	Y	2	Finnish, Thai
02126430-a	letak	KEEP	None	None	None
08647616-n	tempat	DELETE	Y	1	Spanish
02964782-a	china	KEEP	None	1	English
00482673-a	setimpal	KEEP	O	None	None
00610592-n	sastra	KEEP	None	1	English
15142167-n	dari awal	KEEP	X	1	English
00652900-v	banding	KEEP	Y	1	Arabic
02075857-v	membawa	DELETE	O	1	Slovene
03679986-n	beban	KEEP	Y	1	Spanish
02629535-v	berisikan	KEEP	None	1	Slovene
08664443-n	tempat-tempat	DELETE	X	1	Portuguese
03074922-a	suku	KEEP	O	None	None
00724150-v	mengkhususkan	KEEP	O	2	Slovene, Finnish
00464894-n	golf	KEEP	Y	None	None
00799076-v	mencabut	DELETE	O	2	Finnish, English
01394922-a	lebih kecil	KEEP	X	None	None
02302187-a	teratur	KEEP	O	None	None
00487525-a	baku	KEEP	O	None	None
00043003-r	maka	KEEP	L	2	Portuguese, Slovene
02553234-a	kering	KEEP	O	None	None
03255648-n	orang-orang	DELETE	None	1	Slovene
08619795-n	medan	DELETE	O	2	Portuguese, Spanish
00394813-v	berkarau	DELETE	Y	1	Finnish
01777210-v	seperti	DELETE	O	1	English
02267686-a	apapun	KEEP	X	None	None
02020590-v	mengenai	DELETE	O	2	Spanish, Finnish
01182709-v	menyerahkan	DELETE	O	1	English
01180351-v	menyajikan makanan	KEEP	X	1	Finnish
02193765-v	melainkan	KEEP	O	1	Finnish
04677514-n	rupa	KEEP	L	1	Japanese
90000312-n	sambal	KEEP	None	None	None
00005526-v	gelagapan	KEEP	None	1	English
01180351-v	dsajikan	KEEP	None	1	Finnish
01209576-n	service	KEEP	X	2	Portuguese, Spanish
07747607-n	limau	KEEP	Y	3	Portuguese, English, Thai
07806221-n	salad	KEEP	None	1	Slovene
01564144-v	mengubrak-abrik	DELETE	O	2	Greek, Finnish
00875141-v	menyarankan	KEEP	O	2	Spanish, Finnish
07942152-n	orang	KEEP	Y	1	Portuguese
02685951-v	mengoperkan	DELETE	O	1	Finnish
02210855-v	mengambilkan	DELETE	Y	1	English
02236124-v	membeli	DELETE	O	1	English
02093888-a	selamat	KEEP	O	1	English
08374049-n	koloni	KEEP	Y	1	Japanese
07724943-n	biji	DELETE	O	1	English
00402855-a	terang	KEEP	O	None	None
01673946-a	biasa	KEEP	O	None	None
02203362-v	temui	KEEP	None	1	English
08641113-n	tempat	DELETE	O	1	Portuguese
00127815-a	berikut	KEEP	L	None	None
00017782-a	bisa diterima	KEEP	None	None	None
15224486-n	masa	KEEP	O	1	English
00024356-r	nggak	KEEP	None	1	Finnish
13661273-n	$	KEEP	None	1	Thai
04959230-n	warna	KEEP	O	2	Portuguese, English
02062212-v	terlontar	KEEP	None	1	Finnish
00643250-a	kreatif	KEEP	O	1	Portuguese
00661824-v	simaklah	KEEP	None	2	English, Serbo-Croatian
03704210-n	majalah	KEEP	Y	4	Portuguese, Greek, English, Japanese
01326528-v	melenyapkan	DELETE	O	1	Finnish
00916464-n	pertanian	KEEP	Y	1	Portuguese
09451517-n	permukaan	KEEP	O	1	Polish
02593107-v	bekerja	KEEP	O	1	Finnish
02600490-v	menggunakan	KEEP	O	1	English
00849357-a	anggun	KEEP	Y	1	Finnish
05902327-n	rencana	KEEP	O	2	Finnish, Japanese
01052428-a	wangi	KEEP	O	None	None
07071942-n	musik	KEEP	None	2	Finnish, Arabic
06277992-n	video	KEEP	L	1	Finnish
00238022-n	sst	DELETE	X	3	Portuguese, Spanish, English
00239908-r	tiap	KEEP	O	1	Arabic
02669081-v	di luar	DELETE	None	1	English
00320852-n	pembukaan	DELETE	O	2	Portuguese, English
01100830-v	makan	DELETE	O	1	Finnish
07993279-n	fauna	KEEP	O	3	Greek, English, Japanese
13933841-n	kerumunan	KEEP	O	None	None
08909107-n	sulawesi	KEEP	X	None	None
00087736-v	memasukkan	DELETE	O	1	English
00262249-n	dekorasi	KEEP	O	None	None
07006119-n	teater	KEEP	Y	1	Portuguese
01503061-n	burung	KEEP	Y	2	Portuguese, Spanish
00972642-a	mutakhir	KEEP	O	None	None
01182709-v	makanan	DELETE	O	1	English
00375969-a	hijau	KEEP	O	None	None
00973677-a	trendi	KEEP	Y	None	None
00965606-a	terkenal	DELETE	O	1	English
01168468-v	menyantap	KEEP	Y	1	English
08435388-n	sistem	KEEP	Y	3	Portuguese, Spanish, Polish
09217230-n	pesisir	KEEP	O	1	Portuguese
09816771-n	kolega	KEEP	O	1	Japanese
01375831-a	masyhur	KEEP	O	None	None
01778212-a	fisik	KEEP	None	1	English
00973192-a	bergaya	KEEP	None	None	None
10990963-n	garibaldi	KEEP	None	None	None
08236438-n	konsortium	KEEP	O	2	Polish, English
00049220-r	sekarang	KEEP	O	None	None
08672738-n	perkampungan	KEEP	O	1	Portuguese
02214736-a	tunggal	KEEP	L	None	None
00120796-v	biar	DELETE	O	1	English
00721437-v	temukan	KEEP	X	1	English
00959827-v	berarti	KEEP	None	1	Finnish
08588152-n	bhg dlm	DELETE	X	None	None
01167981-v	dining	KEEP	None	None	None
07985948-n	ruang	KEEP	O	None	None
04606014-n	kalungan bunga	KEEP	X	None	None
02727462-v	tinggal	KEEP	O	1	Finnish
90000325-n	terasi	KEEP	None	None	None
05718935-n	musik	KEEP	O	1	Portuguese
07713895-n	kubis	KEEP	O	1	Polish
15164957-n	hari	KEEP	O	5	Slovene, Spanish, Polish, Portuguese, Serbo-Croatian
80000457-n	flash mob	KEEP	None	None	None
02163746-v	lihat	KEEP	None	1	Arabic
00173764-a	tata	KEEP	None	None	None
01692222-a	luar	KEEP	Y	2	Spanish, Finnish
05761559-n	kenangan	KEEP	O	1	Portuguese
15245829-n	masa	KEEP	Y	1	Thai
00667822-a	sedang	KEEP	O	None	None
00230746-v	berkembang	KEEP	O	1	Japanese
04507155-n	payung	KEEP	Y	8	Slovene, Spanish, Japanese, Greek, Finnish, Thai, Portuguese, English
14038993-n	keinginan	KEEP	O	1	Mandarin Chinese
00029367-r	dan	KEEP	None	1	Portuguese
01410606-a	seiras	DELETE	Y	1	English
04677514-n	raut muka	KEEP	None	1	Japanese
00046299-r	sangat	KEEP	O	1	English
04096066-n	erskine road	KEEP	None	1	Polish
02632940-v	meliputi	KEEP	O	1	Slovene
02958392-a	prancis	KEEP	None	2	Polish, English
03076663-a	jawa	KEEP	None	1	English
00524682-v	menganut	DELETE	O	1	Finnish
05129565-n	perpisahan	DELETE	O	1	Arabic
01555133-a	terlebih	KEEP	None	None	None
07781319-n	mackerel	KEEP	None	4	Portuguese, Finnish, English, Slovene
07722485-n	daun bawang	KEEP	X	1	Portuguese
02899112-a	yang sesungguhnya	KEEP	X	None	None
00689344-v	pandang	KEEP	Y	1	Arabic
00559530-a	ayam kampung	KEEP	None	None	None
00026385-v	santai	KEEP	None	1	English
02627934-v	meminta	DELETE	O	1	English
03003344-a	inggeris	KEEP	None	1	Finnish
06619065-n	pertunjukan	KEEP	Y	1	English
01085661-a	berisi	KEEP	O	None	None
05269901-n	tulang	KEEP	Y	1	English
01617192-v	ciptakanlah	KEEP	None	1	Finnish
05752296-n	power	KEEP	None	None	None
90000142-n	ketika anda	KEEP	None	None	None
08303275-n	federasi	KEEP	X	6	Spanish, Polish, Finnish, Thai, Portuguese, English
02416278-v	berdampingan	KEEP	Y	3	Portuguese, English, Slovene
14524661-n	suasana	KEEP	O	3	Portuguese, English, Slovene
00036254-a	buka	KEEP	L	None	None
00154270-a	jengah	KEEP	None	None	None
12432808-n	bawang	KEEP	O	None	None
02269635-a	tiap	KEEP	L	None	None
02467662-v	terbagi	KEEP	None	1	Spanish
03642806-n	laptop	KEEP	O	None	None
12125890-n	nasi	DELETE	O	1	English
00141806-n	pemeriksaan	KEEP	O	1	English
01861910-a	terbuka	KEEP	O	None	None
00300247-r	mungkin	KEEP	O	1	Thai
00099712-r	lebih	KEEP	O	1	Portuguese
08594286-n	dawai	DELETE	O	1	Arabic
90000117-n	true blue cuisine	KEEP	None	None	None
01619725-v	diperbarui	KEEP	None	None	None
02443849-v	dioperasikan	KEEP	X	1	Finnish
00274724-v	makan	DELETE	O	1	Finnish
08570758-n	lapangan	KEEP	Y	1	English
00715239-v	menemukan	KEEP	O	1	English
04732543-n	ciri	KEEP	O	1	Spanish
07622708-n	kue	KEEP	O	1	Polish
10476086-n	pesakitan	KEEP	None	1	Portuguese
00166025-r	lama	KEEP	O	1	English
80001271-n	sang	KEEP	None	None	None
02188317-a	20	KEEP	None	None	None
01664172-v	membagar	DELETE	O	1	Finnish
01062393-a	merdeka	KEEP	L	None	None
15247110-n	seketika	KEEP	O	1	English
00251064-v	berevolusi	KEEP	O	1	Thai
02169702-v	dengarkan	KEEP	None	1	Portuguese
05924920-n	siri	DELETE	O	1	English
02077656-v	meluwengkan	DELETE	O	2	Portuguese, Spanish
02571901-v	mendengarkan	KEEP	L	5	Spanish, Japanese, Greek, Finnish, English
07555184-n	berminat	KEEP	None	1	Greek
02872501-a	budaya	KEEP	O	None	None
10689878-n	bakat	KEEP	O	1	Finnish
90000019-n	citarasa melayu	KEEP	None	None	None
00988028-v	merupakan	KEEP	O	1	Slovene
01204294-n	dawai	DELETE	O	1	English
02547586-v	membantu	KEEP	Y	1	Finnish
01675190-a	luar biasa	KEEP	Y	1	Finnish
00705891-a	cantik	KEEP	O	1	Finnish
09834699-n	penari balet	KEEP	X	1	Portuguese
06512580-n	aplikasi	KEEP	O	1	Finnish
01157517-v	memakai	KEEP	None	1	English
02023107-v	bertemu	KEEP	Y	1	Arabic
02702508-v	senilai	KEEP	None	1	Finnish
05844105-n	gaya	KEEP	O	1	Greek
01099592-v	kalah	KEEP	Y	2	Portuguese, English
05930736-n	berbentuk	DELETE	O	1	Finnish
08400452-n	sejumlah	KEEP	Y	1	Finnish
02716767-v	temani	KEEP	X	1	English
11473954-n	sinar	KEEP	O	1	English
01733477-v	digelar	KEEP	None	1	English
00045607-r	di sebelah sana	DELETE	X	None	None
07709333-n	sayur-sayuran	KEEP	O	3	Slovene, Finnish, Arabic
01405044-v	memukul	KEEP	O	1	English
00324427-v	mendidih	KEEP	O	None	None
13794417-n	relevansi	KEEP	O	2	Greek, Japanese
10309896-n	saudagar	KEEP	Y	7	Spanish, Polish, Greek, Finnish, Portuguese, Mandarin Chinese, English
01214265-v	membutuhkan	DELETE	O	1	Portuguese
06206800-n	hormat	KEEP	O	1	Spanish
01104026-a	unik	KEEP	Y	None	None
00901060-a	dasar	KEEP	O	None	None
01410606-a	seperti	DELETE	O	1	English
00509432-r	lurus	KEEP	O	1	Finnish
02304982-v	kumpulkan	KEEP	X	1	Spanish
06947032-n	bahasa inggris	KEEP	None	1	English
05625465-n	imajinasi	KEEP	None	1	Thai
02327200-v	berikan	DELETE	Y	1	Finnish
06706317-n	menyebut	KEEP	O	1	English
07456188-n	kompetisi	KEEP	Y	2	Portuguese, Spanish
02603699-v	berdiri	DELETE	O	1	Finnish
02587532-v	mengaturkan	DELETE	Y	1	Finnish
00603298-v	melatih	KEEP	Y	1	Finnish
90000139-n	holland village	KEEP	None	None	None
01830599-a	berpengaruh	KEEP	O	None	None
02131072-a	seksi	KEEP	O	None	None
02460502-a	benar	KEEP	Y	1	Polish
90000161-n	singapore dance theatre	KEEP	None	None	None
08500433-n	angkasa lepas	DELETE	None	1	English
07747951-n	jeruk mandarin	KEEP	X	1	English
01984902-v	duduk	KEEP	O	1	Portuguese
07841345-n	kuning telur	KEEP	O	1	Portuguese
13948136-n	kedudukan	KEEP	O	1	Greek
13770169-n	sendok	KEEP	O	1	Portuguese
08977211-n	karachi	KEEP	None	None	None
01734502-v	ulang	KEEP	X	1	English
04152593-n	layar	KEEP	O	1	English
01256332-a	pedas	KEEP	Y	1	English
08873622-n	london	KEEP	None	None	None
01653873-v	buat	KEEP	L	1	Spanish
05869584-n	semuanya	KEEP	O	1	Spanish
00142191-v	berbentuk	KEEP	O	1	English
01291941-v	mendekatkan	KEEP	O	1	Finnish
01729566-a	tua	KEEP	O	None	None
02295998-a	piawai	DELETE	O	1	English
04628192-n	kehangatan	KEEP	O	1	English
01180351-v	hidangkan	KEEP	X	1	Finnish
00695209-a	berjaya	KEEP	O	None	None
01628531-a	menghina	KEEP	O	None	None
13863771-n	talian	DELETE	None	1	Japanese
08622950-n	lokasi	KEEP	O	2	Finnish, English
13137409-n	beri	DELETE	O	None	None
14514805-n	kekaisaran	KEEP	O	1	English
02506555-a	macam	KEEP	None	None	None
03748162-n	gerai	KEEP	None	None	None
02685951-v	memimpin	DELETE	O	1	Finnish
00586262-n	pos	KEEP	O	1	English
02648253-v	abadikan	KEEP	X	None	None
00649481-v	dijelajahi	KEEP	None	1	Finnish
10180178-n	pemegang	KEEP	O	None	None
02346895-v	mengadopsi	KEEP	None	1	Slovene
01505254-v	menarik perhatian	KEEP	None	1	English
01645601-v	membuatkan	DELETE	O	1	English
08295138-n	cis	KEEP	None	None	None
02024928-a	mewah	KEEP	O	None	None
00486990-a	selalu	KEEP	O	None	None
00243918-n	pematangan	KEEP	None	1	Portuguese
08682575-n	barat	KEEP	O	1	English
00203783-r	tidak terbatas	KEEP	X	None	None
80000334-n	zouk	KEEP	None	None	None
02649830-v	tinggal	KEEP	O	1	English
02407603-a	santai	KEEP	Y	3	Spanish, Finnish, English
02415390-a	kental	KEEP	Y	1	Finnish
80000596-a	tiociu	KEEP	None	None	None
00275290-a	temaram	KEEP	None	None	None
00701040-v	membentuk	KEEP	O	1	Finnish
01495725-a	maksimal	KEEP	Y	3	Polish, Finnish, English
04837425-n	laga	KEEP	Y	1	Spanish
07527352-n	kegembiraan	KEEP	Y	1	Spanish
07577657-n	makanan yang mengenyangkan	KEEP	X	None	None
03640660-n	jalan	KEEP	O	1	Portuguese
01197014-v	menggulingkan	DELETE	O	1	Slovene
04024396-n	tusukan	KEEP	None	3	Portuguese, Finnish, English
01478182-a	wanita	KEEP	O	None	None
01862697-a	saja	KEEP	O	None	None
03723267-n	marquetry	KEEP	None	None	None
00968211-v	membagi	KEEP	O	1	English
02635956-v	ke	DELETE	O	1	Finnish
00081836-n	belanja	KEEP	Y	3	Slovene, English, Japanese
05109511-n	pelengkap	KEEP	O	None	None
01982395-v	berantuk	DELETE	O	1	Finnish
05142641-n	guna	KEEP	None	3	Mandarin Chinese, Finnish, English
02664769-v	berimbang	DELETE	O	1	Finnish
01010862-a	pertama	KEEP	Y	1	Portuguese
09466280-n	alam	KEEP	Y	1	English
01462005-v	merampaikan	DELETE	O	2	Greek, English
01989873-v	tenggelam	KEEP	Y	2	Finnish, Japanese
06788785-n	resep	KEEP	Y	1	Portuguese
02004009-v	mengikuti	KEEP	O	1	Finnish
02414031-a	halus	KEEP	O	None	None
01539063-v	meresapi	KEEP	O	1	Finnish
10077593-n	pecinta	KEEP	X	1	Portuguese
01777210-v	menyukai	KEEP	O	1	English
02556126-v	mendukung	KEEP	O	2	Mandarin Chinese, English
01508719-a	agak	KEEP	O	1	Japanese
02687385-v	menuntun	DELETE	O	1	Finnish
09505418-n	dewa	KEEP	Y	1	Finnish
07849336-n	yogurt	KEEP	None	7	Polish, Japanese, Greek, Finnish, Thai, Portuguese, English
13742573-n	satu	KEEP	O	1	English
00843988-a	kenyal	KEEP	O	None	None
00825807-a	oriental	KEEP	None	None	None
00744916-a	sukar	KEEP	Y	1	Polish
14546227-n	bentuk	DELETE	O	2	Mandarin Chinese, Thai
02776631-n	tong heng oriental pastry	KEEP	None	None	None
00619119-a	bakar	KEEP	O	None	None
00355258-a	tetap	KEEP	O	None	None
02268133-a	baik	KEEP	None	None	None
01664172-v	membentuk	DELETE	O	1	Finnish
12136206-n	tebu	KEEP	O	2	Spanish, Polish
02355596-v	ada	DELETE	O	1	English
05774129-n	kesimpulan	KEEP	None	1	Greek
01020393-a	pas	KEEP	O	1	English
00182406-v	masukkan	KEEP	X	1	Slovene
08593924-n	tali	DELETE	O	1	Portuguese
05218119-n	mayat	KEEP	Y	7	Slovene, Spanish, Japanese, Greek, Thai, Portuguese, English
00150671-r	terlebih	KEEP	O	1	Japanese
02143283-v	menyingkap	KEEP	Y	1	Serbo-Croatian
01725051-v	bermain	KEEP	Y	1	Slovene
01197014-v	mengganyang	DELETE	O	1	Slovene
03640660-n	lorong	KEEP	O	1	Portuguese
00588797-a	puas	KEEP	Y	3	Slovene, Finnish, Polish
00028651-n	tempat	DELETE	O	1	Spanish
01326528-v	menghancurkan	DELETE	O	1	Finnish
02450256-v	mengikuti	KEEP	O	1	Slovene
08653314-n	udara	KEEP	O	1	English
02343595-v	korban	KEEP	O	1	Serbo-Croatian
08613593-n	kelihatannya	DELETE	O	None	None
01181741-v	menggerakkan	KEEP	O	1	English
00087736-v	mengarik	DELETE	O	1	English
80000101-n	teh	KEEP	None	None	None
07666733-n	daging domba	KEEP	X	None	None
00087736-v	mengerut	DELETE	O	1	English
01229826-a	mati-matian	KEEP	None	None	None
06891493-n	persembahan	KEEP	O	1	Finnish
02598143-v	kumpul	KEEP	O	3	Spanish, Finnish, English
90000207-n	wisma atria	KEEP	None	None	None
00948670-a	internal	KEEP	None	1	Finnish
01166093-v	bersikap	DELETE	O	2	Portuguese, Finnish
