synset	lemma	annotation	goodness label	confidence	language	prediction label
06799897-n	garis lurus	DELETE	X	1	Arabic	KEEP
01443097-a	sejenak	KEEP	O	None	None	KEEP
08982037-n	cebu	KEEP	None	2	Spanish, English	KEEP
03528263-n	peralatan	KEEP	None	None	None	KEEP
01611067-a	yang berbahaya	KEEP	X	1	Finnish	KEEP
90000172-n	au jardin	KEEP	None	None	None	KEEP
00784342-v	menanyakan	KEEP	O	1	Slovene	KEEP
02240668-a	tumbuk	KEEP	O	None	None	KEEP
00950592-a	ke dalam	DELETE	X	None	None	KEEP
10709131-n	pihak ketiga	KEEP	None	None	None	KEEP
01014251-a	antara	KEEP	O	3	Spanish, Polish, English	KEEP
01150559-v	ditujukan	KEEP	None	1	English	KEEP
00406243-v	siapkan	KEEP	None	1	Finnish	KEEP
07818029-n	biji adas	KEEP	X	1	Portuguese	KEEP
80000795-n	Kilometer persegi	KEEP	None	None	None	KEEP
08523483-n	jantung	KEEP	Y	1	English	KEEP
01427127-v	mengalami	DELETE	O	1	English	DELETE
00756076-v	membutuhkan	DELETE	O	1	Finnish	KEEP
07384473-n	geraman	KEEP	None	None	None	KEEP
00226071-v	encer	KEEP	Y	2	Spanish, English	KEEP
90000326-n	ayam goreng	KEEP	None	None	None	KEEP
02755017-v	menggeleng	DELETE	O	1	Mandarin Chinese	KEEP
06969129-n	bahasa sansekerta	KEEP	None	None	None	KEEP
08678515-n	padat	KEEP	O	None	None	KEEP
80001132-n	-ku	KEEP	None	None	None	KEEP
03149347-a	diselenggarakan	KEEP	X	None	None	KEEP
04728068-n	bermutu	KEEP	Y	1	Mandarin Chinese	KEEP
05061977-n	pelan	KEEP	None	4	Portuguese, Polish, Finnish, English	KEEP
00745499-v	memesan	KEEP	O	1	Portuguese	KEEP
02959007-a	portugis	KEEP	None	1	English	KEEP
00950272-a	bhg dlm	DELETE	X	1	English	KEEP
90000030-n	Festival Musik Mosaic	KEEP	None	None	None	KEEP
80000397-n	serangoon	KEEP	None	None	None	KEEP
00071840-r	dari	DELETE	O	1	English	KEEP
02717102-v	memiliki	DELETE	O	1	English	DELETE
02204363-a	18 ke	KEEP	None	None	None	KEEP
03294048-n	alat	KEEP	O	7	Slovene, Spanish, Japanese, Greek, Thai, Portuguese, English	KEEP
01279028-a	bersejarah	KEEP	O	None	None	KEEP
07644967-n	ayam	KEEP	O	1	English	KEEP
01103021-a	khas	KEEP	O	2	Greek, English	KEEP
08513718-n	harta	DELETE	O	1	Greek	KEEP
01193099-v	rakus	DELETE	O	1	Slovene	KEEP
07020895-n	musik	KEEP	O	1	Portuguese	KEEP
00582388-n	bidang	KEEP	O	1	Portuguese	KEEP
02130300-v	melihat	KEEP	O	1	Arabic	KEEP
00755447-v	memohon	KEEP	O	1	Finnish	KEEP
02208537-v	meluwengkan	DELETE	O	2	Finnish, Japanese	KEEP
01768724-a	sendiri	KEEP	L	None	None	KEEP
07870167-n	lasagna	KEEP	None	None	None	KEEP
02187296-a	sepuluh	KEEP	O	None	None	KEEP
03023449-a	paris	KEEP	None	None	None	KEEP
03860882-n	hasil	KEEP	O	2	Portuguese, Greek	KEEP
02702508-v	nampak	DELETE	O	1	Finnish	KEEP
07436100-n	semburan	KEEP	O	1	English	KEEP
05915356-n	yang	KEEP	M	None	None	KEEP
13713003-n	tali	DELETE	O	1	Japanese	KEEP
00068577-r	beserta	KEEP	O	None	None	KEEP
07555863-n	makanan yang keras	DELETE	X	1	Spanish	KEEP
01564144-v	binasa	DELETE	O	2	Greek, Finnish	KEEP
00770437-v	menyayukan	DELETE	O	1	English	DELETE
01582200-v	selimuti	KEEP	L	1	English	KEEP
05715283-n	rasa	KEEP	O	7	Spanish, Polish, Japanese, Greek, Thai, Portuguese, English	KEEP
00770437-v	mendapati	DELETE	O	1	English	DELETE
05901508-n	kebijakan	KEEP	None	4	Portuguese, Finnish, Polish, Slovene	KEEP
00310716-a	teliti	KEEP	O	None	None	KEEP
02110220-v	mengalami	KEEP	O	1	Japanese	KEEP
02203868-a	ke 14	KEEP	None	None	None	KEEP
01285136-a	megah	KEEP	O	None	None	KEEP
02208537-v	membutuhkan	DELETE	O	2	Finnish, Japanese	KEEP
00734318-a	musnah	KEEP	O	None	None	KEEP
00475183-v	menyehatkan	KEEP	O	None	None	KEEP
09769345-n	yang dialamatkan	KEEP	X	1	Finnish	KEEP
00081836-n	shopping	KEEP	X	3	Slovene, English, Japanese	KEEP
07573696-n	jalanan	KEEP	None	1	Spanish	KEEP
06466479-n	mantra-mantra	KEEP	None	None	None	KEEP
00749230-a	mudah	KEEP	Y	3	Portuguese, Greek, English	KEEP
14514039-n	arena	KEEP	O	1	English	KEEP
02964782-a	chinese	KEEP	None	1	English	KEEP
14519366-n	beriklim	KEEP	None	7	Slovene, Polish, Japanese, Greek, Finnish, Portuguese, English	KEEP
80001931-x	enggak	KEEP	None	None	None	KEEP
80000650-n	kerala	KEEP	None	None	None	KEEP
02263692-v	memberi	KEEP	O	1	Finnish	KEEP
00515684-n	ekstravaganza	KEEP	None	None	None	KEEP
00700451-a	tentu	KEEP	Y	1	Japanese	KEEP
07026352-n	opera	KEEP	Y	None	None	KEEP
03880531-n	wajan	KEEP	Y	1	Japanese	KEEP
09805475-n	arsitektur	KEEP	None	1	Spanish	KEEP
07971582-n	dinasti	KEEP	O	5	Spanish, Finnish, Thai, Portuguese, English	KEEP
02701210-v	memuat	DELETE	O	1	Slovene	KEEP
08430568-n	nirai	DELETE	None	1	Spanish	KEEP
05839024-n	kelas	DELETE	O	1	Spanish	KEEP
00551215-n	program	KEEP	Y	2	Finnish, English	KEEP
90000078-n	Penggunaan Data Statistik	KEEP	None	None	None	KEEP
04981139-n	bunyi	KEEP	O	1	English	KEEP
02109190-v	menderita	KEEP	O	2	Finnish, English	KEEP
09328904-n	jurong	KEEP	None	2	Portuguese, Spanish	KEEP
00017445-r	saja	KEEP	None	2	Finnish, English	KEEP
03113152-n	kosmetik	KEEP	O	None	None	KEEP
00200777-r	ditunggu-tunggu	KEEP	None	None	None	KEEP
02898711-n	17 lengkungan	KEEP	None	1	Portuguese	KEEP
06939656-n	bali	KEEP	None	None	None	KEEP
13763384-n	yang terendah	KEEP	X	1	Spanish	KEEP
00264366-n	diri	KEEP	None	None	None	KEEP
02050132-v	lewati	KEEP	X	1	English	DELETE
01140290-a	lentur	KEEP	O	None	None	KEEP
00022131-r	seperti	KEEP	O	1	English	KEEP
10694258-n	guru	KEEP	Y	7	Spanish, Japanese, Greek, Finnish, Thai, Portuguese, English	KEEP
02717102-v	membebani	DELETE	O	1	English	DELETE
02208265-v	dapat	DELETE	O	1	English	DELETE
00324878-a	bertanggung jawab	KEEP	O	None	None	KEEP
07374756-n	gabungan	KEEP	O	2	Mandarin Chinese, English	KEEP
05715864-n	bercitarasa	KEEP	None	1	English	KEEP
01028294-v	sebut	KEEP	None	1	Finnish	KEEP
01180351-v	dihidangkannya	KEEP	X	1	Finnish	KEEP
05581693-n	kuku	KEEP	Y	1	Finnish	KEEP
10627082-n	nyawa	KEEP	O	4	Portuguese, Greek, Finnish, English	KEEP
00135455-a	cocok	KEEP	O	None	None	KEEP
08641113-n	sekeliling	DELETE	Y	1	Portuguese	KEEP
00923793-v	menampilkan	KEEP	O	1	English	DELETE
02767433-n	sandaran	KEEP	O	1	English	KEEP
02972194-a	indonesia	KEEP	None	4	Portuguese, Polish, Finnish, English	KEEP
90000194-n	east coast road	KEEP	None	None	None	KEEP
03295140-n	bangunan	KEEP	O	1	English	KEEP
00301589-a	terhitung	KEEP	L	None	None	KEEP
13374281-n	kredit	KEEP	Y	None	None	KEEP
02209936-v	memasukkan	DELETE	O	1	Finnish	KEEP
08489497-n	tempat ini	KEEP	X	4	Portuguese, English, Thai, Japanese	KEEP
02530167-v	menjajal	KEEP	O	2	Portuguese, Spanish	KEEP
07814203-n	kayu manis	KEEP	L	1	English	KEEP
02648502-v	berlaku	KEEP	O	1	Slovene	KEEP
00342443-v	jatuh	KEEP	L	1	English	KEEP
07721456-n	cabe	KEEP	X	4	Greek, Finnish, English, Thai	KEEP
01728919-a	silam	KEEP	O	None	None	KEEP
09359803-n	gunungan	KEEP	None	1	English	KEEP
01906320-a	olahan	KEEP	None	None	None	KEEP
01380122-v	propaganda	DELETE	O	1	English	DELETE
00819274-n	konservasi	KEEP	Y	4	Portuguese, Polish, English, Spanish	KEEP
90000186-n	robertson quay	KEEP	None	None	None	KEEP
01026897-n	upacara	KEEP	O	1	Spanish	KEEP
90000006-n	ayam buah keluak	KEEP	None	None	None	KEEP
02402825-v	disingkir	DELETE	X	1	Spanish	KEEP
01460457-n	telur	KEEP	O	1	English	KEEP
00219809-a	cantik	KEEP	O	None	None	KEEP
15165289-n	pagi	KEEP	Y	1	Spanish	KEEP
00294245-v	memekar	DELETE	None	None	None	KEEP
04743370-n	perpaduan	KEEP	O	2	Portuguese, Spanish	KEEP
01896031-n	bulu	KEEP	Y	1	English	KEEP
05035353-n	tenaga	KEEP	O	1	Greek	KEEP
02187161-a	hole	KEEP	None	None	None	KEEP
05176188-n	akses	KEEP	Y	1	Spanish	KEEP
03027793-a	victoria	KEEP	None	None	None	KEEP
02385102-a	segelas	KEEP	None	1	Spanish	KEEP
08766988-n	jerman	KEEP	X	2	Portuguese, Polish	KEEP
01010025-a	penutup	KEEP	L	1	Finnish	KEEP
01849746-v	menjelang	KEEP	O	1	Mandarin Chinese	KEEP
02701210-v	muat	DELETE	O	1	Slovene	KEEP
90000088-n	selama deepavali	KEEP	None	None	None	KEEP
09179264-n	sebab	KEEP	O	1	Finnish	KEEP
13768850-n	sepiring	KEEP	X	1	Spanish	KEEP
01645601-v	menjadikan	KEEP	O	1	English	DELETE
01040410-a	terlupakan	KEEP	None	None	None	KEEP
06256229-n	daun	DELETE	O	1	Spanish	KEEP
05058140-n	kecepatan	KEEP	O	1	English	KEEP
02719399-v	cenderung	KEEP	O	1	Slovene	KEEP
09466280-n	alam semesta	KEEP	Y	1	English	KEEP
05641556-n	koordinasi	KEEP	O	None	None	KEEP
10632576-n	spesialis	KEEP	O	1	Greek	KEEP
01514655-v	luncurkan	KEEP	X	1	English	DELETE
08674970-n	sebidang tanah	DELETE	X	1	Polish	KEEP
04216634-n	ayakan	KEEP	O	1	Finnish	KEEP
02614181-v	nampak	DELETE	O	1	Finnish	KEEP
02701210-v	mengandung	DELETE	O	1	Slovene	KEEP
02647918-v	membahana	KEEP	O	None	None	KEEP
90000137-n	hajjah fatimah mosque	KEEP	None	None	None	KEEP
04727214-n	suasana	KEEP	O	1	English	KEEP
00737246-a	terpelihara	KEEP	Y	None	None	KEEP
00457998-v	mengental	KEEP	O	None	None	KEEP
01357342-a	seru	KEEP	None	None	None	KEEP
10378780-n	operator	KEEP	O	None	None	KEEP
07309781-n	gerak	KEEP	M	7	Slovene, Spanish, Japanese, Greek, Finnish, Portuguese, English	KEEP
02150948-v	lihat	KEEP	O	1	English	DELETE
00522751-v	berlaku	DELETE	O	1	English	DELETE
01927654-a	bangsa	KEEP	Y	None	None	KEEP
04697442-n	kesederhanaan	KEEP	L	1	Finnish	KEEP
00487018-r	bawah tanah	KEEP	None	None	None	KEEP
02560585-v	membikin	DELETE	O	1	English	DELETE
05924920-n	baku	DELETE	O	1	English	KEEP
90000040-n	hajjah fatimah	KEEP	None	None	None	KEEP
03093076-a	olimpiade	KEEP	O	None	None	KEEP
07669788-n	babi panggang	KEEP	X	None	None	KEEP
01621555-v	buat	KEEP	X	1	Finnish	KEEP
04508949-n	pakaian dalam	KEEP	O	1	Japanese	KEEP
08372411-n	suku bangsa	KEEP	L	1	Greek	KEEP
06372680-n	mitos	KEEP	Y	1	Arabic	KEEP
00001740-n	kewujudan	DELETE	O	1	Finnish	KEEP
00184229-a	diberikan	KEEP	X	None	None	KEEP
00498610-r	di atas	KEEP	None	None	None	KEEP
00487525-a	standard	DELETE	None	None	None	KEEP
03001627-n	kursi	KEEP	O	1	Portuguese	KEEP
02629535-v	digabung	KEEP	None	1	Slovene	KEEP
01930512-a	siap	KEEP	O	1	Thai	KEEP
01326528-v	memusnahkan	DELETE	O	1	Finnish	KEEP
02614181-v	bermukim	DELETE	O	1	Finnish	KEEP
02604760-v	bersifat	KEEP	None	1	Finnish	KEEP
02717102-v	membawa pergi	DELETE	X	1	English	DELETE
14429484-n	juara	KEEP	None	1	Spanish	KEEP
03938244-n	bantal	KEEP	Y	2	Spanish, Finnish	KEEP
02416278-v	bekerja sama	KEEP	O	3	Portuguese, English, Slovene	KEEP
00336831-a	pasti	KEEP	Y	1	Finnish	KEEP
90000320-n	wewangian	KEEP	None	None	None	KEEP
00317008-a	ukir	KEEP	L	None	None	KEEP
02109190-v	dialami	KEEP	None	2	Finnish, English	KEEP
11418460-n	keberuntungan	KEEP	O	1	Japanese	KEEP
03154786-a	melewati	KEEP	None	None	None	KEEP
00846509-v	mencemarkan	KEEP	O	1	Slovene	KEEP
00046299-r	super	KEEP	L	1	English	KEEP
01462005-v	merampai	DELETE	O	2	Greek, English	KEEP
01183573-v	memenuhi	KEEP	O	1	English	DELETE
00118032-r	maka	KEEP	O	1	Portuguese	KEEP
01728919-s	yang silam	KEEP	None	None	None	KEEP
07711371-n	kentang rebus	KEEP	X	None	None	KEEP
06256229-n	kelopak bunga	DELETE	O	1	Spanish	KEEP
12435777-n	daun bawang china	KEEP	None	None	None	KEEP
09189411-n	afrika	KEEP	None	None	None	KEEP
01211019-n	dukungan	KEEP	O	1	Finnish	KEEP
03073977-n	pilar	KEEP	X	5	Slovene, Finnish, Thai, Mandarin Chinese, English	KEEP
00585810-n	menteri	KEEP	O	2	Spanish, English	KEEP
15183802-n	hari besar	KEEP	None	None	None	KEEP
02697725-v	orang	DELETE	O	1	Finnish	KEEP
01072262-v	memperebutkan	KEEP	Y	1	Japanese	KEEP
01640855-v	diterapkan	KEEP	None	1	Finnish	KEEP
11410625-n	akibat	KEEP	Y	1	Portuguese	KEEP
10346392-n	alami	KEEP	O	1	English	KEEP
07698915-n	pasta	KEEP	O	1	Portuguese	KEEP
01428578-v	membentuk watak	DELETE	X	1	Slovene	KEEP
01011973-a	permulaan	KEEP	O	None	None	KEEP
04900357-n	budi	KEEP	O	1	English	KEEP
02236624-v	mengakui	DELETE	O	1	Finnish	KEEP
00953127-a	dalam bangunan	DELETE	X	None	None	KEEP
14006945-n	aksi	KEEP	O	1	English	KEEP
13954253-n	adanya	KEEP	O	1	Mandarin Chinese	KEEP
03671668-n	garisan	DELETE	None	2	Polish, English	KEEP
02685951-v	membuyarkan	DELETE	O	1	Finnish	KEEP
00311687-n	ziarah	KEEP	O	5	Slovene, Polish, Greek, Portuguese, English	KEEP
07328756-n	produsen	KEEP	L	1	Finnish	KEEP
01156568-v	bertemu	KEEP	O	1	Finnish	KEEP
02018049-v	naik	KEEP	Y	2	Finnish, Thai	KEEP
02126430-a	letak	KEEP	None	None	None	KEEP
08647616-n	tempat	DELETE	Y	1	Spanish	KEEP
02964782-a	china	KEEP	None	1	English	KEEP
00482673-a	setimpal	KEEP	O	None	None	KEEP
00610592-n	sastra	KEEP	None	1	English	KEEP
15142167-n	dari awal	KEEP	X	1	English	KEEP
00652900-v	banding	KEEP	Y	1	Arabic	KEEP
02075857-v	membawa	DELETE	O	1	Slovene	KEEP
03679986-n	beban	KEEP	Y	1	Spanish	KEEP
02629535-v	berisikan	KEEP	None	1	Slovene	KEEP
08664443-n	tempat-tempat	DELETE	X	1	Portuguese	KEEP
03074922-a	suku	KEEP	O	None	None	KEEP
00724150-v	mengkhususkan	KEEP	O	2	Slovene, Finnish	KEEP
00464894-n	golf	KEEP	Y	None	None	KEEP
00799076-v	mencabut	DELETE	O	2	Finnish, English	KEEP
01394922-a	lebih kecil	KEEP	X	None	None	KEEP
02302187-a	teratur	KEEP	O	None	None	KEEP
00487525-a	baku	KEEP	O	None	None	KEEP
00043003-r	maka	KEEP	L	2	Portuguese, Slovene	KEEP
02553234-a	kering	KEEP	O	None	None	KEEP
03255648-n	orang-orang	DELETE	None	1	Slovene	KEEP
08619795-n	medan	DELETE	O	2	Portuguese, Spanish	KEEP
00394813-v	berkarau	DELETE	Y	1	Finnish	KEEP
01777210-v	seperti	DELETE	O	1	English	DELETE
02267686-a	apapun	KEEP	X	None	None	KEEP
02020590-v	mengenai	DELETE	O	2	Spanish, Finnish	KEEP
01182709-v	menyerahkan	DELETE	O	1	English	DELETE
01180351-v	menyajikan makanan	KEEP	X	1	Finnish	KEEP
02193765-v	melainkan	KEEP	O	1	Finnish	KEEP
04677514-n	rupa	KEEP	L	1	Japanese	KEEP
90000312-n	sambal	KEEP	None	None	None	KEEP
00005526-v	gelagapan	KEEP	None	1	English	KEEP
01180351-v	dsajikan	KEEP	None	1	Finnish	KEEP
01209576-n	service	KEEP	X	2	Portuguese, Spanish	KEEP
07747607-n	limau	KEEP	Y	3	Portuguese, English, Thai	KEEP
07806221-n	salad	KEEP	None	1	Slovene	KEEP
01564144-v	mengubrak-abrik	DELETE	O	2	Greek, Finnish	KEEP
00875141-v	menyarankan	KEEP	O	2	Spanish, Finnish	KEEP
07942152-n	orang	KEEP	Y	1	Portuguese	KEEP
02685951-v	mengoperkan	DELETE	O	1	Finnish	KEEP
02210855-v	mengambilkan	DELETE	Y	1	English	KEEP
02236124-v	membeli	DELETE	O	1	English	DELETE
02093888-a	selamat	KEEP	O	1	English	KEEP
08374049-n	koloni	KEEP	Y	1	Japanese	KEEP
07724943-n	biji	DELETE	O	1	English	KEEP
00402855-a	terang	KEEP	O	None	None	KEEP
01673946-a	biasa	KEEP	O	None	None	KEEP
02203362-v	temui	KEEP	None	1	English	KEEP
08641113-n	tempat	DELETE	O	1	Portuguese	KEEP
00127815-a	berikut	KEEP	L	None	None	KEEP
00017782-a	bisa diterima	KEEP	None	None	None	KEEP
15224486-n	masa	KEEP	O	1	English	KEEP
00024356-r	nggak	KEEP	None	1	Finnish	KEEP
13661273-n	$	KEEP	None	1	Thai	KEEP
04959230-n	warna	KEEP	O	2	Portuguese, English	KEEP
02062212-v	terlontar	KEEP	None	1	Finnish	KEEP
00643250-a	kreatif	KEEP	O	1	Portuguese	KEEP
00661824-v	simaklah	KEEP	None	2	English, Serbo-Croatian	KEEP
03704210-n	majalah	KEEP	Y	4	Portuguese, Greek, English, Japanese	KEEP
01326528-v	melenyapkan	DELETE	O	1	Finnish	KEEP
00916464-n	pertanian	KEEP	Y	1	Portuguese	KEEP
09451517-n	permukaan	KEEP	O	1	Polish	KEEP
02593107-v	bekerja	KEEP	O	1	Finnish	KEEP
02600490-v	menggunakan	KEEP	O	1	English	DELETE
00849357-a	anggun	KEEP	Y	1	Finnish	KEEP
05902327-n	rencana	KEEP	O	2	Finnish, Japanese	KEEP
01052428-a	wangi	KEEP	O	None	None	KEEP
07071942-n	musik	KEEP	None	2	Finnish, Arabic	KEEP
06277992-n	video	KEEP	L	1	Finnish	KEEP
00238022-n	sst	DELETE	X	3	Portuguese, Spanish, English	KEEP
00239908-r	tiap	KEEP	O	1	Arabic	KEEP
02669081-v	di luar	DELETE	None	1	English	KEEP
00320852-n	pembukaan	DELETE	O	2	Portuguese, English	KEEP
01100830-v	makan	DELETE	O	1	Finnish	KEEP
07993279-n	fauna	KEEP	O	3	Greek, English, Japanese	KEEP
13933841-n	kerumunan	KEEP	O	None	None	KEEP
08909107-n	sulawesi	KEEP	X	None	None	KEEP
00087736-v	memasukkan	DELETE	O	1	English	DELETE
00262249-n	dekorasi	KEEP	O	None	None	KEEP
07006119-n	teater	KEEP	Y	1	Portuguese	KEEP
01503061-n	burung	KEEP	Y	2	Portuguese, Spanish	KEEP
00972642-a	mutakhir	KEEP	O	None	None	KEEP
01182709-v	makanan	DELETE	O	1	English	DELETE
00375969-a	hijau	KEEP	O	None	None	KEEP
00973677-a	trendi	KEEP	Y	None	None	KEEP
00965606-a	terkenal	DELETE	O	1	English	KEEP
01168468-v	menyantap	KEEP	Y	1	English	KEEP
08435388-n	sistem	KEEP	Y	3	Portuguese, Spanish, Polish	KEEP
09217230-n	pesisir	KEEP	O	1	Portuguese	KEEP
09816771-n	kolega	KEEP	O	1	Japanese	KEEP
01375831-a	masyhur	KEEP	O	None	None	KEEP
01778212-a	fisik	KEEP	None	1	English	KEEP
00973192-a	bergaya	KEEP	None	None	None	KEEP
10990963-n	garibaldi	KEEP	None	None	None	KEEP
08236438-n	konsortium	KEEP	O	2	Polish, English	KEEP
00049220-r	sekarang	KEEP	O	None	None	KEEP
08672738-n	perkampungan	KEEP	O	1	Portuguese	KEEP
02214736-a	tunggal	KEEP	L	None	None	KEEP
00120796-v	biar	DELETE	O	1	English	DELETE
00721437-v	temukan	KEEP	X	1	English	DELETE
00959827-v	berarti	KEEP	None	1	Finnish	KEEP
08588152-n	bhg dlm	DELETE	X	None	None	KEEP
01167981-v	dining	KEEP	None	None	None	KEEP
07985948-n	ruang	KEEP	O	None	None	KEEP
04606014-n	kalungan bunga	KEEP	X	None	None	KEEP
02727462-v	tinggal	KEEP	O	1	Finnish	KEEP
90000325-n	terasi	KEEP	None	None	None	KEEP
05718935-n	musik	KEEP	O	1	Portuguese	KEEP
07713895-n	kubis	KEEP	O	1	Polish	KEEP
15164957-n	hari	KEEP	O	5	Slovene, Spanish, Polish, Portuguese, Serbo-Croatian	KEEP
80000457-n	flash mob	KEEP	None	None	None	KEEP
02163746-v	lihat	KEEP	None	1	Arabic	KEEP
00173764-a	tata	KEEP	None	None	None	KEEP
01692222-a	luar	KEEP	Y	2	Spanish, Finnish	KEEP
05761559-n	kenangan	KEEP	O	1	Portuguese	KEEP
15245829-n	masa	KEEP	Y	1	Thai	KEEP
00667822-a	sedang	KEEP	O	None	None	KEEP
00230746-v	berkembang	KEEP	O	1	Japanese	KEEP
04507155-n	payung	KEEP	Y	8	Slovene, Spanish, Japanese, Greek, Finnish, Thai, Portuguese, English	KEEP
14038993-n	keinginan	KEEP	O	1	Mandarin Chinese	KEEP
00029367-r	dan	KEEP	None	1	Portuguese	KEEP
01410606-a	seiras	DELETE	Y	1	English	KEEP
04677514-n	raut muka	KEEP	None	1	Japanese	KEEP
00046299-r	sangat	KEEP	O	1	English	KEEP
04096066-n	erskine road	KEEP	None	1	Polish	KEEP
02632940-v	meliputi	KEEP	O	1	Slovene	KEEP
02958392-a	prancis	KEEP	None	2	Polish, English	KEEP
03076663-a	jawa	KEEP	None	1	English	KEEP
00524682-v	menganut	DELETE	O	1	Finnish	KEEP
05129565-n	perpisahan	DELETE	O	1	Arabic	KEEP
01555133-a	terlebih	KEEP	None	None	None	KEEP
07781319-n	mackerel	KEEP	None	4	Portuguese, Finnish, English, Slovene	KEEP
07722485-n	daun bawang	KEEP	X	1	Portuguese	KEEP
02899112-a	yang sesungguhnya	KEEP	X	None	None	KEEP
00689344-v	pandang	KEEP	Y	1	Arabic	KEEP
00559530-a	ayam kampung	KEEP	None	None	None	KEEP
00026385-v	santai	KEEP	None	1	English	KEEP
02627934-v	meminta	DELETE	O	1	English	DELETE
03003344-a	inggeris	KEEP	None	1	Finnish	KEEP
06619065-n	pertunjukan	KEEP	Y	1	English	KEEP
01085661-a	berisi	KEEP	O	None	None	KEEP
05269901-n	tulang	KEEP	Y	1	English	KEEP
01617192-v	ciptakanlah	KEEP	None	1	Finnish	KEEP
05752296-n	power	KEEP	None	None	None	KEEP
90000142-n	ketika anda	KEEP	None	None	None	KEEP
08303275-n	federasi	KEEP	X	6	Spanish, Polish, Finnish, Thai, Portuguese, English	KEEP
02416278-v	berdampingan	KEEP	Y	3	Portuguese, English, Slovene	KEEP
14524661-n	suasana	KEEP	O	3	Portuguese, English, Slovene	KEEP
00036254-a	buka	KEEP	L	None	None	KEEP
00154270-a	jengah	KEEP	None	None	None	KEEP
12432808-n	bawang	KEEP	O	None	None	KEEP
02269635-a	tiap	KEEP	L	None	None	KEEP
02467662-v	terbagi	KEEP	None	1	Spanish	KEEP
03642806-n	laptop	KEEP	O	None	None	KEEP
12125890-n	nasi	DELETE	O	1	English	KEEP
00141806-n	pemeriksaan	KEEP	O	1	English	KEEP
01861910-a	terbuka	KEEP	O	None	None	KEEP
00300247-r	mungkin	KEEP	O	1	Thai	KEEP
00099712-r	lebih	KEEP	O	1	Portuguese	KEEP
08594286-n	dawai	DELETE	O	1	Arabic	KEEP
90000117-n	true blue cuisine	KEEP	None	None	None	KEEP
01619725-v	diperbarui	KEEP	None	None	None	KEEP
02443849-v	dioperasikan	KEEP	X	1	Finnish	KEEP
00274724-v	makan	DELETE	O	1	Finnish	KEEP
08570758-n	lapangan	KEEP	Y	1	English	KEEP
00715239-v	menemukan	KEEP	O	1	English	DELETE
04732543-n	ciri	KEEP	O	1	Spanish	KEEP
07622708-n	kue	KEEP	O	1	Polish	KEEP
10476086-n	pesakitan	KEEP	None	1	Portuguese	KEEP
00166025-r	lama	KEEP	O	1	English	KEEP
80001271-n	sang	KEEP	None	None	None	KEEP
02188317-a	20	KEEP	None	None	None	KEEP
01664172-v	membagar	DELETE	O	1	Finnish	KEEP
01062393-a	merdeka	KEEP	L	None	None	KEEP
15247110-n	seketika	KEEP	O	1	English	KEEP
00251064-v	berevolusi	KEEP	O	1	Thai	KEEP
02169702-v	dengarkan	KEEP	None	1	Portuguese	KEEP
05924920-n	siri	DELETE	O	1	English	KEEP
02077656-v	meluwengkan	DELETE	O	2	Portuguese, Spanish	KEEP
02571901-v	mendengarkan	KEEP	L	5	Spanish, Japanese, Greek, Finnish, English	KEEP
07555184-n	berminat	KEEP	None	1	Greek	KEEP
02872501-a	budaya	KEEP	O	None	None	KEEP
10689878-n	bakat	KEEP	O	1	Finnish	KEEP
90000019-n	citarasa melayu	KEEP	None	None	None	KEEP
00988028-v	merupakan	KEEP	O	1	Slovene	KEEP
01204294-n	dawai	DELETE	O	1	English	KEEP
02547586-v	membantu	KEEP	Y	1	Finnish	KEEP
01675190-a	luar biasa	KEEP	Y	1	Finnish	KEEP
00705891-a	cantik	KEEP	O	1	Finnish	KEEP
09834699-n	penari balet	KEEP	X	1	Portuguese	KEEP
06512580-n	aplikasi	KEEP	O	1	Finnish	KEEP
01157517-v	memakai	KEEP	None	1	English	KEEP
02023107-v	bertemu	KEEP	Y	1	Arabic	KEEP
02702508-v	senilai	KEEP	None	1	Finnish	KEEP
05844105-n	gaya	KEEP	O	1	Greek	KEEP
01099592-v	kalah	KEEP	Y	2	Portuguese, English	KEEP
05930736-n	berbentuk	DELETE	O	1	Finnish	KEEP
08400452-n	sejumlah	KEEP	Y	1	Finnish	KEEP
02716767-v	temani	KEEP	X	1	English	DELETE
11473954-n	sinar	KEEP	O	1	English	KEEP
01733477-v	digelar	KEEP	None	1	English	KEEP
00045607-r	di sebelah sana	DELETE	X	None	None	KEEP
07709333-n	sayur-sayuran	KEEP	O	3	Slovene, Finnish, Arabic	KEEP
01405044-v	memukul	KEEP	O	1	English	DELETE
00324427-v	mendidih	KEEP	O	None	None	KEEP
13794417-n	relevansi	KEEP	O	2	Greek, Japanese	KEEP
10309896-n	saudagar	KEEP	Y	7	Spanish, Polish, Greek, Finnish, Portuguese, Mandarin Chinese, English	KEEP
01214265-v	membutuhkan	DELETE	O	1	Portuguese	KEEP
06206800-n	hormat	KEEP	O	1	Spanish	KEEP
01104026-a	unik	KEEP	Y	None	None	KEEP
00901060-a	dasar	KEEP	O	None	None	KEEP
01410606-a	seperti	DELETE	O	1	English	KEEP
00509432-r	lurus	KEEP	O	1	Finnish	KEEP
02304982-v	kumpulkan	KEEP	X	1	Spanish	KEEP
06947032-n	bahasa inggris	KEEP	None	1	English	KEEP
05625465-n	imajinasi	KEEP	None	1	Thai	KEEP
02327200-v	berikan	DELETE	Y	1	Finnish	KEEP
06706317-n	menyebut	KEEP	O	1	English	KEEP
