synset	lemma	annotation
00598954-v	temukan	KEEP
01033996-a	pribumi	KEEP
01928114-a	ras	KEEP
09014586-n	moldova	KEEP
01643620-a	tua	KEEP
00639842-a	hormat	KEEP
05790944-n	pilihan	KEEP
00624476-v	menafsirkan	KEEP
01729566-a	bekas	KEEP
04527648-n	beranda	KEEP
02020590-v	menimpa	DELETE
00987071-v	lukiskan	KEEP
08579780-n	lapangan golf	KEEP
01172701-v	makan	DELETE
03091374-n	antar	KEEP
02771485-a	mulut	KEEP
07821919-n	kunyit	KEEP
02635956-v	memandu	DELETE
00756638-a	susu	KEEP
15167027-n	malam hari	KEEP
07753275-n	nanas	KEEP
02378453-v	mempunyai	KEEP
00140403-r	alami	KEEP
08679972-n	arah	KEEP
03519981-n	jalan utama	KEEP
00061203-r	sehabis	KEEP
03725035-n	topeng	KEEP
02701210-v	meluwengkan	DELETE
06045562-n	kedokteran	KEEP
07139873-n	ungkapan	KEEP
00217728-a	bagus	KEEP
06261586-n	media	KEEP
01332730-v	selimuti	KEEP
01525116-a	tidak bergerak	KEEP
10432532-n	peziarah	KEEP
00766234-n	kriminalitas	KEEP
03417345-n	kebun	KEEP
15264607-n	mulai	KEEP
00519739-n	sirkus	KEEP
10627082-n	roh	KEEP
00596644-v	merasakan	KEEP
02568672-v	lakukan	KEEP
13386465-n	pembayaran tunai	KEEP
00124353-a	laut	KEEP
00047534-r	pula	KEEP
08556491-n	kawasan	KEEP
07412478-n	kilat	KEEP
03837422-n	dayung	KEEP
07666733-n	daging kambing	KEEP
00007846-n	orang perseorangan	DELETE
07458453-n	acara	KEEP
01894649-v	menari	KEEP
08616311-n	rute	KEEP
00010435-v	melakukan	KEEP
04296562-n	pentas	KEEP
03670208-n	limousine	KEEP
10595164-n	saudara	KEEP
15245990-n	bersantap	KEEP
10720453-n	pedagang	KEEP
08860123-n	inggris	KEEP
01375174-a	bernama	KEEP
04751305-n	keanekaragaman	KEEP
13961642-n	kehidupan	KEEP
07650903-n	cincang	KEEP
00110533-r	kiri	DELETE
02636516-v	mempunyai	KEEP
08248157-n	orkestra	KEEP
00875141-v	rekomendasikan	KEEP
02096167-v	makan	DELETE
01204294-n	talian	DELETE
02100566-a	tinggi	KEEP
07679356-n	roti	KEEP
00293760-v	berkembang	KEEP
01041498-n	sumbangan	KEEP
01214265-v	makan	DELETE
02351737-v	cagar	KEEP
00866702-v	disucikan	KEEP
03236735-n	gaun	KEEP
07320302-n	kelahiran	KEEP
06891493-n	pertunjukan	KEEP
02007417-v	mengakses	KEEP
00429949-n	kegembiraan	KEEP
01068104-a	renyah	KEEP
08724726-n	beijing	KEEP
00172710-n	jalan	KEEP
07863935-n	ayam dengan bawang	KEEP
03051540-n	busana	KEEP
03089624-n	confectionary	KEEP
02284951-v	diuangkan	KEEP
00940412-n	penemuan	KEEP
77000023-n	kau-	KEEP
01409581-a	serua	DELETE
00734054-v	membutuhkan	DELETE
00079107-r	pasti	KEEP
08594286-n	tali	DELETE
00766457-a	tidak langsung	KEEP
01820302-v	nikmatilah	KEEP
04746842-n	banding	KEEP
03117939-n	kembar	KEEP
01427127-v	membutuhkan	DELETE
02194286-v	cicipi	KEEP
04925756-n	lama	KEEP
11414411-n	pengaruhi	KEEP
80000302-n	izakaya	KEEP
01233156-n	mengunjungi	KEEP
01428578-v	dapat	DELETE
01315613-v	mencari	KEEP
01452593-a	keras	KEEP
01156834-v	berhasil	DELETE
80000853-n	Asia-Pasifik	KEEP
04970916-n	merah muda	KEEP
01172701-v	minum	DELETE
80001644-n	nama umum	KEEP
01083373-v	melalap	DELETE
08633957-n	pelabuhan	KEEP
01806106-a	jengkel	KEEP
08050678-n	pemerintah	KEEP
00338641-n	pembukaan	KEEP
03670849-n	deretan	DELETE
00063014-n	mencatat	KEEP
02150948-v	tontonan	KEEP
01664172-v	menjadikan	DELETE
15169248-n	matahari terbenam	KEEP
02129604-n	pak belang	DELETE
00679389-v	pilihlah	KEEP
00163441-v	direnovasi	KEEP
00173338-v	meluwengkan	DELETE
90000166-n	teater ekamatra	KEEP
07164546-n	tawaran	KEEP
02333689-v	melawakkan	DELETE
01064806-a	terikat	KEEP
00799076-v	makan	DELETE
02716165-v	lengkapi	KEEP
13940311-n	jenjang	KEEP
01027174-v	membubuh	DELETE
05121418-n	sejumlah	KEEP
01586342-a	nyaman	KEEP
02636516-v	bawa	KEEP
00607780-v	mengingat	KEEP
00118523-v	bersambung	KEEP
13270038-n	sumbang	KEEP
02526085-v	dapat	DELETE
00145713-r	cukup	KEEP
01997583-a	bertanggung jawab	KEEP
14421585-n	perkawinan	KEEP
06802571-n	bunga-bunga	DELETE
00172710-n	cara	KEEP
02664769-v	menjadi	KEEP
04934220-n	tekstur	KEEP
02745172-v	menambah	KEEP
00450070-n	pacuan kuda	KEEP
02717102-v	mengepak	DELETE
15136147-n	minggu	KEEP
90000151-n	peranakan inn	KEEP
07390945-n	hiruk-pikuknya	KEEP
01226660-a	agung	KEEP
00831651-v	lapor	KEEP
00802946-v	dibiarkan	KEEP
02402825-v	singkir	DELETE
00069164-r	sepanjang	KEEP
02394183-v	membutuhkan	DELETE
01201856-v	memolok	DELETE
08225426-n	street	KEEP
02293148-v	mendasarkan	KEEP
01084091-a	semarak	KEEP
02343110-a	hebat	KEEP
08619795-n	tempat	DELETE
09622302-n	pecinta	KEEP
02208537-v	menyewakan	DELETE
90000188-n	Saat Anda	KEEP
01798162-a	kebetulan	KEEP
10053808-n	karyawan	KEEP
00262249-n	hiasan	KEEP
09932336-n	kusir	KEEP
00698572-v	khas	DELETE
07557434-n	hidangan	KEEP
02236624-v	membutuhkan	DELETE
00963570-v	berbicara	KEEP
00406243-v	menyiapkan	KEEP
14966667-n	minyak	KEEP
02694106-v	mengapit	KEEP
00331082-v	ditumbuk	KEEP
02837789-n	bikini	KEEP
15228378-n	jam	KEEP
02006834-v	sampai	DELETE
00080039-r	di bawah	KEEP
04081281-n	hai tien lo	KEEP
07787715-n	kepiting	KEEP
08659993-n	penjuru	KEEP
01835496-v	pindah	KEEP
00488187-a	istimewa	KEEP
10782940-n	juara	KEEP
02685951-v	mengiring	DELETE
02078591-v	perkenalkan	KEEP
02333689-v	terletak	DELETE
00294245-v	bermekaran	KEEP
07309599-n	22	KEEP
01634495-a	kaki	KEEP
00452512-v	memenuhi	KEEP
13832355-n	ke arah timur	DELETE
02394183-v	jadi	DELETE
06770875-n	ketentuan	KEEP
77000090-n	bagaimana	KEEP
02209936-v	mengarik	DELETE
00043195-n	penemuan	KEEP
02627934-v	bertanyakan	DELETE
00046344-n	stunt	KEEP
00036762-n	keunggulan	KEEP
07699584-n	mi	KEEP
07556872-n	makanan manis	KEEP
15266685-n	pertengahan	KEEP
02646931-v	mendominasi	KEEP
02020590-v	melakukan	DELETE
00398704-n	perubahan	KEEP
14965501-n	seluloid	KEEP
08591592-n	padang	KEEP
07884567-n	minuman	KEEP
00283327-a	keperakan	KEEP
00004475-n	badan yg menjalankan tugas	DELETE
00041758-r	khusus	KEEP
00328128-v	mendidih	KEEP
01180351-v	dilayani	KEEP
07327805-n	faktor	KEEP
00734054-v	memasukkan	DELETE
01982395-v	makan	DELETE
02686471-v	beralih	DELETE
01569965-a	alami	KEEP
00976508-a	cepat	KEEP
77000076-a	kedua-duanya	DELETE
80000945-x	alangkah	KEEP
80001130-n	dia	KEEP
11473954-n	cahaya	KEEP
01565921-v	menghabiskan keseluruh	DELETE
03789014-n	motif	KEEP
01629589-v	membawa	KEEP
03670849-n	talian	DELETE
07911677-n	koktil	KEEP
00047392-r	terlalu	KEEP
02690708-v	terletak	KEEP
01329830-a	terpadu	KEEP
01151110-v	mengarik	DELETE
01410606-a	iras-iras	DELETE
00511555-n	river hongbao	KEEP
13863771-n	rangka	DELETE
13776854-n	wadah	KEEP
00525453-a	lengkap	KEEP
07804323-n	nasi	KEEP
02064745-a	berbagai	KEEP
01601069-a	utara	KEEP
90000215-n	Singapore Tourism Board	KEEP
00501990-r	dalam	DELETE
02717102-v	makan	DELETE
00119139-r	walau	KEEP
07946135-n	yang kalah	KEEP
01002740-v	mengambil gambar	DELETE
00661640-a	cincang	KEEP
02778669-n	bola	KEEP
00933420-n	seni	KEEP
05217168-n	rangka	DELETE
90000316-n	Melaka	KEEP
04004475-n	printer	KEEP
02685951-v	memandu	DELETE
90000226-n	little india	KEEP
15120346-n	zaman	KEEP
02236124-v	memiliki	DELETE
01027859-n	istiadat	KEEP
01611746-v	merata	KEEP
05839024-n	bentuk	DELETE
05943300-n	falsafah	KEEP
06389553-n	ruang antara	DELETE
02501693-a	berharga	KEEP
05716577-n	manis	KEEP
03124541-a	kain	KEEP
00846462-a	ditetapkan	KEEP
00537192-n	samba	KEEP
02641378-a	aromatik	KEEP
01733477-v	percantik	KEEP
01621555-v	membuat	KEEP
00875141-v	anjurkan	KEEP
07739125-n	apel	KEEP
02248465-v	temui	KEEP
90000021-n	concert hall	KEEP
02614387-v	hidup	KEEP
12212361-n	sayuran	KEEP
01674604-a	biasa	KEEP
00029367-r	bahkan	KEEP
01203893-v	membelenting	DELETE
01411919-a	mudah	KEEP
13959069-n	terjadi	KEEP
01100830-v	jadi	DELETE
00924825-n	pembuatan	KEEP
00238022-n	hal memperkenalkan sso	DELETE
07628870-n	kuih	KEEP
07458453-n	lomba	KEEP
01205696-v	kena	KEEP
02664769-v	tertara	DELETE
00120316-v	menjadikan	KEEP
01158181-v	boros	DELETE
14501172-n	rata	KEEP
02671880-v	memenuhi	KEEP
00007846-n	seseorang	KEEP
07320302-n	lahir	KEEP
01012503-a	asli	KEEP
02263692-v	memberikan	KEEP
06125041-n	teknologi	KEEP
80001042-n	uniqlo	KEEP
00193486-v	digabung	KEEP
13376012-n	card	KEEP
01712704-v	menunjukkan permainan	DELETE
02236124-v	memasukkan	DELETE
00182406-v	menambahkan	KEEP
02154508-v	deteksi	KEEP
02006834-v	menabrak	DELETE
00121135-r	begitu	KEEP
01495912-a	besar	KEEP
01792973-a	kosong	KEEP
02655698-v	menjauh	KEEP
00484333-a	non-komersial	KEEP
08594286-n	jalur	DELETE
90000069-n	mr teo	KEEP
01536641-a	ultra-modern	KEEP
02268485-a	tidak	KEEP
01941093-v	terbang	KEEP
01427127-v	ada	DELETE
00019339-r	selalu	KEEP
00395626-a	merah padam	DELETE
02810102-a	daratan	KEEP
03575240-n	peralatan	KEEP
90000158-n	serangoon road	KEEP
06892016-n	nomor	KEEP
01188725-v	makan	DELETE
00720497-v	menantikan	KEEP
02020590-v	berhasil	DELETE
01729566-a	lama	KEEP
01212519-n	dukungan	KEEP
14439294-n	reputasi	KEEP
01275562-a	penting	KEEP
09449949-n	anak benua	KEEP
07810907-n	penyedap	KEEP
02025274-a	mewah	KEEP
00117082-r	bersama	KEEP
02568672-v	menjalankan	DELETE
02280969-a	semarak	KEEP
90000154-n	qu yuan	KEEP
00183090-r	yang menakjubkan	KEEP
02742638-v	hadapkan	KEEP
02236124-v	membenarkan masuk	DELETE
01316209-v	mencari	KEEP
01215392-n	berkat	KEEP
07614500-n	es krim	KEEP
01380122-v	menularkan	DELETE
09273130-n	bara	KEEP
14062725-n	ketagihan	KEEP
15196537-n	musim natal	KEEP
01214265-v	meluwengkan	DELETE
00616913-a	tumis	KEEP
02697725-v	insan	DELETE
01410606-a	merupai	DELETE
02069355-a	lain	KEEP
07557434-n	persantapan	DELETE
08226335-n	perkotaan	KEEP
01157517-v	memenatkan	DELETE
05145118-n	berbiaya	KEEP
01654628-v	menjadikan	KEEP
08663354-n	puncak	KEEP
05938314-n	dunia kecil	KEEP
02133435-v	tampaknya	KEEP
09291513-n	biji	KEEP
01740892-a	damai	KEEP
02679899-v	meneruskan	KEEP
02627934-v	menghendaki	DELETE
00235435-n	pada awalnya	KEEP
01180351-v	menghidangkan	KEEP
02209745-v	mengambil	DELETE
01002740-v	membuat film	DELETE
07400156-n	siulan	KEEP
07578363-n	hidangan	KEEP
06797169-n	tanda	KEEP
07293180-n	layanan	KEEP
00874806-n	peringkat	KEEP
02788148-n	langkan	KEEP
00559690-a	sesak	KEEP
04728068-n	kualitas	KEEP
02418421-v	bermain	KEEP
00599992-v	memeriksa	DELETE
00786195-n	usaha	KEEP
15212455-n	agustus	KEEP
00014858-s	dalam jumlah besar	KEEP
07804323-n	beras	KEEP
90000333-n	nasi padang	KEEP
01158181-v	makan	DELETE
01621219-v	menyapu	KEEP
02699941-v	tepat	KEEP
05385534-n	hati	KEEP
02635956-v	mengiring	DELETE
02322213-n	kaki	KEEP
07588947-n	stew	KEEP
00813790-v	menuju	DELETE
02567147-v	melanggar	KEEP
00812952-a	dini	KEEP
00456151-v	merendam	KEEP
06687883-n	visa	KEEP
11683989-n	biji	KEEP
05200670-n	kondisi	KEEP
01166351-v	makanan	KEEP
00815941-a	ke-19	KEEP
07825972-n	kecap	KEEP
04334599-n	jalan	KEEP
01376355-a	legendaris	KEEP
02620587-v	menjadi	KEEP
02544348-v	berpetualang	KEEP
02729965-n	gadget	KEEP
03671473-n	garis lurus	DELETE
80000983-n	Bhaskar's Academy of Arts	KEEP
08665504-n	kota	KEEP
03732114-n	mausoleum	KEEP
01505254-v	memikat	KEEP
80001382-x	hm	KEEP
02238128-a	canggih	KEEP
15148707-n	tahun 1900-an	KEEP
02502016-a	bernilai	KEEP
02734725-n	arsitektur	KEEP
00542120-v	kondisi	DELETE
05899087-n	program	KEEP
13659162-n	m	KEEP
00771632-v	menuju	DELETE
02388403-v	membina	KEEP
01816376-a	favorit	KEEP
08593262-n	tali	DELETE
07933274-n	tea	KEEP
01072262-v	bertarung	KEEP
01586342-a	cantik	KEEP
00128168-r	biasa	KEEP
09885145-n	pembeli	KEEP
02193647-a	75%	KEEP
00144722-r	tetap	KEEP
02452885-v	larang	KEEP
00756076-v	mengarik	DELETE
08588152-n	di dlm	DELETE
00750926-a	lancar	KEEP
01462005-v	mengocok	DELETE
04076533-n	replika	KEEP
02603699-v	berdiri	KEEP
00734054-v	membawa	DELETE
90000302-n	hainan	KEEP
02198302-a	200	KEEP
01981036-v	mendarat	KEEP
00230746-v	menjadi	KEEP
02636810-v	masuki	KEEP
04727214-n	udara	KEEP
01665184-a	mulut	KEEP
01627355-v	menghasilkan	KEEP
00019613-n	inti	KEEP
00630960-n	yoga	KEEP
01382086-a	besar	KEEP
06339416-n	gelar	KEEP
06514093-n	kisah	KEEP
10176679-n	pekerja	KEEP
01856626-v	bermigrasi	KEEP
05795460-n	reservasi	KEEP
00883297-n	pendidikan	KEEP
00039916-n	jemput	KEEP
05982915-n	ide	KEEP
90000101-n	smith street	KEEP
01314537-a	keturunan	KEEP
02278011-a	khas	KEEP
14416089-n	privasi	KEEP
07580253-n	makanan spesial	DELETE
05839024-n	keragaman	DELETE
01659117-a	terbuka	KEEP
02699497-v	merupakan	KEEP
02196107-a	ratusan	KEEP
09358226-n	bulan	KEEP
02157100-v	menghasilkan	KEEP
02834778-n	sepeda	KEEP
01518878-n	ostrich	KEEP
04783247-n	keaslian	KEEP
00527870-a	luas	KEEP
00103194-r	semula	KEEP
02355596-v	membuatkan	DELETE
02620587-v	makhluk	DELETE
05763412-n	identitas	KEEP
02260730-a	kering	KEEP
10918558-n	curtis	KEEP
00113082-r	sebalik	KEEP
03729951-n	bahan	KEEP
01157517-v	menghabiskan	KEEP
04849241-n	kebaikan	KEEP
07966927-n	bisnis	KEEP
00576451-n	aksi	KEEP
02743214-v	berasal dari	KEEP
10471250-n	pendeta	KEEP
02869563-a	melihat	KEEP
02686471-v	mempengaruhi	DELETE
13926786-n	kedudukan	DELETE
06400849-n	bunga rampai	KEEP
14802450-n	besi	KEEP
14479615-n	wujud zat	DELETE
01168468-v	makan	KEEP
01640207-v	menciptakan	KEEP
01167981-v	bersantap	KEEP
15113229-n	masa	KEEP
02629535-v	mempunyai	KEEP
00986027-a	gemuk	KEEP
08569998-n	lahan	KEEP
00343249-n	spin	KEEP
05132340-n	permukaan laut	KEEP
07578879-n	mencicipi	KEEP
00710005-v	kelola	KEEP
01027174-v	memberi	DELETE
08652970-n	angkasa	DELETE
04546855-n	dinding	KEEP
00061528-r	tiba-tiba	KEEP
90000035-n	fried hokkien mee	KEEP
14473222-n	rezeki	KEEP
01664172-v	menyediakan	KEEP
02383440-v	meninggalkan	KEEP
02020590-v	sampai	KEEP
14434329-n	profil	KEEP
00419908-n	penganiayaan	KEEP
03249569-n	genderang	KEEP
03972524-n	kantung	KEEP
04105068-n	atap	KEEP
00529657-a	tenang	KEEP
09534187-n	Kwan Im	KEEP
06783768-n	perkara	KEEP
00520214-a	seluruh	KEEP
01455754-v	naikkan	KEEP
00249501-n	perkembangan	KEEP
07481951-n	romantis	KEEP
00939277-v	dijelaskan	KEEP
07628870-n	cake	KEEP
07783667-n	ikan bilis	KEEP
02713594-n	sayap	KEEP
01733477-v	diadakan	KEEP
80001272-v	timbul-tenggelam	KEEP
01653873-v	dibuat	KEEP
02218547-a	tiga	KEEP
00463543-n	pertandingan hoki	KEEP
02285629-v	temukan	KEEP
02262752-v	menyuguhkan	KEEP
01156834-v	pesan	KEEP
90000222-n	ila Anda	KEEP
10546633-n	pelaut	KEEP
00586262-n	tugas	DELETE
08287844-n	budaya	KEEP
01604000-a	barat daya	KEEP
08688247-n	kawasan	KEEP
06831177-n	a	KEEP
04412901-n	terminal	KEEP
02960686-a	belanda	KEEP
00468795-a	merebak	KEEP
00799076-v	mengganjur	DELETE
14625458-n	logam	KEEP
05833840-n	pikiran	KEEP
00688377-v	andalkan	KEEP
02568672-v	dipraktikkan	KEEP
01780740-a	jiwa	KEEP
00296585-n	prosesi	KEEP
00018189-r	sampai-sampai	KEEP
04683136-n	streak	KEEP
01262936-v	terkupas	KEEP
00952867-a	dalam	KEEP
02077656-v	bekali	KEEP
02423183-v	dibiarkan	KEEP
02204472-a	ke-19	KEEP
00043794-r	nya	DELETE
00450070-n	pacuan	KEEP
00487198-a	umum	KEEP
07811416-n	rempah	KEEP
01026095-v	menyebut	KEEP
01410363-a	berbeda	KEEP
02744451-v	mampu	KEEP
04530566-n	kapal uap	KEEP
00920336-v	dapat melihat	KEEP
00955148-v	berarti	KEEP
05840188-n	genre	KEEP
00751567-v	memberi perintah	DELETE
00043765-a	ada	KEEP
13863771-n	garis lurus	DELETE
00009966-r	harap	KEEP
00127948-a	yang berikut	KEEP
00674158-n	bedah	KEEP
03788195-n	masjid	KEEP
01190948-v	menikmati	KEEP
01382086-a	banyak	KEEP
07260623-n	standar	KEEP
02294436-v	melaksanakan	KEEP
80001300-n	Sriwijaya	KEEP
09270894-n	alam	KEEP
01966861-v	berkeliling	KEEP
04869569-n	integritas	KEEP
01712704-v	digelar	KEEP
90000028-n	east coast lagoon food village	KEEP
05018103-n	cahaya	KEEP
09686401-n	eurasi	KEEP
13464820-n	evolusi	KEEP
05812038-n	tengah	KEEP
06482401-n	hal	KEEP
06316048-n	frasa	KEEP
01843380-a	disediakan	KEEP
07540602-n	kekecewaan	KEEP
00813790-v	menghantar	DELETE
00507053-r	begitu	KEEP
02118476-v	melihat	KEEP
00417413-a	bersih	KEEP
00009966-r	silahkan	KEEP
08594286-n	talian	DELETE
02359340-v	mendapat	KEEP
03671668-n	barisan	DELETE
00601659-v	percaya	KEEP
00560100-a	penuh	KEEP
01269073-a	kelaparan	KEEP
07780627-n	tuna	KEEP
06403393-n	tangan	KEEP
03142834-n	kristal	KEEP
03965456-n	pertokoan	KEEP
03757138-n	mrt	KEEP
05923696-n	sejati	KEEP
02964389-n	bobot	KEEP
14434866-n	penekanan	KEEP
10352299-n	tetangga	KEEP
00421535-v	meninggalkan	KEEP
02737876-v	kepunyaan	DELETE
80001609-n	partikel gramatikal	KEEP
01168468-v	santap	KEEP
02677567-v	melibatkan	KEEP
01893988-v	alih	KEEP
01471538-a	utama	KEEP
02713594-n	ruang tambahan	KEEP
00586262-n	benteng	DELETE
01197014-v	makan	KEEP
03671473-n	para hadirin	DELETE
08673395-n	kawasan	KEEP
02006834-v	tiba di	DELETE
01180351-v	menyajikan	KEEP
07672421-n	lemak babi	KEEP
00755745-v	menyana	DELETE
00394813-v	membancuhkan	DELETE
02756346-a	setempat	KEEP
00024996-s	pengalaman baru	KEEP
02297948-v	memberikan	KEEP
00106456-a	sedikit	KEEP
00190653-a	cerdas	KEEP
01051410-a	celaka	KEEP
01686439-a	orisinal	KEEP
02108026-v	alami	KEEP
01633343-v	ide	KEEP
00928371-n	rancangan	KEEP
13969700-n	kedamaian	KEEP
02006834-v	menyentuh	DELETE
01436003-a	tersingkat	KEEP
11418460-n	nasib baik	KEEP
01179865-v	menyuap	DELETE
04295881-n	bowl	KEEP
00294459-r	alhasil	KEEP
80001051-n	C. K. Tangs	KEEP
02040709-v	berlutut	KEEP
00887463-v	dipersembahkan	KEEP
00119139-r	tapi	KEEP
03154886-a	mencari	KEEP
00699626-v	memutuskan	KEEP
03040587-n	pencuci	KEEP
13782033-n	kewajiban	KEEP
13421832-n	anggaran	KEEP
00328015-n	kembali	KEEP
03699975-n	loket	KEEP
13349662-n	simpanan	KEEP
00568304-a	lepas	KEEP
01881180-v	menjelajahi	KEEP
00596644-v	pengalaman	KEEP
01218327-n	reservasi	KEEP
00347610-v	makan	DELETE
04954920-n	semarak	KEEP
02681795-v	pertahankan	KEEP
13987423-n	kebahagiaan	KEEP
09612848-n	konsumen	KEEP
00681429-v	mengevaluasi	KEEP
00147876-r	senang	KEEP
02614181-v	berumah	DELETE
13255145-n	pendapatan	KEEP
08594286-n	rangka	DELETE
05985602-n	dongeng rakyat	KEEP
02493030-v	melihat	KEEP
04319937-n	jangkungan	KEEP
00213794-v	bisa	DELETE
90000143-n	lion dance	KEEP
03671668-n	dawai	DELETE
04677514-n	berbentuk	DELETE
08679972-n	jalan	KEEP
12416423-n	crocus	KEEP
00654885-n	heran	DELETE
02775934-a	keuangan	KEEP
00004722-r	satu	KEEP
05851131-n	lambang	KEEP
06799897-n	jalur	DELETE
04401088-n	telepon	KEEP
03176763-n	perbelanjaan	KEEP
80000174-n	bangsawan	KEEP
80000665-x	selamat pagi	KEEP
02102840-v	berkelana	KEEP
01332730-v	tutupi	KEEP
01182709-v	membekalkan	DELETE
07155661-n	bahasa daerah	KEEP
00965606-a	kenal	KEEP
02547586-v	bantu	KEEP
02270186-a	tiap	KEEP
05867413-n	sebagian	KEEP
00098605-r	ke rumah	KEEP
01437963-a	panjang	KEEP
03116530-n	loket	KEEP
00612042-v	memperingati	KEEP
08238463-n	kelas	KEEP
14046202-n	mengandung	KEEP
02304507-v	jatuh	KEEP
13384557-n	uang	KEEP
90000031-n	festival tiongchupia	KEEP
02847786-a	bunga	KEEP
02747709-v	diteruskan	DELETE
00856651-a	soul	KEEP
02599636-v	makan	DELETE
01712704-v	buat	DELETE
05714466-n	parfum	KEEP
02020590-v	kebentok	DELETE
06566077-n	piranti	KEEP
05916155-n	saran	KEEP
00948670-a	di dalam	KEEP
02434976-v	menjadi ahli	KEEP
04564698-n	jalan	KEEP
02526085-v	tercapai	DELETE
80001649-n	DVD	KEEP
00024356-r	gak	KEEP
01982395-v	jadi	DELETE
00025290-r	tempat	DELETE
02020590-v	sampai ke	DELETE
02460199-v	menyewakan	KEEP
01452593-a	nyaring	KEEP
01647672-v	memberi	KEEP
07923748-n	perasan	KEEP
13134947-n	buah-buahan	KEEP
02259239-a	jual	KEEP
01664172-v	bermasak	DELETE
02686471-v	berangkat	DELETE
02238085-v	mendapat	DELETE
07750586-n	almond	KEEP
01380122-v	memindahi	DELETE
00053691-a	dodol	KEEP
02161982-a	penting	KEEP
00362348-v	menghentikan	KEEP
06487395-n	sekalender	KEEP
03670849-n	barisan	DELETE
02685951-v	menyalip	DELETE
09270894-n	dunia	KEEP
10107303-n	pendiri	KEEP
00067129-v	tersedan-sedan	KEEP
00076193-r	bolak-balik	KEEP
00141632-v	ikatkan	KEEP
00783840-a	general	KEEP
01982395-v	menakol	DELETE
14474052-n	kemewahan	KEEP
07923748-n	jus	KEEP
01814815-v	menyemangati	KEEP
15218272-n	ramadan	KEEP
08293003-n	armada	KEEP
01180351-v	menyediakan	KEEP
07344015-n	matahari terbenam	KEEP
02871858-a	regional	KEEP
00851744-a	layak	KEEP
00381097-a	merah darah	DELETE
02568672-v	lakukan	DELETE
00770437-v	dapat	DELETE
08566028-n	berujung	KEEP
07377244-n	lonceng	KEEP
07450651-n	perayaan	KEEP
02372605-v	melalui	KEEP
15212739-n	september	KEEP
00927017-a	wujud	KEEP
00381097-a	red	KEEP
09604451-n	Sherlock Holmes	KEEP
01539444-a	rendah	DELETE
15050011-n	pedas	KEEP
01809321-v	terkagum-kagum	KEEP
02358034-v	membuat	KEEP
00577068-n	prosedur	KEEP
01292128-a	cenderung	KEEP
00122626-a	berikut	KEEP
00180756-r	terasing	DELETE
14802450-n	baja	KEEP
01471723-a	kurang	KEEP
00522463-a	sempurna	KEEP
00777522-v	mempesona	KEEP
80000660-x	selamat siang	KEEP
07947255-n	masyarakat	KEEP
00031264-n	rombongan	KEEP
01103021-a	spesifik	KEEP
00928371-n	perancangan	KEEP
09952539-n	direktur	KEEP
00722232-v	berfokus	KEEP
01982395-v	mencolok mata	DELETE
02958576-a	spanish	KEEP
00470701-v	menyapu bersih	KEEP
01645601-v	menimbulkan sst	DELETE
02544048-a	yg mengerikan	DELETE
01326528-v	menumpas	DELETE
07860988-n	adonan	KEEP
12102133-n	rumput	KEEP
00599992-v	meneliti	DELETE
00923793-v	tunjuk	KEEP
03982060-n	kolam	KEEP
02268351-v	memboroskan	KEEP
00815941-a	pertengahan	KEEP
00142191-v	berbentuk	DELETE
03650173-n	lapis	KEEP
02004874-v	kembali	KEEP
15147097-n	masa kecil	KEEP
01591699-a	raja	KEEP
00004475-n	insan	DELETE
02632940-v	lain	KEEP
01664172-v	membimbing	DELETE
00157967-r	sendiri	KEEP
08050678-n	pemerintahan	KEEP
02248465-v	menemukan	KEEP
01131043-a	kejahatan	KEEP
05115568-n	banyak	KEEP
02844174-a	kepala	KEEP
14483917-n	can	DELETE
03427296-n	gapura	KEEP
05728678-n	dirancang	KEEP
05202497-n	kemampuan	KEEP
04981139-n	suara	KEEP
09963574-n	chef	KEEP
01777210-v	suka	KEEP
02685951-v	hidup	DELETE
01817314-v	memikat	KEEP
00120316-v	membuat	KEEP
02427103-v	buat	KEEP
13862780-n	kelihatan spt	DELETE
00579084-a	tampak	KEEP
00953216-v	ceritakan	KEEP
01999218-v	memimpin	DELETE
02926936-a	kereta	KEEP
00024073-r	tak	KEEP
08430568-n	deretan	KEEP
05849284-n	karakter	KEEP
05667404-n	tradisi	KEEP
00432689-n	hobi	KEEP
09917593-n	kanak	KEEP
09179606-n	mengapa	KEEP
09448361-n	sungai	KEEP
00005718-a	tak terbatas	KEEP
00020759-r	belum pernah	KEEP
01090335-v	lawanlah	KEEP
02052333-a	kota	KEEP
02500884-a	berharga	KEEP
09275473-n	eropa	KEEP
05898568-n	program	KEEP
09960688-n	kontraktor	KEEP
00188510-r	yaitu	KEEP
01755816-v	melakukan	KEEP
02747403-v	terhubung	KEEP
90000314-n	deepavali	KEEP
05867413-n	bagian	KEEP
00047534-r	dan juga	KEEP
07931452-n	minuman campuran rum	DELETE
90000164-n	suntec city mal	KEEP
02428924-v	bertemu	KEEP
02620587-v	meliputi	DELETE
90000332-n	sayur lodeh	KEEP
09823502-n	bibi	KEEP
04679738-n	tampang	KEEP
76100085-x	bengkawan	KEEP
08588152-n	sebelah dalam	DELETE
02229055-v	mewariskan	KEEP
00071050-r	sekeliling	KEEP
00018781-r	agak	KEEP
04587648-n	jendela	KEEP
03882058-n	panel	KEEP
01876261-a	modern	KEEP
02468635-a	khas	KEEP
01204294-n	garis lurus	DELETE
01551633-a	salah	KEEP
