synset	lemma	annotation
07555184-n	berminat	KEEP
02872501-a	budaya	KEEP
10689878-n	bakat	KEEP
90000019-n	citarasa melayu	KEEP
00988028-v	merupakan	KEEP
01204294-n	dawai	DELETE
02547586-v	membantu	KEEP
01675190-a	luar biasa	KEEP
00705891-a	cantik	KEEP
09834699-n	penari balet	KEEP
06512580-n	aplikasi	KEEP
01157517-v	memakai	KEEP
02023107-v	bertemu	KEEP
02702508-v	senilai	KEEP
05844105-n	gaya	KEEP
01099592-v	kalah	KEEP
05930736-n	berbentuk	DELETE
08400452-n	sejumlah	KEEP
02716767-v	temani	KEEP
11473954-n	sinar	KEEP
01733477-v	digelar	KEEP
00045607-r	di sebelah sana	DELETE
07709333-n	sayur-sayuran	KEEP
01405044-v	memukul	KEEP
00324427-v	mendidih	KEEP
13794417-n	relevansi	KEEP
10309896-n	saudagar	KEEP
01214265-v	membutuhkan	DELETE
06206800-n	hormat	KEEP
01104026-a	unik	KEEP
00901060-a	dasar	KEEP
01410606-a	seperti	DELETE
00509432-r	lurus	KEEP
02304982-v	kumpulkan	KEEP
06947032-n	bahasa inggris	KEEP
05625465-n	imajinasi	KEEP
02327200-v	berikan	DELETE
06706317-n	menyebut	KEEP
07456188-n	kompetisi	KEEP
02603699-v	berdiri	DELETE
02587532-v	mengaturkan	DELETE
00603298-v	melatih	KEEP
90000139-n	holland village	KEEP
01830599-a	berpengaruh	KEEP
02131072-a	seksi	KEEP
02460502-a	benar	KEEP
90000161-n	singapore dance theatre	KEEP
08500433-n	angkasa lepas	DELETE
07747951-n	jeruk mandarin	KEEP
01984902-v	duduk	KEEP
07841345-n	kuning telur	KEEP
13948136-n	kedudukan	KEEP
13770169-n	sendok	KEEP
08977211-n	karachi	KEEP
01734502-v	ulang	KEEP
04152593-n	layar	KEEP
01256332-a	pedas	KEEP
08873622-n	london	KEEP
01653873-v	buat	KEEP
05869584-n	semuanya	KEEP
00142191-v	berbentuk	KEEP
01291941-v	mendekatkan	KEEP
01729566-a	tua	KEEP
02295998-a	piawai	DELETE
04628192-n	kehangatan	KEEP
01180351-v	hidangkan	KEEP
00695209-a	berjaya	KEEP
01628531-a	menghina	KEEP
13863771-n	talian	DELETE
08622950-n	lokasi	KEEP
13137409-n	beri	DELETE
14514805-n	kekaisaran	KEEP
02506555-a	macam	KEEP
03748162-n	gerai	KEEP
02685951-v	memimpin	DELETE
00586262-n	pos	KEEP
02648253-v	abadikan	KEEP
00649481-v	dijelajahi	KEEP
10180178-n	pemegang	KEEP
02346895-v	mengadopsi	KEEP
01505254-v	menarik perhatian	KEEP
01645601-v	membuatkan	DELETE
08295138-n	cis	KEEP
02024928-a	mewah	KEEP
00486990-a	selalu	KEEP
00243918-n	pematangan	KEEP
08682575-n	barat	KEEP
00203783-r	tidak terbatas	KEEP
80000334-n	zouk	KEEP
02649830-v	tinggal	KEEP
02407603-a	santai	KEEP
02415390-a	kental	KEEP
80000596-a	tiociu	KEEP
00275290-a	temaram	KEEP
00701040-v	membentuk	KEEP
01495725-a	maksimal	KEEP
04837425-n	laga	KEEP
07527352-n	kegembiraan	KEEP
07577657-n	makanan yang mengenyangkan	KEEP
03640660-n	jalan	KEEP
01197014-v	menggulingkan	DELETE
04024396-n	tusukan	KEEP
01478182-a	wanita	KEEP
01862697-a	saja	KEEP
03723267-n	marquetry	KEEP
00968211-v	membagi	KEEP
02635956-v	ke	DELETE
00081836-n	belanja	KEEP
05109511-n	pelengkap	KEEP
01982395-v	berantuk	DELETE
05142641-n	guna	KEEP
02664769-v	berimbang	DELETE
01010862-a	pertama	KEEP
09466280-n	alam	KEEP
01462005-v	merampaikan	DELETE
01989873-v	tenggelam	KEEP
06788785-n	resep	KEEP
02004009-v	mengikuti	KEEP
02414031-a	halus	KEEP
01539063-v	meresapi	KEEP
10077593-n	pecinta	KEEP
01777210-v	menyukai	KEEP
02556126-v	mendukung	KEEP
01508719-a	agak	KEEP
02687385-v	menuntun	DELETE
09505418-n	dewa	KEEP
07849336-n	yogurt	KEEP
13742573-n	satu	KEEP
00843988-a	kenyal	KEEP
00825807-a	oriental	KEEP
00744916-a	sukar	KEEP
14546227-n	bentuk	DELETE
02776631-n	tong heng oriental pastry	KEEP
00619119-a	bakar	KEEP
00355258-a	tetap	KEEP
02268133-a	baik	KEEP
01664172-v	membentuk	DELETE
12136206-n	tebu	KEEP
02355596-v	ada	DELETE
05774129-n	kesimpulan	KEEP
01020393-a	pas	KEEP
00182406-v	masukkan	KEEP
08593924-n	tali	DELETE
05218119-n	mayat	KEEP
00150671-r	terlebih	KEEP
02143283-v	menyingkap	KEEP
01725051-v	bermain	KEEP
01197014-v	mengganyang	DELETE
03640660-n	lorong	KEEP
00588797-a	puas	KEEP
00028651-n	tempat	DELETE
01326528-v	menghancurkan	DELETE
02450256-v	mengikuti	KEEP
08653314-n	udara	KEEP
02343595-v	korban	KEEP
08613593-n	kelihatannya	DELETE
01181741-v	menggerakkan	KEEP
00087736-v	mengarik	DELETE
80000101-n	teh	KEEP
07666733-n	daging domba	KEEP
00087736-v	mengerut	DELETE
01229826-a	mati-matian	KEEP
06891493-n	persembahan	KEEP
02598143-v	kumpul	KEEP
90000207-n	wisma atria	KEEP
00948670-a	internal	KEEP
01166093-v	bersikap	DELETE
00573225-a	dipersembahkan	KEEP
01565921-v	habis dimakan	DELETE
80000982-n	313@Somerset	KEEP
00125841-v	menjadi	KEEP
07498210-n	suka	KEEP
02186580-a	tiga	KEEP
02881193-n	semangkuk	KEEP
01574036-a	alami	KEEP
02106006-v	merasa	KEEP
00051192-n	kembali	KEEP
02102398-v	mengendarai	KEEP
04814238-n	keindahan	KEEP
08507558-n	asal	KEEP
01295443-a	keluar	KEEP
01214265-v	mengarik	DELETE
00339738-v	terjadi	KEEP
00295701-n	perjalanan	KEEP
08570634-n	padang rumput	KEEP
03427296-n	pagar	KEEP
05840650-n	versi	KEEP
02396720-a	sedap	KEEP
02238085-v	mendapatkan	KEEP
03699975-n	machine	KEEP
08677628-n	tempat peristiwa	DELETE
01936184-a	mitologi	KEEP
06787150-n	tujuan	KEEP
00306663-a	dapat	KEEP
08078020-n	rumah tangga	KEEP
01391351-a	kecil	KEEP
00105958-v	rasakan	KEEP
01148283-a	ria	KEEP
01932973-a	ada	KEEP
01568375-a	internasional	KEEP
02020590-v	memukul	DELETE
00063014-n	rekor	KEEP
06495328-n	jadwal	KEEP
01290766-a	perdana	KEEP
02397637-v	dijadikan	KEEP
01975138-a	berhubungan	KEEP
13137409-n	sejenis buah	DELETE
14918994-n	dupa	KEEP
01666131-v	meracik	KEEP
00017881-r	seperti	DELETE
01264050-n	rujukan	KEEP
09903153-n	selebriti	KEEP
00028651-n	jarak antara	DELETE
01103021-a	tertentu	KEEP
07571547-n	dim sum	KEEP
00051848-r	langsung	KEEP
02052333-a	perkotaan	KEEP
15237250-n	musim panas	KEEP
02242464-v	menjual	KEEP
02384940-v	undang	KEEP
07699584-n	noodles	KEEP
00652900-v	bandingkan	KEEP
01890792-v	mengejang	KEEP
01975138-a	berkaitan	KEEP
00617422-a	goreng	KEEP
02655135-v	makhluk	DELETE
00157462-v	semakin	KEEP
05833840-n	ide	KEEP
77000121-n	sini	DELETE
00525453-a	lengkapi	KEEP
15149180-n	1930-an	KEEP
01632537-a	resmi	KEEP
02975412-n	sarung bantal	KEEP
00120095-r	bersamaan	KEEP
00975778-a	berkelas	KEEP
90000133-n	golden peony	KEEP
07654667-n	iris	KEEP
07955057-n	isi	KEEP
77000023-n	kau	KEEP
02608347-v	berawal	KEEP
09629752-n	wisatawan	KEEP
01381549-v	mengerahkan	KEEP
01182709-v	melayani	DELETE
03478907-n	aula	KEEP
00770437-v	menjadikan	DELETE
05217168-n	jasmani	DELETE
14524661-n	suasana hati	KEEP
90000097-n	singapore river	KEEP
00679937-v	memilih	KEEP
05868272-n	tengah	KEEP
01192510-v	nikmati	KEEP
02702656-a	kontrak	KEEP
01493234-v	memasukkan ke dalam	KEEP
00745499-v	pesan	KEEP
00270446-r	nama lain	DELETE
01428578-v	membuatkan	DELETE
00164751-r	jika	KEEP
03135152-n	palang	KEEP
13137409-n	buah	KEEP
00351638-n	pengurangan	KEEP
03670849-n	rangka	DELETE
01117541-n	jual	KEEP
08629508-n	bahagian belakang	DELETE
02043217-a	persegi	KEEP
01985128-n	crayfish	KEEP
09437454-n	lereng	KEEP
13724582-n	kg	KEEP
08402442-n	kedubes	KEEP
03186285-n	dhow	KEEP
01380267-a	udara	KEEP
07234881-n	pembacaan	KEEP
05074774-n	tempat	KEEP
01446901-v	melambaikan	KEEP
00834198-a	efektif	KEEP
01508719-a	lunak	KEEP
13860793-n	bentuk	KEEP
00514069-v	menyoroti	KEEP
02070887-a	sebelah	KEEP
00238022-n	penampilan	KEEP
03743902-n	memorial	KEEP
00138611-r	mungkin	KEEP
80000095-n	erhu	KEEP
00795632-v	dimiliki	KEEP
05924920-n	piawai	DELETE
02687385-v	mengemudikan	DELETE
01688757-a	menjadi umum	DELETE
05839024-n	persembahan aneka ragam	DELETE
00542120-v	posisi	DELETE
04880273-n	kecanggihan	KEEP
00770437-v	ada	DELETE
00510749-r	begitu	KEEP
14596839-n	bahan baku	KEEP
01475953-v	terlepas	KEEP
02898922-a	budaya	KEEP
00251791-v	berasal	KEEP
05921123-n	inti	KEEP
01193099-v	pajuh	DELETE
08253815-n	makan malam	KEEP
00819274-n	pelestarian	KEEP
80000923-a	feeder	KEEP
02210855-v	mengantongi	DELETE
00528836-v	menyingsing	KEEP
09031653-n	swiss	KEEP
07673397-n	minyak	KEEP
01180351-v	penyajian	KEEP
02609203-v	dimulai	KEEP
00514884-a	semua	KEEP
02967791-a	korea	KEEP
01642245-a	baru	KEEP
00050681-r	tidak	KEEP
15219022-n	Hari Raya Haji	KEEP
00200258-a	hard cover	KEEP
00915830-v	bisik	KEEP
15143477-n	kematian	KEEP
00074095-r	yang lalu	KEEP
01422556-a	siaran langsung	KEEP
00184117-v	campur	KEEP
01376705-a	kenal	KEEP
05840188-n	contoh	KEEP
01639714-v	rancang	KEEP
06930633-n	tiociu	KEEP
04677514-n	rupa bentuk	DELETE
00624476-v	membawa	DELETE
02620587-v	adalah	KEEP
00896803-v	alasan	KEEP
02664769-v	merupakan	KEEP
00250898-r	di antara	KEEP
80000681-x	hai	KEEP
09882007-n	pengusaha	KEEP
15010703-n	garam	KEEP
05159225-n	keistimewaan	KEEP
02370083-a	fresh	KEEP
02108654-v	dapat	DELETE
00135455-a	tepat	KEEP
09474162-n	dinding	KEEP
02015598-v	meninggalkan	KEEP
05870615-n	hibrid	KEEP
02000868-v	ikut	KEEP
05332802-n	ginjal	KEEP
00270446-r	atau	DELETE
02699941-v	cocok	KEEP
08369406-n	generasi	KEEP
02416898-a	berkuah	KEEP
90000329-n	Hari Raya Hajj	KEEP
03354903-n	bendera	KEEP
14911704-n	tar	KEEP
80001271-n	Sang	KEEP
02531199-v	berusaha	KEEP
00045607-r	di seberang sana	DELETE
01096750-a	terpajang	KEEP
13139647-n	kulit	KEEP
15165490-n	tengah hari	KEEP
01749184-v	mencetak	KEEP
04799133-n	etnis	KEEP
01807799-a	menarik	KEEP
02077148-v	kembang	KEEP
00577525-n	pelayanan	KEEP
13983304-n	pencahayaan	KEEP
02342800-v	berkembang	KEEP
00589904-v	mendapat	KEEP
00971075-a	modis	KEEP
00884466-n	kursus	KEEP
06470073-n	dokumentasi	KEEP
09963574-n	koki	KEEP
09411430-n	river	KEEP
00838367-n	bekalan makanan	DELETE
08068597-n	hollywood	KEEP
80000659-x	selamat malam	KEEP
00067707-n	penyerahan	KEEP
01002740-v	membawa	DELETE
01326528-v	meleburkan	DELETE
11414608-n	pengaruh	KEEP
04379964-n	area	KEEP
02428924-v	kumpul	KEEP
01796452-a	fantastis	KEEP
07557434-n	lauk	KEEP
01150981-v	mengajukan	KEEP
00402419-a	berwarna-warni	KEEP
80000811-n	chu	KEEP
90000083-n	Pulau Sentosa	KEEP
01651293-v	dilanjutkan	KEEP
02868489-a	akustik	KEEP
04346328-n	stupa	KEEP
02930766-n	taksi	KEEP
00330506-a	tengah	KEEP
07499615-n	keramahan	KEEP
00669762-v	membutuhkan	DELETE
00922228-a	memabukkan	KEEP
02472987-n	insan	KEEP
07804323-n	bachang	KEEP
01807882-v	terpikat	KEEP
00312553-n	perjalanan	KEEP
01348174-v	mengunci	KEEP
02020590-v	menubruk	DELETE
90000448-n	pappadam	KEEP
02686471-v	membawa	DELETE
00060632-r	sebelum	KEEP
08972920-n	auckland	KEEP
80000468-n	es kacang	KEEP
07965085-n	badan	KEEP
02627934-v	makan	DELETE
02701210-v	mengisi	DELETE
00402419-a	beraneka warna	KEEP
13809207-n	sebagian	KEEP
01266841-a	riuh	KEEP
07020538-n	tari	KEEP
13767239-n	gelas	KEEP
02713594-n	sayap	KEEP
01999218-v	membawa	DELETE
08704409-n	kandahar	KEEP
04344246-n	studio	KEEP
03671668-n	talian	DELETE
90000217-n	marina bay	KEEP
04557648-n	bohongan	DELETE
90000422-n	dragon boat	KEEP
02233704-v	download	KEEP
01824736-v	mahu	DELETE
10677713-n	pedukung	KEEP
00425071-v	bermunculan	KEEP
00901826-a	utama	KEEP
03405725-n	mebel	KEEP
05677504-n	rasa	KEEP
07753592-n	pisang	KEEP
03800563-n	chinatown heritage centre	KEEP
00201407-v	mengubah	KEEP
02247390-v	bawa	KEEP
08430203-n	barisan	KEEP
00950592-a	isi	DELETE
02466132-n	sirip	KEEP
00016350-s	penuh sesak	KEEP
00331446-a	tepi	KEEP
02838728-n	ujung	KEEP
02599636-v	mengambil	KEEP
00079107-r	niscaya	KEEP
03649459-n	pengadilan	KEEP
00743344-v	hubungilah	KEEP
01771535-v	rasakanlah	KEEP
00253761-v	berkembang	KEEP
09385137-n	racikan	KEEP
02269286-a	segala	KEEP
01505254-v	didatangi	KEEP
02684924-v	berlanjut	KEEP
05129565-n	jauhnya	KEEP
10243664-n	lama	KEEP
02608347-v	dijelajahi	KEEP
07804323-n	padi	DELETE
02614181-v	kelihatan	DELETE
02620587-v	berbahan	DELETE
02394183-v	berhasil	DELETE
02737876-v	termasuk	DELETE
13952171-n	yang benar	KEEP
08876975-n	manchester	KEEP
80001116-n	keropok	DELETE
01617192-v	membuat	KEEP
01020885-a	cocok	KEEP
01637982-v	menemukan	KEEP
05816287-n	ilmu	KEEP
01667132-v	membetulkan	KEEP
02207206-v	belilah	KEEP
02397496-a	pedas	KEEP
02378623-v	memberikan reaksi	DELETE
00004722-r	hanya	KEEP
09786585-n	penggemar	KEEP
02186470-a	2	KEEP
02347220-v	gadaikan	KEEP
01183573-v	memuaskan	KEEP
00085512-r	khusus	KEEP
02415390-a	pekat	KEEP
03191029-n	dadu	KEEP
01714208-v	dibawakan	KEEP
03786901-n	alu	KEEP
02679227-v	mulai	KEEP
01409581-a	sebagai	KEEP
01158181-v	melindangkan	DELETE
00263463-a	gagah	KEEP
00238022-n	hal memperkenalkan seseorang	DELETE
05301908-n	mulut	KEEP
02905036-n	panggangan	KEEP
09991026-n	lelaki	DELETE
00751567-v	memaksakan	DELETE
00341560-v	melalui	KEEP
01434717-a	jauh	KEEP
08068375-n	bollywood	KEEP
80001130-n	dia	KEEP
00153263-v	menambahkan	KEEP
08593262-n	leluhur	DELETE
01052248-a	semerbak	KEEP
09792555-n	leluhur	KEEP
00022829-r	sekali	KEEP
00196122-a	mendebarkan	KEEP
00756076-v	memakan	KEEP
04152829-n	layar	KEEP
13323988-n	biaya kuliah	KEEP
07776866-n	makanan laut	KEEP
03748162-n	outlet	KEEP
02546467-v	akui	KEEP
13926786-n	suatu situasi tertentu	DELETE
08462320-n	data	KEEP
01466543-v	menghiasi	KEEP
08627919-n	kawasan	KEEP
01824736-v	mengasyiki	DELETE
07644967-n	chicken	KEEP
00350104-v	melanjutkan	KEEP
02201644-v	membagikan	KEEP
00756076-v	mengangkat	DELETE
07644967-n	chiken	KEEP
01953297-a	sangat halus	KEEP
01565921-v	menelan habis	DELETE
07585208-n	kaldu	KEEP
90000032-n	kari kepala ikan	KEEP
01157517-v	meleburkan	DELETE
03631177-n	les	KEEP
10061656-n	lezat	KEEP
00031899-r	amat	KEEP
00610167-v	lupakan	KEEP
01188725-v	mensyaratkan	DELETE
07583197-n	soto	KEEP
04961691-n	abu-abu	KEEP
02973558-n	ukiran	KEEP
04928903-n	cara	KEEP
02306763-a	seru	KEEP
00765213-v	menenangkan	KEEP
00283568-n	jalan-jalan	KEEP
07856270-n	pasta	KEEP
07048000-n	nyanyian	KEEP
02020590-v	terkena	DELETE
14589223-n	larutan	KEEP
03800933-n	instrumen	KEEP
00637259-v	hitung	KEEP
04728068-n	berkualitas	KEEP
01027174-v	melampir	DELETE
01572831-a	bohongan	KEEP
01982957-a	bergengsi	KEEP
13713003-n	barisan	DELETE
08383909-n	bisnis keluarga	KEEP
02696795-a	sinematik	KEEP
01052428-a	aromatik	KEEP
09347779-n	rawa	KEEP
05416198-n	liur	KEEP
02140033-v	pamerkan	KEEP
01825237-v	ingin	KEEP
08477634-n	wanita	KEEP
01180351-v	disediakan	KEEP
07601999-n	chocolate	KEEP
07526757-n	kegembiraan	KEEP
02529945-a	sejuk	KEEP
00120316-v	pusatnya—menjadikan	KEEP
02189398-v	dapat	DELETE
01781478-a	saleh	KEEP
13265011-n	oleh	KEEP
14474264-n	berkat	KEEP
09540430-n	peri	KEEP
02727462-v	yang masih ada	KEEP
90000003-n	armani exchange	KEEP
03788195-n	mesjid	KEEP
01919931-a	ramai	KEEP
01985923-v	jatuh	KEEP
01815838-a	populer	KEEP
10323182-n	misionaris	KEEP
07279687-n	pesanan	KEEP
01084644-a	dipenuhi	KEEP
00183053-a	ada	KEEP
00102736-r	dulu	KEEP
00034574-n	kebaikan	KEEP
00885217-v	terikat	KEEP
01862386-a	ekskusif	KEEP
00948985-a	sebelah dalam	DELETE
02690081-n	airlines	KEEP
00751838-a	elegan	KEEP
02238085-v	dapat	DELETE
02511528-a	buas	KEEP
07509996-n	heran	KEEP
07942152-n	umat	KEEP
02479323-v	mengeluarkan	DELETE
15164570-n	sabtu	KEEP
02741546-v	jadi	DELETE
02118933-v	melihat	KEEP
00522751-v	mendapatkan	KEEP
08431942-n	baris	KEEP
01027174-v	pembekalan	DELETE
00394813-v	bergabung	DELETE
02559752-v	menjegal	KEEP
02664769-v	insan	DELETE
00037226-r	yang benar	KEEP
02697725-v	manusia	DELETE
07663592-n	daging sapi	KEEP
01928838-v	melangkahkan	KEEP
01999798-v	menunjukkan arah	DELETE
07557434-n	masakan	KEEP
07051185-n	blues	KEEP
90000311-n	Hari Waisak	KEEP
00724832-v	mengagumkan	KEEP
00041954-r	secara umum	KEEP
01168468-v	memakan	KEEP
08641113-n	kawasan sekitar	DELETE
77000092-n	apa	KEEP
02596462-a	berkulit	KEEP
03691817-n	lounge	KEEP
06601327-n	implikasi	KEEP
03313602-n	wajah	KEEP
02129289-v	dilihat	DELETE
08616311-n	jalanan	KEEP
10112129-n	biksu	KEEP
04930478-n	peraturan	DELETE
00542120-v	jadi	KEEP
00979366-a	cepat	KEEP
00097504-n	eksekusi	KEEP
02437136-n	unta	KEEP
00763901-a	langsung	KEEP
01467370-v	mengelilingi	KEEP
00494409-a	masing	KEEP
90000014-n	chilli crab	KEEP
77000012-n	saya	KEEP
01014251-a	menengah	KEEP
02363597-v	bertema	KEEP
01063695-v	mengajak	KEEP
80000843-n	tikka	KEEP
02020590-v	menggetok	DELETE
01400562-a	hukum	KEEP
05129565-n	berjarak	DELETE
01139194-n	permit	KEEP
00586262-n	keadaan	DELETE
10399491-n	orangtua	KEEP
02126430-a	bertempat	KEEP
00597385-v	memahami sepenuhnya	KEEP
00714944-n	kerajinan	KEEP
00204391-v	merosot	KEEP
02684924-v	berlangsung	KEEP
10734394-n	kembar	KEEP
05693919-n	dukungan	KEEP
01378556-v	tersebar	KEEP
04683814-n	keindahan	KEEP
00350104-v	lanjutkan	KEEP
15136453-n	hari	KEEP
01471848-a	dewasa	KEEP
00491511-a	unik	KEEP
07433145-n	pusaran air	KEEP
80001614-n	bas ekspres	KEEP
15119919-n	kini	KEEP
02402825-v	memperhentikan	DELETE
01829292-v	membara	KEEP
06892534-n	beramal	KEEP
15235126-n	saat	DELETE
00048374-n	tiba	KEEP
02233704-v	diunduh	KEEP
00148540-r	secara	KEEP
02655135-v	terdapatlah	KEEP
00784342-v	meminta	KEEP
03485997-n	pegangan	KEEP
02359464-a	menakjubkan	KEEP
00876442-v	konsultasi	KEEP
00065359-r	besar	KEEP
00331446-a	pinggir	KEEP
02512150-v	distrik	KEEP
00363788-n	tambahan	KEEP
02986757-n	catwalk	KEEP
07966719-n	sektor	KEEP
07718472-n	ketimun	KEEP
02741546-v	muat	DELETE
00639849-v	membeli	DELETE
02339413-v	lengkapi	KEEP
00094001-n	penyelamatan	KEEP
00770437-v	mengadakan	DELETE
08642331-n	lingkungan	KEEP
07557434-n	hokkien mee	KEEP
00734054-v	mengambil	KEEP
07840804-n	telur	KEEP
00117620-r	kemudian	KEEP
07625493-n	pai	KEEP
01208797-n	berkat	KEEP
07997703-n	kategori	KEEP
07838073-n	kuah	KEEP
01204294-n	tali	DELETE
14546432-n	kebugaran	KEEP
08674970-n	tanah	KEEP
03800933-n	alat musik	KEEP
80001268-n	benang	KEEP
00184229-a	berikan	KEEP
04074482-n	pengobatan	KEEP
02235666-v	menjual	KEEP
00249736-r	di sebelahnya	DELETE
02108654-v	mendapati	DELETE
02418421-v	bermain-main	KEEP
07942152-n	manusia	KEEP
05811214-n	bahan pemikiran	KEEP
01642437-v	perkenalkan	KEEP
02701210-v	membawa	DELETE
13971382-n	komunitas	KEEP
07622708-n	pastri	KEEP
03147509-n	cangkir	KEEP
03984234-n	porselin	KEEP
01651196-a	ditarik	DELETE
05924920-n	dasar	DELETE
00148869-r	menurut	KEEP
00036254-a	membuka	KEEP
02616386-v	sebagai	KEEP
02469407-a	mewakili	KEEP
01513776-a	tebal	KEEP
08994090-n	mekkah	KEEP
01564144-v	memberi rebah	DELETE
03665366-n	cahaya	KEEP
07830690-n	gula	DELETE
15164463-n	jumat	KEEP
01024190-v	sebut	KEEP
00177547-a	keemasan	KEEP
01284271-v	membuka	KEEP
01579128-a	lepas	DELETE
01675963-v	menghiasi	KEEP
13136556-n	kekacang	DELETE
00367427-n	pembesar	KEEP
09282724-n	busa	KEEP
10309896-n	penjaja	KEEP
90000163-n	sultan mosque	KEEP
01512625-v	tossed	KEEP
01509527-a	kuat	KEEP
09945905-n	teman	KEEP
05120116-n	terlalu banyak	KEEP
07622708-n	kueh	KEEP
01551633-a	ramai	KEEP
06477371-n	kartu	KEEP
02491383-v	bersuka ria	KEEP
10440387-n	pemain	KEEP
00004722-r	hanyalah	KEEP
00930290-a	yang mengejutkan	KEEP
00770437-v	mengalami	DELETE
01205341-n	kolaborasi	KEEP
06518719-n	tiket	KEEP
07561112-n	makan bersukat	DELETE
90000051-n	kew garden restaurant	KEEP
01509066-a	lembut	KEEP
00669762-v	mengemukakan kpd	DELETE
15211484-n	mei	KEEP
02472987-n	orang dari golongan atasan	DELETE
00771632-v	memimpin	DELETE
02876657-n	botolan	KEEP
08593262-n	bentuk	KEEP
08009478-n	afiliasi	KEEP
80000337-n	maxwell	KEEP
00546192-v	datang	KEEP
13881644-n	bintang	KEEP
00127948-a	berikut	KEEP
00703708-v	memeriksa	KEEP
07911677-n	cocktail	KEEP
14051494-n	kesuburan	KEEP
00608668-a	alternatif	KEEP
01380122-v	membuyarkan	DELETE
05750163-n	tren	KEEP
03095372-a	luar	KEEP
04073547-n	peninggalan	KEEP
15183428-n	hari libur	KEEP
10058411-n	penikmat	KEEP
02426171-v	buka	KEEP
00352127-a	berubah	KEEP
02297409-v	menawarkan	KEEP
02648847-a	musik	KEEP
02655135-v	ada	KEEP
90000319-n	barongsai	KEEP
07485047-n	nasionalisme	KEEP
00101609-a	tidak mementingkan diri sendiri	KEEP
08377085-n	perjalanan	KEEP
80001306-n	Bahasa Minangkabau	KEEP
05913538-n	prinsip	KEEP
03671473-n	jalur	DELETE
01714208-v	menampilkan	KEEP
00791227-a	menguasai	KEEP
00144722-r	benar	KEEP
03570709-n	bahan	KEEP
00836236-v	menyimbolkan	KEEP
90000184-n	parade chingay	KEEP
01168468-v	isi perut	DELETE
02702508-v	orang	DELETE
00221985-r	di belakang	KEEP
10720453-n	penjual	KEEP
10153414-n	abang	KEEP
01736822-v	direproduksi	KEEP
15248564-n	masa	KEEP
01097315-a	lengkapi	KEEP
80001230-x	yah	KEEP
04161358-n	duduk	KEEP
02110552-v	merasa	KEEP
04026417-n	dompet	KEEP
03299261-n	lainnya	DELETE
00181676-r	luar negeri	KEEP
00221985-r	lewat	KEEP
09620078-n	penduduk	KEEP
08569998-n	sawah	KEEP
09260466-n	kristal	KEEP
90000225-n	makansutra singapore	KEEP
13736799-n	bagian	KEEP
01148283-a	senang	KEEP
02627934-v	membawa	DELETE
15122231-n	era	KEEP
10097705-n	penjual bunga	KEEP
00973192-a	bersuasana	KEEP
15166191-n	sore hari	KEEP
02193194-v	merasakan	KEEP
02632940-v	termasuk	KEEP
00331082-v	menggiling	KEEP
02333689-v	menaruh	DELETE
00161243-n	pemilihan	KEEP
06197215-n	tujuan	KEEP
05869584-n	semua	KEEP
13777764-n	tempat	KEEP
08642632-n	kehadiran	KEEP
03111296-n	renda	KEEP
00430606-n	permainan	KEEP
00144722-r	tentu	KEEP
01015310-n	panen	KEEP
02297948-v	menawarkan	KEEP
00010466-r	sepenuh	KEEP
01148283-a	berbahagia	KEEP
01737141-v	meniru	KEEP
03819595-n	rangkaian	KEEP
80001270-v	tiada	DELETE
01123879-s	sangat baik	KEEP
00407535-n	kegiatan	KEEP
90000069-n	Mr Teo	KEEP
02431728-a	kelelahan	KEEP
10480018-n	produser	KEEP
00100543-n	interpretasi	KEEP
00476249-a	luas	KEEP
05074774-n	keadaan	DELETE
00948670-a	dalam	KEEP
00795632-v	memesan	KEEP
01157517-v	menyapu bersih	DELETE
01560583-v	cacah	KEEP
08702805-n	negara amerika utara	KEEP
05563266-n	kaki	KEEP
02517817-a	tersembunyi	KEEP
00375021-v	rebus	KEEP
01821132-v	tercekam	KEEP
00522751-v	terima	DELETE
00141632-v	ikat	KEEP
00674607-v	buat pilihan	DELETE
15119919-n	sekarang?	KEEP
02735688-n	lapangan	KEEP
02699941-v	selayak	KEEP
02327200-v	menyediakan	KEEP
