synset	lemma	annotation	goodness label
01100830-v	makan	DELETE	O
07993279-n	fauna	KEEP	O
13933841-n	kerumunan	KEEP	O
08909107-n	sulawesi	KEEP	X
00087736-v	memasukkan	DELETE	O
00262249-n	dekorasi	KEEP	O
07006119-n	teater	KEEP	Y
01503061-n	burung	KEEP	Y
00972642-a	mutakhir	KEEP	O
01182709-v	makanan	DELETE	O
00375969-a	hijau	KEEP	O
00973677-a	trendi	KEEP	Y
00965606-a	terkenal	DELETE	O
01168468-v	menyantap	KEEP	Y
08435388-n	sistem	KEEP	Y
09217230-n	pesisir	KEEP	O
09816771-n	kolega	KEEP	O
01375831-a	masyhur	KEEP	O
01778212-a	fisik	KEEP	None
00973192-a	bergaya	KEEP	None
10990963-n	garibaldi	KEEP	None
08236438-n	konsortium	KEEP	O
00049220-r	sekarang	KEEP	O
08672738-n	perkampungan	KEEP	O
02214736-a	tunggal	KEEP	L
00120796-v	biar	DELETE	O
00721437-v	temukan	KEEP	X
00959827-v	berarti	KEEP	None
08588152-n	bhg dlm	DELETE	X
01167981-v	dining	KEEP	None
07985948-n	ruang	KEEP	O
04606014-n	kalungan bunga	KEEP	X
02727462-v	tinggal	KEEP	O
90000325-n	terasi	KEEP	None
05718935-n	musik	KEEP	O
07713895-n	kubis	KEEP	O
15164957-n	hari	KEEP	O
80000457-n	flash mob	KEEP	None
02163746-v	lihat	KEEP	None
00173764-a	tata	KEEP	None
01692222-a	luar	KEEP	Y
05761559-n	kenangan	KEEP	O
15245829-n	masa	KEEP	Y
00667822-a	sedang	KEEP	O
00230746-v	berkembang	KEEP	O
04507155-n	payung	KEEP	Y
14038993-n	keinginan	KEEP	O
00029367-r	dan	KEEP	None
01410606-a	seiras	DELETE	Y
04677514-n	raut muka	KEEP	None
00046299-r	sangat	KEEP	O
04096066-n	erskine road	KEEP	None
02632940-v	meliputi	KEEP	O
02958392-a	prancis	KEEP	None
03076663-a	jawa	KEEP	None
00524682-v	menganut	DELETE	O
05129565-n	perpisahan	DELETE	O
01555133-a	terlebih	KEEP	None
07781319-n	mackerel	KEEP	None
07722485-n	daun bawang	KEEP	X
02899112-a	yang sesungguhnya	KEEP	X
00689344-v	pandang	KEEP	Y
00559530-a	ayam kampung	KEEP	None
00026385-v	santai	KEEP	None
02627934-v	meminta	DELETE	O
03003344-a	inggeris	KEEP	None
06619065-n	pertunjukan	KEEP	Y
01085661-a	berisi	KEEP	O
05269901-n	tulang	KEEP	Y
01617192-v	ciptakanlah	KEEP	None
05752296-n	power	KEEP	None
90000142-n	ketika anda	KEEP	None
08303275-n	federasi	KEEP	X
02416278-v	berdampingan	KEEP	Y
14524661-n	suasana	KEEP	O
00036254-a	buka	KEEP	L
00154270-a	jengah	KEEP	None
12432808-n	bawang	KEEP	O
02269635-a	tiap	KEEP	L
02467662-v	terbagi	KEEP	None
03642806-n	laptop	KEEP	O
12125890-n	nasi	DELETE	O
00141806-n	pemeriksaan	KEEP	O
01861910-a	terbuka	KEEP	O
00300247-r	mungkin	KEEP	O
00099712-r	lebih	KEEP	O
08594286-n	dawai	DELETE	O
90000117-n	true blue cuisine	KEEP	None
01619725-v	diperbarui	KEEP	None
02443849-v	dioperasikan	KEEP	X
00274724-v	makan	DELETE	O
08570758-n	lapangan	KEEP	Y
00715239-v	menemukan	KEEP	O
04732543-n	ciri	KEEP	O
07622708-n	kue	KEEP	O
10476086-n	pesakitan	KEEP	None
00166025-r	lama	KEEP	O
80001271-n	sang	KEEP	None
02188317-a	20	KEEP	None
01664172-v	membagar	DELETE	O
01062393-a	merdeka	KEEP	L
15247110-n	seketika	KEEP	O
00251064-v	berevolusi	KEEP	O
02169702-v	dengarkan	KEEP	None
05924920-n	siri	DELETE	O
02077656-v	meluwengkan	DELETE	O
02571901-v	mendengarkan	KEEP	L
07555184-n	berminat	KEEP	None
02872501-a	budaya	KEEP	O
10689878-n	bakat	KEEP	O
90000019-n	citarasa melayu	KEEP	None
00988028-v	merupakan	KEEP	O
01204294-n	dawai	DELETE	O
02547586-v	membantu	KEEP	Y
01675190-a	luar biasa	KEEP	Y
00705891-a	cantik	KEEP	O
09834699-n	penari balet	KEEP	X
06512580-n	aplikasi	KEEP	O
01157517-v	memakai	KEEP	None
02023107-v	bertemu	KEEP	Y
02702508-v	senilai	KEEP	None
05844105-n	gaya	KEEP	O
01099592-v	kalah	KEEP	Y
05930736-n	berbentuk	DELETE	O
08400452-n	sejumlah	KEEP	Y
02716767-v	temani	KEEP	X
11473954-n	sinar	KEEP	O
01733477-v	digelar	KEEP	None
00045607-r	di sebelah sana	DELETE	X
07709333-n	sayur-sayuran	KEEP	O
01405044-v	memukul	KEEP	O
00324427-v	mendidih	KEEP	O
13794417-n	relevansi	KEEP	O
10309896-n	saudagar	KEEP	Y
01214265-v	membutuhkan	DELETE	O
06206800-n	hormat	KEEP	O
01104026-a	unik	KEEP	Y
00901060-a	dasar	KEEP	O
01410606-a	seperti	DELETE	O
00509432-r	lurus	KEEP	O
02304982-v	kumpulkan	KEEP	X
06947032-n	bahasa inggris	KEEP	None
05625465-n	imajinasi	KEEP	None
02327200-v	berikan	DELETE	Y
06706317-n	menyebut	KEEP	O
07456188-n	kompetisi	KEEP	Y
02603699-v	berdiri	DELETE	O
02587532-v	mengaturkan	DELETE	Y
00603298-v	melatih	KEEP	Y
90000139-n	holland village	KEEP	None
01830599-a	berpengaruh	KEEP	O
02131072-a	seksi	KEEP	O
02460502-a	benar	KEEP	Y
90000161-n	singapore dance theatre	KEEP	None
08500433-n	angkasa lepas	DELETE	None
07747951-n	jeruk mandarin	KEEP	X
01984902-v	duduk	KEEP	O
07841345-n	kuning telur	KEEP	O
13948136-n	kedudukan	KEEP	O
13770169-n	sendok	KEEP	O
08977211-n	karachi	KEEP	None
01734502-v	ulang	KEEP	X
04152593-n	layar	KEEP	O
01256332-a	pedas	KEEP	Y
08873622-n	london	KEEP	None
01653873-v	buat	KEEP	L
05869584-n	semuanya	KEEP	O
00142191-v	berbentuk	KEEP	O
01291941-v	mendekatkan	KEEP	O
01729566-a	tua	KEEP	O
02295998-a	piawai	DELETE	O
04628192-n	kehangatan	KEEP	O
01180351-v	hidangkan	KEEP	X
00695209-a	berjaya	KEEP	O
01628531-a	menghina	KEEP	O
13863771-n	talian	DELETE	None
08622950-n	lokasi	KEEP	O
13137409-n	beri	DELETE	O
14514805-n	kekaisaran	KEEP	O
02506555-a	macam	KEEP	None
03748162-n	gerai	KEEP	None
02685951-v	memimpin	DELETE	O
00586262-n	pos	KEEP	O
02648253-v	abadikan	KEEP	X
00649481-v	dijelajahi	KEEP	None
10180178-n	pemegang	KEEP	O
02346895-v	mengadopsi	KEEP	None
01505254-v	menarik perhatian	KEEP	None
01645601-v	membuatkan	DELETE	O
08295138-n	cis	KEEP	None
02024928-a	mewah	KEEP	O
00486990-a	selalu	KEEP	O
00243918-n	pematangan	KEEP	None
08682575-n	barat	KEEP	O
00203783-r	tidak terbatas	KEEP	X
80000334-n	zouk	KEEP	None
02649830-v	tinggal	KEEP	O
02407603-a	santai	KEEP	Y
02415390-a	kental	KEEP	Y
80000596-a	tiociu	KEEP	None
00275290-a	temaram	KEEP	None
00701040-v	membentuk	KEEP	O
01495725-a	maksimal	KEEP	Y
04837425-n	laga	KEEP	Y
07527352-n	kegembiraan	KEEP	Y
07577657-n	makanan yang mengenyangkan	KEEP	X
03640660-n	jalan	KEEP	O
01197014-v	menggulingkan	DELETE	O
04024396-n	tusukan	KEEP	None
01478182-a	wanita	KEEP	O
01862697-a	saja	KEEP	O
03723267-n	marquetry	KEEP	None
00968211-v	membagi	KEEP	O
02635956-v	ke	DELETE	O
00081836-n	belanja	KEEP	Y
05109511-n	pelengkap	KEEP	O
01982395-v	berantuk	DELETE	O
05142641-n	guna	KEEP	None
02664769-v	berimbang	DELETE	O
01010862-a	pertama	KEEP	Y
09466280-n	alam	KEEP	Y
01462005-v	merampaikan	DELETE	O
01989873-v	tenggelam	KEEP	Y
06788785-n	resep	KEEP	Y
02004009-v	mengikuti	KEEP	O
02414031-a	halus	KEEP	O
01539063-v	meresapi	KEEP	O
10077593-n	pecinta	KEEP	X
01777210-v	menyukai	KEEP	O
02556126-v	mendukung	KEEP	O
01508719-a	agak	KEEP	O
02687385-v	menuntun	DELETE	O
09505418-n	dewa	KEEP	Y
07849336-n	yogurt	KEEP	None
13742573-n	satu	KEEP	O
00843988-a	kenyal	KEEP	O
00825807-a	oriental	KEEP	None
00744916-a	sukar	KEEP	Y
14546227-n	bentuk	DELETE	O
02776631-n	tong heng oriental pastry	KEEP	None
00619119-a	bakar	KEEP	O
00355258-a	tetap	KEEP	O
02268133-a	baik	KEEP	None
01664172-v	membentuk	DELETE	O
12136206-n	tebu	KEEP	O
02355596-v	ada	DELETE	O
05774129-n	kesimpulan	KEEP	None
01020393-a	pas	KEEP	O
00182406-v	masukkan	KEEP	X
08593924-n	tali	DELETE	O
05218119-n	mayat	KEEP	Y
00150671-r	terlebih	KEEP	O
02143283-v	menyingkap	KEEP	Y
01725051-v	bermain	KEEP	Y
01197014-v	mengganyang	DELETE	O
03640660-n	lorong	KEEP	O
00588797-a	puas	KEEP	Y
00028651-n	tempat	DELETE	O
01326528-v	menghancurkan	DELETE	O
02450256-v	mengikuti	KEEP	O
08653314-n	udara	KEEP	O
02343595-v	korban	KEEP	O
08613593-n	kelihatannya	DELETE	O
01181741-v	menggerakkan	KEEP	O
00087736-v	mengarik	DELETE	O
80000101-n	teh	KEEP	None
07666733-n	daging domba	KEEP	X
00087736-v	mengerut	DELETE	O
01229826-a	mati-matian	KEEP	None
06891493-n	persembahan	KEEP	O
02598143-v	kumpul	KEEP	O
90000207-n	wisma atria	KEEP	None
00948670-a	internal	KEEP	None
01166093-v	bersikap	DELETE	O
00573225-a	dipersembahkan	KEEP	None
01565921-v	habis dimakan	DELETE	X
80000982-n	313@Somerset	KEEP	None
00125841-v	menjadi	KEEP	O
07498210-n	suka	KEEP	O
02186580-a	tiga	KEEP	O
02881193-n	semangkuk	KEEP	None
01574036-a	alami	KEEP	None
02106006-v	merasa	KEEP	O
00051192-n	kembali	KEEP	Y
02102398-v	mengendarai	KEEP	O
04814238-n	keindahan	KEEP	O
08507558-n	asal	KEEP	O
01295443-a	keluar	KEEP	O
01214265-v	mengarik	DELETE	O
00339738-v	terjadi	KEEP	O
00295701-n	perjalanan	KEEP	O
08570634-n	padang rumput	KEEP	Y
03427296-n	pagar	KEEP	Y
05840650-n	versi	KEEP	O
02396720-a	sedap	KEEP	O
02238085-v	mendapatkan	KEEP	Y
03699975-n	machine	KEEP	None
08677628-n	tempat peristiwa	DELETE	X
01936184-a	mitologi	KEEP	M
06787150-n	tujuan	KEEP	O
00306663-a	dapat	KEEP	None
08078020-n	rumah tangga	KEEP	Y
01391351-a	kecil	KEEP	Y
00105958-v	rasakan	KEEP	None
01148283-a	ria	KEEP	Y
01932973-a	ada	KEEP	O
01568375-a	internasional	KEEP	Y
02020590-v	memukul	DELETE	O
00063014-n	rekor	KEEP	Y
06495328-n	jadwal	KEEP	None
01290766-a	perdana	KEEP	O
02397637-v	dijadikan	KEEP	None
01975138-a	berhubungan	KEEP	O
13137409-n	sejenis buah	DELETE	X
14918994-n	dupa	KEEP	O
01666131-v	meracik	KEEP	Y
00017881-r	seperti	DELETE	None
01264050-n	rujukan	KEEP	O
09903153-n	selebriti	KEEP	O
00028651-n	jarak antara	DELETE	X
01103021-a	tertentu	KEEP	O
07571547-n	dim sum	KEEP	None
00051848-r	langsung	KEEP	O
02052333-a	perkotaan	KEEP	None
15237250-n	musim panas	KEEP	Y
02242464-v	menjual	KEEP	Y
02384940-v	undang	KEEP	L
07699584-n	noodles	KEEP	None
00652900-v	bandingkan	KEEP	None
01890792-v	mengejang	KEEP	O
01975138-a	berkaitan	KEEP	O
00617422-a	goreng	KEEP	O
02655135-v	makhluk	DELETE	O
00157462-v	semakin	KEEP	O
05833840-n	ide	KEEP	Y
77000121-n	sini	DELETE	None
00525453-a	lengkapi	KEEP	None
15149180-n	1930-an	KEEP	None
01632537-a	resmi	KEEP	Y
02975412-n	sarung bantal	KEEP	None
00120095-r	bersamaan	KEEP	M
00975778-a	berkelas	KEEP	Y
90000133-n	golden peony	KEEP	None
07654667-n	iris	KEEP	Y
07955057-n	isi	KEEP	L
77000023-n	kau	KEEP	None
02608347-v	berawal	KEEP	O
09629752-n	wisatawan	KEEP	O
01381549-v	mengerahkan	KEEP	O
01182709-v	melayani	DELETE	O
03478907-n	aula	KEEP	X
00770437-v	menjadikan	DELETE	O
05217168-n	jasmani	DELETE	O
14524661-n	suasana hati	KEEP	X
90000097-n	singapore river	KEEP	None
00679937-v	memilih	KEEP	Y
05868272-n	tengah	KEEP	Y
01192510-v	nikmati	KEEP	X
02702656-a	kontrak	KEEP	O
01493234-v	memasukkan ke dalam	KEEP	X
00745499-v	pesan	KEEP	L
00270446-r	nama lain	DELETE	X
01428578-v	membuatkan	DELETE	O
00164751-r	jika	KEEP	O
03135152-n	palang	KEEP	O
13137409-n	buah	KEEP	O
00351638-n	pengurangan	KEEP	Y
03670849-n	rangka	DELETE	O
01117541-n	jual	KEEP	Y
08629508-n	bahagian belakang	DELETE	X
02043217-a	persegi	KEEP	Y
01985128-n	crayfish	KEEP	None
09437454-n	lereng	KEEP	O
13724582-n	kg	KEEP	None
08402442-n	kedubes	KEEP	None
03186285-n	dhow	KEEP	None
01380267-a	udara	KEEP	O
07234881-n	pembacaan	KEEP	O
05074774-n	tempat	KEEP	O
01446901-v	melambaikan	KEEP	L
00834198-a	efektif	KEEP	Y
01508719-a	lunak	KEEP	O
13860793-n	bentuk	KEEP	O
00514069-v	menyoroti	KEEP	None
02070887-a	sebelah	KEEP	O
00238022-n	penampilan	KEEP	None
03743902-n	memorial	KEEP	O
00138611-r	mungkin	KEEP	O
80000095-n	erhu	KEEP	None
00795632-v	dimiliki	KEEP	None
05924920-n	piawai	DELETE	O
02687385-v	mengemudikan	DELETE	O
01688757-a	menjadi umum	DELETE	X
05839024-n	persembahan aneka ragam	DELETE	X
00542120-v	posisi	DELETE	O
04880273-n	kecanggihan	KEEP	O
00770437-v	ada	DELETE	O
00510749-r	begitu	KEEP	O
14596839-n	bahan baku	KEEP	O
01475953-v	terlepas	KEEP	O
02898922-a	budaya	KEEP	None
00251791-v	berasal	KEEP	O
05921123-n	inti	KEEP	O
01193099-v	pajuh	DELETE	Y
08253815-n	makan malam	KEEP	O
00819274-n	pelestarian	KEEP	O
80000923-a	feeder	KEEP	None
02210855-v	mengantongi	DELETE	O
00528836-v	menyingsing	KEEP	O
09031653-n	swiss	KEEP	X
07673397-n	minyak	KEEP	Y
01180351-v	penyajian	KEEP	None
02609203-v	dimulai	KEEP	X
00514884-a	semua	KEEP	O
02967791-a	korea	KEEP	None
01642245-a	baru	KEEP	O
00050681-r	tidak	KEEP	L
15219022-n	Hari Raya Haji	KEEP	None
00200258-a	hard cover	KEEP	None
00915830-v	bisik	KEEP	None
15143477-n	kematian	KEEP	O
00074095-r	yang lalu	KEEP	X
01422556-a	siaran langsung	KEEP	O
00184117-v	campur	KEEP	L
01376705-a	kenal	KEEP	None
05840188-n	contoh	KEEP	O
01639714-v	rancang	KEEP	Y
06930633-n	tiociu	KEEP	None
04677514-n	rupa bentuk	DELETE	None
00624476-v	membawa	DELETE	O
02620587-v	adalah	KEEP	L
00896803-v	alasan	KEEP	O
02664769-v	merupakan	KEEP	None
00250898-r	di antara	KEEP	L
80000681-x	hai	KEEP	None
09882007-n	pengusaha	KEEP	O
15010703-n	garam	KEEP	O
05159225-n	keistimewaan	KEEP	Y
02370083-a	fresh	KEEP	None
02108654-v	dapat	DELETE	O
00135455-a	tepat	KEEP	O
09474162-n	dinding	KEEP	O
02015598-v	meninggalkan	KEEP	Y
05870615-n	hibrid	KEEP	None
02000868-v	ikut	KEEP	O
05332802-n	ginjal	KEEP	Y
00270446-r	atau	DELETE	O
02699941-v	cocok	KEEP	O
08369406-n	generasi	KEEP	Y
02416898-a	berkuah	KEEP	None
90000329-n	Hari Raya Hajj	KEEP	None
03354903-n	bendera	KEEP	Y
14911704-n	tar	KEEP	O
80001271-n	Sang	KEEP	None
02531199-v	berusaha	KEEP	Y
00045607-r	di seberang sana	DELETE	X
01096750-a	terpajang	KEEP	None
13139647-n	kulit	KEEP	O
15165490-n	tengah hari	KEEP	O
01749184-v	mencetak	KEEP	O
04799133-n	etnis	KEEP	O
01807799-a	menarik	KEEP	O
02077148-v	kembang	KEEP	Y
00577525-n	pelayanan	KEEP	Y
13983304-n	pencahayaan	KEEP	O
02342800-v	berkembang	KEEP	Y
00589904-v	mendapat	KEEP	O
00971075-a	modis	KEEP	Y
00884466-n	kursus	KEEP	Y
06470073-n	dokumentasi	KEEP	Y
09963574-n	koki	KEEP	O
09411430-n	river	KEEP	X
00838367-n	bekalan makanan	DELETE	X
08068597-n	hollywood	KEEP	None
80000659-x	selamat malam	KEEP	None
00067707-n	penyerahan	KEEP	O
01002740-v	membawa	DELETE	O
01326528-v	meleburkan	DELETE	O
11414608-n	pengaruh	KEEP	Y
04379964-n	area	KEEP	None
02428924-v	kumpul	KEEP	O
01796452-a	fantastis	KEEP	None
07557434-n	lauk	KEEP	Y
01150981-v	mengajukan	KEEP	O
00402419-a	berwarna-warni	KEEP	Y
80000811-n	chu	KEEP	None
90000083-n	Pulau Sentosa	KEEP	None
01651293-v	dilanjutkan	KEEP	None
02868489-a	akustik	KEEP	O
04346328-n	stupa	KEEP	O
02930766-n	taksi	KEEP	O
00330506-a	tengah	KEEP	O
07499615-n	keramahan	KEEP	O
00669762-v	membutuhkan	DELETE	O
00922228-a	memabukkan	KEEP	O
02472987-n	insan	KEEP	None
07804323-n	bachang	KEEP	None
01807882-v	terpikat	KEEP	Y
00312553-n	perjalanan	KEEP	O
01348174-v	mengunci	KEEP	Y
02020590-v	menubruk	DELETE	O
90000448-n	pappadam	KEEP	None
02686471-v	membawa	DELETE	O
00060632-r	sebelum	KEEP	None
08972920-n	auckland	KEEP	None
80000468-n	es kacang	KEEP	None
07965085-n	badan	KEEP	O
02627934-v	makan	DELETE	O
02701210-v	mengisi	DELETE	O
00402419-a	beraneka warna	KEEP	None
13809207-n	sebagian	KEEP	O
01266841-a	riuh	KEEP	Y
07020538-n	tari	KEEP	Y
13767239-n	gelas	KEEP	O
02713594-n	sayap	KEEP	X
01999218-v	membawa	DELETE	O
08704409-n	kandahar	KEEP	None
04344246-n	studio	KEEP	Y
03671668-n	talian	DELETE	None
90000217-n	marina bay	KEEP	None
04557648-n	bohongan	DELETE	X
90000422-n	dragon boat	KEEP	None
02233704-v	download	KEEP	None
01824736-v	mahu	DELETE	None
10677713-n	pedukung	KEEP	None
00425071-v	bermunculan	KEEP	Y
00901826-a	utama	KEEP	O
03405725-n	mebel	KEEP	O
05677504-n	rasa	KEEP	O
07753592-n	pisang	KEEP	Y
03800563-n	chinatown heritage centre	KEEP	None
00201407-v	mengubah	KEEP	O
02247390-v	bawa	KEEP	O
08430203-n	barisan	KEEP	Y
00950592-a	isi	DELETE	O
02466132-n	sirip	KEEP	O
00016350-s	penuh sesak	KEEP	None
00331446-a	tepi	KEEP	O
02838728-n	ujung	KEEP	O
02599636-v	mengambil	KEEP	O
00079107-r	niscaya	KEEP	None
03649459-n	pengadilan	KEEP	L
00743344-v	hubungilah	KEEP	None
01771535-v	rasakanlah	KEEP	X
00253761-v	berkembang	KEEP	O
09385137-n	racikan	KEEP	O
02269286-a	segala	KEEP	Y
01505254-v	didatangi	KEEP	None
02684924-v	berlanjut	KEEP	O
05129565-n	jauhnya	KEEP	None
10243664-n	lama	KEEP	O
02608347-v	dijelajahi	KEEP	None
07804323-n	padi	DELETE	Y
02614181-v	kelihatan	DELETE	O
02620587-v	berbahan	DELETE	X
02394183-v	berhasil	DELETE	O
02737876-v	termasuk	DELETE	O
13952171-n	yang benar	KEEP	X
08876975-n	manchester	KEEP	None
80001116-n	keropok	DELETE	None
01617192-v	membuat	KEEP	O
01020885-a	cocok	KEEP	O
01637982-v	menemukan	KEEP	Y
05816287-n	ilmu	KEEP	O
01667132-v	membetulkan	KEEP	O
02207206-v	belilah	KEEP	None
02397496-a	pedas	KEEP	O
02378623-v	memberikan reaksi	DELETE	X
00004722-r	hanya	KEEP	Y
09786585-n	penggemar	KEEP	Y
02186470-a	2	KEEP	None
02347220-v	gadaikan	KEEP	None
01183573-v	memuaskan	KEEP	O
00085512-r	khusus	KEEP	O
02415390-a	pekat	KEEP	Y
03191029-n	dadu	KEEP	O
01714208-v	dibawakan	KEEP	X
03786901-n	alu	KEEP	None
02679227-v	mulai	KEEP	O
01409581-a	sebagai	KEEP	O
01158181-v	melindangkan	DELETE	O
00263463-a	gagah	KEEP	O
00238022-n	hal memperkenalkan seseorang	DELETE	X
05301908-n	mulut	KEEP	O
02905036-n	panggangan	KEEP	O
09991026-n	lelaki	DELETE	O
00751567-v	memaksakan	DELETE	O
00341560-v	melalui	KEEP	O
01434717-a	jauh	KEEP	O
08068375-n	bollywood	KEEP	X
80001130-n	dia	KEEP	None
00153263-v	menambahkan	KEEP	Y
08593262-n	leluhur	DELETE	O
01052248-a	semerbak	KEEP	O
09792555-n	leluhur	KEEP	Y
00022829-r	sekali	KEEP	O
00196122-a	mendebarkan	KEEP	O
00756076-v	memakan	KEEP	None
04152829-n	layar	KEEP	Y
13323988-n	biaya kuliah	KEEP	X
07776866-n	makanan laut	KEEP	O
03748162-n	outlet	KEEP	None
02546467-v	akui	KEEP	X
13926786-n	suatu situasi tertentu	DELETE	X
08462320-n	data	KEEP	O
01466543-v	menghiasi	KEEP	O
08627919-n	kawasan	KEEP	O
01824736-v	mengasyiki	DELETE	O
07644967-n	chicken	KEEP	None
00350104-v	melanjutkan	KEEP	None
02201644-v	membagikan	KEEP	None
00756076-v	mengangkat	DELETE	O
07644967-n	chiken	KEEP	None
01953297-a	sangat halus	KEEP	X
01565921-v	menelan habis	DELETE	X
07585208-n	kaldu	KEEP	O
90000032-n	kari kepala ikan	KEEP	None
01157517-v	meleburkan	DELETE	O
03631177-n	les	KEEP	O
10061656-n	lezat	KEEP	None
00031899-r	amat	KEEP	L
00610167-v	lupakan	KEEP	X
01188725-v	mensyaratkan	DELETE	O
07583197-n	soto	KEEP	None
04961691-n	abu-abu	KEEP	O
02973558-n	ukiran	KEEP	O
04928903-n	cara	KEEP	O
02306763-a	seru	KEEP	None
00765213-v	menenangkan	KEEP	O
00283568-n	jalan-jalan	KEEP	X
07856270-n	pasta	KEEP	None
07048000-n	nyanyian	KEEP	O
02020590-v	terkena	DELETE	O
14589223-n	larutan	KEEP	O
03800933-n	instrumen	KEEP	X
00637259-v	hitung	KEEP	O
04728068-n	berkualitas	KEEP	Y
01027174-v	melampir	DELETE	X
01572831-a	bohongan	KEEP	None
01982957-a	bergengsi	KEEP	None
13713003-n	barisan	DELETE	O
08383909-n	bisnis keluarga	KEEP	None
02696795-a	sinematik	KEEP	None
01052428-a	aromatik	KEEP	None
09347779-n	rawa	KEEP	O
05416198-n	liur	KEEP	O
02140033-v	pamerkan	KEEP	X
01825237-v	ingin	KEEP	Y
08477634-n	wanita	KEEP	O
01180351-v	disediakan	KEEP	None
07601999-n	chocolate	KEEP	None
07526757-n	kegembiraan	KEEP	O
02529945-a	sejuk	KEEP	Y
00120316-v	pusatnya—menjadikan	KEEP	None
02189398-v	dapat	DELETE	O
01781478-a	saleh	KEEP	O
13265011-n	oleh	KEEP	None
14474264-n	berkat	KEEP	O
09540430-n	peri	KEEP	O
02727462-v	yang masih ada	KEEP	None
90000003-n	armani exchange	KEEP	None
03788195-n	mesjid	KEEP	O
01919931-a	ramai	KEEP	O
01985923-v	jatuh	KEEP	O
01815838-a	populer	KEEP	O
10323182-n	misionaris	KEEP	None
07279687-n	pesanan	KEEP	Y
01084644-a	dipenuhi	KEEP	X
00183053-a	ada	KEEP	O
00102736-r	dulu	KEEP	None
00034574-n	kebaikan	KEEP	O
00885217-v	terikat	KEEP	O
01862386-a	ekskusif	KEEP	None
00948985-a	sebelah dalam	DELETE	X
02690081-n	airlines	KEEP	None
00751838-a	elegan	KEEP	O
02238085-v	dapat	DELETE	Y
02511528-a	buas	KEEP	Y
07509996-n	heran	KEEP	None
07942152-n	umat	KEEP	Y
02479323-v	mengeluarkan	DELETE	O
15164570-n	sabtu	KEEP	O
02741546-v	jadi	DELETE	O
02118933-v	melihat	KEEP	O
00522751-v	mendapatkan	KEEP	O
08431942-n	baris	KEEP	O
01027174-v	pembekalan	DELETE	Y
00394813-v	bergabung	DELETE	O
02559752-v	menjegal	KEEP	O
02664769-v	insan	DELETE	O
00037226-r	yang benar	KEEP	None
02697725-v	manusia	DELETE	O
07663592-n	daging sapi	KEEP	X
01928838-v	melangkahkan	KEEP	Y
01999798-v	menunjukkan arah	DELETE	X
07557434-n	masakan	KEEP	O
07051185-n	blues	KEEP	O
90000311-n	Hari Waisak	KEEP	None
00724832-v	mengagumkan	KEEP	O
00041954-r	secara umum	KEEP	L
01168468-v	memakan	KEEP	O
08641113-n	kawasan sekitar	DELETE	X
77000092-n	apa	KEEP	None
02596462-a	berkulit	KEEP	O
03691817-n	lounge	KEEP	X
06601327-n	implikasi	KEEP	Y
03313602-n	wajah	KEEP	O
02129289-v	dilihat	DELETE	X
08616311-n	jalanan	KEEP	O
10112129-n	biksu	KEEP	Y
04930478-n	peraturan	DELETE	O
00542120-v	jadi	KEEP	None
00979366-a	cepat	KEEP	O
00097504-n	eksekusi	KEEP	None
02437136-n	unta	KEEP	O
00763901-a	langsung	KEEP	O
01467370-v	mengelilingi	KEEP	Y
00494409-a	masing	KEEP	None
90000014-n	chilli crab	KEEP	None
77000012-n	saya	KEEP	None
01014251-a	menengah	KEEP	O
02363597-v	bertema	KEEP	O
01063695-v	mengajak	KEEP	O
80000843-n	tikka	KEEP	None
02020590-v	menggetok	DELETE	O
01400562-a	hukum	KEEP	None
05129565-n	berjarak	DELETE	Y
01139194-n	permit	KEEP	None
00586262-n	keadaan	DELETE	O
10399491-n	orangtua	KEEP	None
02126430-a	bertempat	KEEP	O
00597385-v	memahami sepenuhnya	KEEP	X
00714944-n	kerajinan	KEEP	L
00204391-v	merosot	KEEP	O
02684924-v	berlangsung	KEEP	O
10734394-n	kembar	KEEP	Y
05693919-n	dukungan	KEEP	L
01378556-v	tersebar	KEEP	O
04683814-n	keindahan	KEEP	O
00350104-v	lanjutkan	KEEP	None
15136453-n	hari	KEEP	O
01471848-a	dewasa	KEEP	Y
00491511-a	unik	KEEP	L
07433145-n	pusaran air	KEEP	L
80001614-n	bas ekspres	KEEP	None
15119919-n	kini	KEEP	O
02402825-v	memperhentikan	DELETE	O
01829292-v	membara	KEEP	O
06892534-n	beramal	KEEP	None
15235126-n	saat	DELETE	Y
00048374-n	tiba	KEEP	O
02233704-v	diunduh	KEEP	X
00148540-r	secara	KEEP	O
02655135-v	terdapatlah	KEEP	None
00784342-v	meminta	KEEP	O
03485997-n	pegangan	KEEP	O
02359464-a	menakjubkan	KEEP	Y
00876442-v	konsultasi	KEEP	None
00065359-r	besar	KEEP	O
00331446-a	pinggir	KEEP	O
02512150-v	distrik	KEEP	L
00363788-n	tambahan	KEEP	O
02986757-n	catwalk	KEEP	None
07966719-n	sektor	KEEP	O
07718472-n	ketimun	KEEP	Y
02741546-v	muat	DELETE	O
00639849-v	membeli	DELETE	O
02339413-v	lengkapi	KEEP	X
00094001-n	penyelamatan	KEEP	O
00770437-v	mengadakan	DELETE	O
08642331-n	lingkungan	KEEP	O
07557434-n	hokkien mee	KEEP	None
00734054-v	mengambil	KEEP	O
07840804-n	telur	KEEP	Y
00117620-r	kemudian	KEEP	O
07625493-n	pai	KEEP	Y
